aba,age_vehicule,agepr,nb_autre_carbu,cataeu,cs42pr,nb_diesel,dip14pr,nb_essence,etat_veh_achat,ident_men,km_autre_carbu,km_diesel,km_essence,mloy_d,nactifs,nbphab,nenfants,npers,ocde10,pondmen,poste_07_2_2_1,prix_achat,rev_disponible,revtot,situapr,stalog,tau,tuu,typmen,veh_tot,vp_deplacements_pro,vp_domicile_travail,rural,petite_ville,moyenne_ville,grande_ville,paris,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_3,distance,distance_autre_carbu,distance_diesel,distance_essence,age_vehicule.1,depenses_carburants_corrigees_emp,depenses_diesel_corrigees_emp,depenses_essence_corrigees_emp
0,0,56,0,111,0,0,50,0,0,6382,0,0,0,0,0,3,0,1,1.0,1661.7795059,0.0,0,14870.0,14870.0,8,3,6,5,1,0,0,0,0,0,1,0,0,14870.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,0,45,0,111,85,0,71,0,0,6389,0,0,0,254,0,1,0,1,1.0,5533.4198202,0.0,0,14052.0,14052.0,7,3,6,5,1,0,0,0,0,0,1,0,0,14052.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,21,38,0,111,85,1,50,1,0,6396,0,0,0,0,1,5,4,6,2.7,1332.6239759,3126.24,0,39540.9,40096.0,4,1,8,6,4,2,1,0,0,0,1,0,0,14644.7777777778,3,2,3_0,20578.2493421,0.0,17968.986318,2609.2630241,9,1415.5753909681662,1236.0844894791571,179.4909014890091
0,4,62,0,111,78,1,71,0,0,6418,0,0,0,0,0,3,0,1,1.0,4691.0780118,0.0,0,15132.55,15414.0,5,3,6,4,1,1,0,0,0,0,1,0,0,15132.55,3,2,3_0,50.0,0.0,50.0,0.0,4,3.439494214097484,3.439494214097484,0.0
2,8,68,0,400,72,1,50,1,0,6433,0,0,0,0,0,5,0,2,1.5,1634.0427331,173.16,0,23579.65,24216.0,5,1,0,0,3,2,0,0,1,0,0,0,0,15719.7666666667,3,2,3_1,11559.558735,0.0,11559.558735,0.0,11,983.1086099386554,983.1086099386554,0.0
0,10,36,0,112,63,1,50,0,0,6439,0,127,0,31,1,3,2,4,2.1,2230.1826859,0.0,0,32241.65,32306.0,1,3,10,4,4,1,0,1,0,0,1,0,0,15353.1666666667,3,2,3_0,9805.368272,0.0,9805.368272,0.0,12,674.5101487727809,674.5101487727809,0.0
2,11,28,0,120,48,0,50,1,0,6444,0,0,600,0,2,4,1,3,1.8,3936.8677759,0.0,0,28097.3,28282.0,1,2,0,3,4,1,0,1,0,1,0,0,0,15609.6111111111,3,2,3_0,4746.108337,0.0,0.0,4746.108337,10,326.4842432918266,0.0,326.4842432918266
0,9,61,0,111,75,0,50,1,0,6449,0,0,0,240,0,4,3,4,2.5,890.11508726,0.0,0,37498.7,37552.0,5,3,7,5,2,1,0,0,0,0,1,0,0,14999.48,3,2,3_0,8165.4870762,0.0,0.0,8165.4870762,6,561.7029110775536,0.0,561.7029110775536
0,0,79,0,111,86,0,71,0,0,6464,0,0,0,380,0,4,0,1,1.0,3003.8613064,0.0,0,15560.95,15780.0,6,3,9,7,1,0,0,0,0,0,0,1,0,15560.95,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,13,90,0,400,78,0,70,1,0,647,0,0,0,0,0,4,0,1,1.0,2751.2384653,0.0,0,15428.0,15428.0,5,1,0,0,1,1,0,0,1,0,0,0,0,15428.0,3,2,3_1,4264.7897073,0.0,0.0,4264.7897073,15,362.7086099860877,0.0,362.7086099860877
1,10,41,0,120,67,1,41,0,0,6499,0,0,0,0,1,6,3,5,2.4,1842.166799,0.0,0,32614.2,33129.0,1,2,0,1,4,1,0,0,0,1,0,0,0,13589.25,3,2,3_0,11469.155313,0.0,11469.155313,0.0,10,788.9618667929783,788.9618667929783,0.0
0,0,78,0,111,78,0,50,0,0,6514,0,0,0,604,0,4,0,2,1.5,2791.2791531,0.0,0,22933.0,24281.0,5,3,8,6,3,0,0,0,0,0,1,0,0,15288.6666666667,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,0,46,0,211,85,0,41,0,0,6515,0,0,0,0,0,4,2,3,1.6,847.30358866,0.0,0,22243.0,22110.0,7,3,1,3,2,0,0,0,0,1,0,0,0,13901.875,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,0,27,0,111,52,0,50,0,0,6525,0,0,0,0,1,2,0,2,1.5,4071.6352352,0.0,0,20475.95,20877.0,1,3,9,7,3,0,0,0,0,0,0,1,0,13650.6333333333,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,15,70,0,400,78,0,60,1,0,6527,0,0,0,0,0,6,0,1,1.0,2111.4871501,0.0,0,15270.55,16046.0,5,1,0,0,1,1,0,0,1,0,0,0,0,15270.55,3,2,3_1,8894.2692144,0.0,0.0,8894.2692144,14,756.4330822865929,0.0,756.4330822865929
0,0,27,0,112,38,0,12,0,0,6528,0,0,0,0,1,3,1,3,1.8,4255.2749881,0.0,0,26938.45,30980.0,1,3,10,4,4,0,0,0,0,0,1,0,0,14965.8055555556,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,1,68,0,112,21,0,50,1,1,6538,0,0,0,0,1,4,0,2,1.5,1588.1520611,0.0,4000,21131.4,21472.0,5,2,7,0,3,1,0,0,1,0,0,0,0,14087.6,3,2,3_1,8883.1687243,0.0,0.0,8883.1687243,8,755.4890161987754,0.0,755.4890161987754
0,0,51,0,111,85,0,50,0,0,655,0,0,0,303,0,2,0,1,1.0,3231.671651,0.0,0,14056.6,14236.0,8,3,8,6,1,0,0,0,0,0,1,0,0,14056.6,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,8,33,0,400,68,2,43,0,0,6567,0,400,0,0,2,5,3,5,2.4,1697.2532675,2796.56,0,37768.1,37975.0,4,2,0,0,4,2,0,1,1,0,0,0,0,15736.7083333333,3,2,3_1,30493.119739,0.0,30493.119739,0.0,11,2593.3557886196654,2593.3557886196654,0.0
2,0,62,0,111,68,0,70,0,0,6575,0,0,0,0,2,5,0,2,1.5,674.00563229,0.0,0,21414.9,25484.0,1,1,10,8,3,0,0,0,0,0,0,0,1,14276.6,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,6,49,0,111,54,2,43,0,0,6579,0,199998,0,0,1,4,2,3,2.0,2317.2047028,1404.0,0,28052.1,28641.0,4,1,8,6,2,2,0,1,0,0,1,0,0,14026.05,3,2,3_0,36406.653475,0.0,36406.653475,0.0,5,2504.409479638291,2504.409479638291,0.0
2,4,70,0,111,71,1,50,0,2,6602,0,0,0,0,0,7,0,2,1.5,1148.9210456,0.0,43000,22440.35,24120.0,5,1,8,7,3,1,0,0,0,0,0,1,0,14960.2333333333,3,2,3_0,2502.47626,0.0,2502.47626,0.0,4,172.1450523437262,172.1450523437262,0.0
2,17,67,0,111,77,3,71,0,0,6621,0,0,0,0,2,6,0,3,2.0,1971.9958669,0.0,0,30456.1,32020.0,5,1,7,5,5,3,0,0,0,0,1,0,0,15228.05,3,2,3_0,16621.6774117,0.0,16621.6774117,0.0,14,1143.40326572274,1143.40326572274,0.0
0,19,47,0,111,52,0,50,1,0,6661,0,0,0,0,1,3,1,2,1.5,1589.8595293,0.0,0,21382.75,21724.0,1,3,8,7,2,1,0,0,0,0,0,1,0,14255.1666666667,3,2,3_0,3739.6662216,0.0,0.0,3739.6662216,19,257.25120663698,0.0,257.25120663698
0,7,64,0,112,75,0,50,1,0,6665,0,0,79,0,0,4,0,1,1.0,2156.8414924,0.0,0,13679.75,13943.0,5,3,8,0,1,1,0,1,1,0,0,0,0,13679.75,3,2,3_1,6799.2084004,0.0,0.0,6799.2084004,9,578.2539344656457,0.0,578.2539344656457
0,3,33,0,300,62,1,43,0,0,6680,0,200,0,0,1,5,3,5,2.4,2253.2746339,2600.52,0,34889.7,34945.0,1,3,0,0,4,1,0,1,1,0,0,0,0,14537.375,3,2,3_1,17651.534506,0.0,17651.534506,0.0,2,1501.2143585494632,1501.2143585494632,0.0
0,0,86,0,111,77,0,71,0,0,6681,0,0,0,519,0,3,0,1,1.0,3092.0731726,0.0,0,15663.0,15663.0,5,3,9,7,1,0,0,0,0,0,0,1,0,15663.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,17,53,0,111,56,1,50,0,0,669,0,18,0,123,1,3,1,2,1.3,719.85953158,0.0,0,20071.05,20242.0,1,3,8,7,2,1,0,1,0,0,0,1,0,15439.2692307692,3,2,3_0,7431.8872267,0.0,7431.8872267,0.0,15,511.2386623211929,511.2386623211929,0.0
2,11,41,0,300,46,2,50,0,0,6723,0,0,0,0,1,5,1,2,1.3,386.50193127,0.0,0,18778.7,21001.0,4,2,0,0,2,2,0,0,1,0,0,0,0,14445.1538461538,3,2,3_1,41653.8764609,0.0,41653.8764609,0.0,11,3542.547386522871,3542.547386522871,0.0
0,15,76,0,111,77,1,71,0,0,6774,0,0,0,549,0,3,0,2,1.5,901.3691499,0.0,0,21950.0,21950.0,5,3,4,3,3,1,0,0,0,1,0,0,0,14633.3333333333,3,2,3_0,4255.2825228,0.0,4255.2825228,0.0,15,292.72039233041494,292.72039233041494,0.0
2,9,89,0,400,72,0,71,1,0,6794,0,0,0,0,1,5,1,2,1.5,3248.9479233,0.0,0,22705.575,22286.0,5,1,0,0,2,1,1,0,1,0,0,0,0,15137.05,3,2,3_1,8883.1687243,0.0,0.0,8883.1687243,8,755.4890161987754,0.0,755.4890161987754
0,7,32,0,112,45,1,31,1,0,6797,0,99999,99999,0,2,7,1,3,1.8,1849.531188,0.0,0,24365.45,24474.0,1,3,8,1,4,2,0,1,0,1,0,0,0,13536.3611111111,3,2,3_0,35285.684421,0.0,25029.42623,10256.258191,9,2427.2981481299844,1721.7713340052962,705.5268141246886
0,17,43,0,111,52,1,50,0,0,6827,0,100,0,211,1,1,0,1,1.0,3277.1462543,0.0,0,14166.95,14282.0,4,3,10,8,1,1,0,1,0,0,0,0,1,14166.95,3,2,3_0,7213.1757912,0.0,7213.1757912,0.0,15,496.19352798200885,496.19352798200885,0.0
0,21,24,0,111,55,0,41,1,0,6865,0,0,250,0,1,1,0,1,1.0,2985.4198386,2080.0,0,15108.6,15678.0,1,3,9,7,1,1,0,1,0,0,0,1,0,15108.6,3,2,3_0,10560.848939,0.0,0.0,10560.848939,21,726.479576432961,0.0,726.479576432961
2,9,45,0,111,38,1,50,0,0,6871,0,0,0,0,2,4,2,4,2.5,2409.0423911,317.2,0,38325.55,41160.0,1,2,4,3,4,1,0,0,0,1,0,0,0,15330.22,3,2,3_0,9042.3563723,0.0,9042.3563723,0.0,9,622.0226484866673,622.0226484866673,0.0
2,0,86,0,111,72,0,44,0,0,6873,0,0,0,0,0,2,0,2,1.5,2910.6743676,0.0,0,22865.8,23182.0,5,1,9,7,3,0,0,0,0,0,0,1,0,15243.8666666667,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,10,53,0,111,62,2,50,0,0,6883,0,0,0,0,2,4,1,3,2.0,2546.1471535,2601.04,0,28606.2,30884.0,1,1,9,7,4,2,0,0,0,0,0,1,0,14303.1,3,2,3_0,7189.3640312,0.0,7189.3640312,0.0,9,494.55551976705925,494.55551976705925,0.0
0,18,26,0,111,55,0,50,1,0,6888,0,0,180,65,1,3,1,2,1.3,1114.5971024,0.0,0,17717.5,18218.0,1,3,9,7,2,1,0,1,0,0,0,1,0,13628.8461538462,3,2,3_0,14520.501578,0.0,0.0,14520.501578,11,998.8636232664877,0.0,998.8636232664877
2,42,61,0,112,78,1,71,0,0,6893,0,0,0,0,0,4,0,1,1.0,3885.1903403,0.0,0,14754.95,15273.0,5,1,8,0,1,1,0,0,1,0,0,0,0,14754.95,3,2,3_1,5088.5503171,0.0,5088.5503171,0.0,27,432.76717939935145,432.76717939935145,0.0
0,7,50,0,111,62,1,50,0,0,6903,0,100,0,238,1,2,0,1,1.0,2522.3469641,0.0,0,14879.65,15061.0,4,3,9,7,1,1,0,1,0,0,0,1,0,14879.65,3,2,3_0,27091.626906,0.0,27091.626906,0.0,7,1863.6298798734945,1863.6298798734945,0.0
2,29,45,0,112,35,0,41,1,0,696,0,0,350,0,1,5,2,3,1.6,1708.871248,2108.08,0,23737.5,24160.0,1,2,8,3,2,1,1,1,0,1,0,0,0,14835.9375,3,2,3_0,6283.5072231,0.0,0.0,6283.5072231,19,432.241734761844,0.0,432.241734761844
0,5,52,0,112,65,0,71,1,0,6964,0,0,80,0,1,1,0,1,1.0,2028.7458941,0.0,0,15600.4,15668.0,1,3,10,3,1,1,0,1,0,1,0,0,0,15600.4,3,2,3_0,8097.25,0.0,0.0,8097.25,4,557.008890502017,0.0,557.008890502017
0,0,60,0,111,78,0,70,0,0,7003,0,0,0,0,0,2,0,1,1.0,2131.6998325,0.0,0,13617.0,13617.0,7,3,6,4,1,0,0,0,0,0,1,0,0,13617.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,0,35,0,111,67,0,50,0,0,7020,0,0,0,0,1,3,0,1,1.0,1381.4887629,0.0,0,15481.0,15481.0,1,3,8,7,1,0,0,0,0,0,0,1,0,15481.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,7,33,0,211,46,1,30,0,0,7022,0,687,0,321,1,3,2,3,1.6,648.8571044,1793.48,0,24751.0,24751.0,1,3,2,3,2,1,0,1,0,1,0,0,0,15469.375,3,2,3_0,178.14837891,0.0,178.14837891,0.0,6,12.254806370235825,12.254806370235825,0.0
2,0,77,0,111,74,0,31,0,0,7031,0,0,0,0,0,5,0,1,1.0,4222.3007431,0.0,0,15749.4,17408.0,5,1,9,7,1,0,0,0,0,0,0,1,0,15749.4,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,0,68,0,300,78,0,71,0,0,7042,0,0,0,0,0,5,0,2,1.5,2447.4673074,0.0,0,20320.0,20320.0,5,3,0,0,3,0,0,0,1,0,0,0,0,13546.6666666667,3,2,3_1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,12,64,0,400,78,1,71,0,0,7067,0,0,0,0,0,4,0,2,1.5,3583.8833788,0.0,0,22387.15,22900.0,5,1,0,1,3,1,0,0,0,1,0,0,0,14924.7666666667,3,2,3_0,5283.1363907,0.0,5283.1363907,0.0,12,363.42634096201033,363.42634096201033,0.0
2,9,44,0,112,54,1,43,0,0,7072,0,500,0,0,1,4,1,2,1.5,2316.0426571,0.0,0,21141.25,21281.0,1,2,6,1,2,1,0,1,0,1,0,0,0,14094.1666666667,3,2,3_0,17364.624397,0.0,17364.624397,0.0,11,1194.5105028691503,1194.5105028691503,0.0
2,8,63,0,111,75,1,33,0,2,708,0,0,0,0,0,4,0,1,1.0,1693.5888619,1560.0,7500,15698.6,15880.0,5,1,6,5,1,1,0,0,0,0,1,0,0,15698.6,3,2,3_0,7477.6840012,0.0,7477.6840012,0.0,7,514.3890171395345,514.3890171395345,0.0
0,0,51,0,111,52,0,20,0,0,7098,0,0,0,365,1,1,0,1,1.0,2843.9350656,0.0,0,15119.85,15335.0,1,3,8,6,1,0,0,0,0,0,1,0,0,15119.85,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,7,49,0,111,55,1,50,0,0,7107,0,300,0,238,1,3,0,1,1.0,850.54060859,0.0,0,13925.05,14226.0,1,3,9,7,1,1,0,1,0,0,0,1,0,13925.05,3,2,3_0,27091.626906,0.0,27091.626906,0.0,7,1863.6298798734945,1863.6298798734945,0.0
2,0,62,0,111,75,0,31,0,0,7108,0,0,0,0,1,4,3,5,2.6,1032.1618517,0.0,0,40758.05,43940.0,5,1,10,8,5,0,0,0,0,0,0,0,1,15676.1730769231,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,17,29,0,111,47,1,42,0,0,711,0,214,0,382,2,2,1,3,1.8,5869.3338673,0.0,0,25360.2,25602.0,4,3,9,7,4,1,1,1,0,0,0,1,0,14089.0,3,2,3_0,14755.813606,0.0,14755.813606,0.0,12,1015.0507104427586,1015.0507104427586,0.0
0,13,39,0,111,64,2,41,0,0,714,0,210,0,0,2,3,4,6,2.7,1811.8913411,2080.0,0,39955.25,40134.0,1,3,8,7,4,2,0,0,0,0,0,1,0,14798.2407407407,3,2,3_0,16302.7513,0.0,16302.7513,0.0,11,1121.4643754044048,1121.4643754044048,0.0
2,11,55,0,112,47,0,60,2,0,7145,0,0,200,0,1,4,1,2,1.5,3906.9042559,779.48,0,20612.5,21870.0,1,2,8,1,2,2,0,0,0,1,0,0,0,13741.6666666667,3,2,3_0,34802.142178,0.0,17374.016323,17428.125855,10,2394.0353331885804,1195.156572371875,1198.8787608167052
2,12,60,0,111,78,0,70,2,0,7149,0,0,0,0,0,6,0,2,1.5,2594.9937306,0.0,0,21674.0,24746.0,5,1,9,7,3,2,0,0,0,0,0,1,0,14449.3333333333,3,2,3_0,13655.0006322,0.0,0.0,13655.0006322,15,939.3259133589878,0.0,939.3259133589878
2,12,71,0,300,72,2,50,0,0,7151,0,0,0,0,0,5,0,2,1.5,1317.5669123,2359.76,0,21144.8,21535.0,5,1,0,1,3,2,0,0,0,1,0,0,0,14096.5333333333,3,2,3_0,21335.4213087,0.0,21335.4213087,0.0,12,1467.6611629321164,1467.6611629321164,0.0
2,1,35,0,111,55,0,50,1,0,7166,0,0,0,0,2,4,2,4,2.1,3801.0895383,2340.0,0,29876.9,30887.0,1,1,8,7,4,1,0,0,0,0,0,1,0,14227.0952380952,3,2,3_0,11027.819167,0.0,0.0,11027.819167,3,758.6024043801967,0.0,758.6024043801967
0,3,65,0,111,78,0,71,1,0,7171,0,0,0,480,0,3,0,2,1.5,2512.1982439,1560.0,0,22934.0,22934.0,5,3,8,6,3,1,0,0,0,0,1,0,0,15289.3333333333,3,2,3_0,10995.297602,0.0,0.0,10995.297602,2,756.3652496871789,0.0,756.3652496871789
0,0,52,0,111,56,0,60,0,0,7182,0,0,0,88,1,1,0,1,1.0,2263.0708316,0.0,0,14764.0,14764.0,1,3,8,6,1,0,0,0,0,0,1,0,0,14764.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,10,70,0,300,78,1,70,0,0,7185,0,0,0,0,0,3,0,1,1.0,2022.6103548,2587.52,0,14173.55,14910.0,5,1,0,0,1,1,0,0,1,0,0,0,0,14173.55,3,2,3_1,31881.062397,0.0,31881.062397,0.0,9,2711.396486232933,2711.396486232933,0.0
2,15,85,0,211,75,0,30,1,0,720,0,0,0,0,0,4,0,2,1.5,2576.1613298,0.0,0,23756.75,24631.0,5,1,1,3,3,1,0,0,0,1,0,0,0,15837.8333333333,3,2,3_0,2587.2651934,0.0,0.0,2587.2651934,14,177.97767326070218,0.0,177.97767326070218
0,0,67,0,300,78,0,71,0,0,7211,0,0,0,248,0,2,0,1,1.0,2426.9238165,0.0,0,15310.0,15310.0,5,3,0,1,1,0,0,0,0,1,0,0,0,15310.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,17,54,0,111,75,0,33,1,0,7214,0,0,0,800,0,5,0,1,1.0,2688.4296642,0.0,0,14548.4,17434.0,7,3,9,7,1,1,0,0,0,0,0,1,0,14548.4,3,2,3_0,8000.0,0.0,0.0,8000.0,18,550.3190742555975,0.0,550.3190742555975
0,16,32,0,111,52,0,42,1,2,723,0,0,30,0,1,4,2,3,1.6,918.49221298,0.0,300,22516.0,22516.0,1,3,5,4,2,1,0,1,0,0,1,0,0,14072.5,3,2,3_0,6283.5072231,0.0,0.0,6283.5072231,19,432.241734761844,0.0,432.241734761844
0,8,45,0,111,54,0,50,1,0,7233,0,0,170,225,2,4,1,2,1.5,3332.5456191,1282.32,0,20898.25,21207.0,1,3,9,7,2,1,0,1,0,0,0,1,0,13932.1666666667,3,2,3_0,13062.341474,0.0,0.0,13062.341474,7,898.5569584477721,0.0,898.5569584477721
2,4,61,0,111,75,2,50,1,0,7241,0,99999,0,0,1,6,1,3,2.0,2266.6430577,3640.0,0,30677.95,33210.0,5,1,6,5,4,3,0,1,0,0,1,0,0,15338.975,3,2,3_0,12408.0812138,0.0,10116.686249,2291.3949648,8,853.5504708583358,695.9256763855016,157.62479447283414
2,3,79,0,111,71,0,71,1,0,7288,0,0,0,0,0,5,0,1,1.0,2042.9324392,0.0,0,15796.7506352495,17557.0,5,1,9,7,1,1,0,0,0,0,0,1,0,15796.7506352495,3,2,3_0,11027.819167,0.0,0.0,11027.819167,3,758.6024043801967,0.0,758.6024043801967
0,12,36,0,112,54,0,31,1,0,7315,0,0,356,0,1,3,1,2,1.3,471.10357838,3121.56,0,18908.4,19015.0,1,3,9,0,2,1,0,1,1,0,0,0,0,14544.9230769231,3,2,3_1,12027.811634,0.0,0.0,12027.811634,18,1022.932228399264,0.0,1022.932228399264
0,0,84,0,111,78,0,50,0,0,7326,0,0,0,273,0,3,0,2,1.5,2285.5258634,0.0,0,23210.85,23556.0,5,3,9,7,3,0,0,0,0,0,0,1,0,15473.9,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,6,36,0,112,37,1,31,0,0,7335,0,40,0,0,1,3,0,1,1.0,2087.2088548,0.0,0,14699.7,15299.0,4,1,9,3,1,1,0,1,0,1,0,0,0,14699.7,3,2,3_0,41795.139083,0.0,41795.139083,0.0,5,2875.082781067563,2875.082781067563,0.0
0,22,54,0,111,65,1,50,1,0,7338,0,650,650,0,2,4,0,2,1.5,1484.4599067,1040.0,0,22633.8,22990.0,1,3,8,7,3,2,0,1,0,0,0,1,0,15089.2,3,2,3_0,9081.3781979,0.0,9081.3781979,0.0,17,624.7069553541617,624.7069553541617,0.0
2,2,60,0,112,75,0,50,1,0,734,0,0,0,0,1,4,0,2,1.5,2456.1008079,0.0,0,20845.0,21300.0,5,1,10,2,3,1,0,0,0,1,0,0,0,13896.6666666667,3,2,3_0,6721.5614276,0.0,0.0,6721.5614276,4,462.37543279862047,0.0,462.37543279862047
2,7,77,0,111,78,0,71,1,0,7367,0,0,0,0,0,3,0,1,1.0,3690.8966091,0.0,0,13780.85,13853.0,5,1,9,7,1,1,0,0,0,0,0,1,0,13780.85,3,2,3_0,6179.0627798,0.0,0.0,6179.0627798,5,425.0570135933443,0.0,425.0570135933443
2,5,73,0,111,72,0,30,1,0,7375,0,0,0,0,0,3,0,1,1.0,2070.6909075,0.0,0,15130.1,22267.0,5,1,9,7,1,1,0,0,0,0,0,1,0,15130.1,3,2,3_0,7542.0816187,0.0,0.0,7542.0816187,4,518.8189217953927,0.0,518.8189217953927
0,0,46,0,111,56,0,71,0,0,741,0,0,0,151,1,3,1,2,1.3,1255.3719171,0.0,0,20338.1,20368.0,1,3,10,8,2,0,0,0,0,0,0,0,1,15644.6923076923,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,1,40,0,111,64,0,50,1,2,7426,0,0,1600,81,1,4,2,4,2.1,2031.7970178,1040.0,14900,31810.8,32024.0,1,3,7,6,4,1,0,1,0,0,1,0,0,15148.0,3,2,3_0,10995.297602,0.0,0.0,10995.297602,2,756.3652496871789,0.0,756.3652496871789
2,2,68,0,111,78,0,50,1,2,7436,0,0,0,0,0,3,0,1,1.0,4404.3243871,0.0,14000,15903.1,16518.0,5,1,10,8,1,1,0,0,0,0,0,0,1,15903.1,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,25,52,0,111,21,2,50,0,0,7444,0,0,0,0,2,4,1,3,2.0,2403.2860326,2080.0,0,27616.05,29735.0,1,1,9,7,4,2,0,0,0,0,0,1,0,13808.025,3,2,3_0,61594.031731,50000.0,11594.031731,0.0,27,4237.046315234227,797.5521011367427,0.0
0,0,37,0,111,68,0,71,0,0,7446,0,0,0,150,1,3,1,2,1.3,1777.0584222,0.0,0,19671.0,19671.0,1,3,10,8,2,0,0,0,0,0,0,0,1,15131.5384615385,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,9,52,0,111,67,1,71,0,0,7451,0,296,0,0,1,5,0,1,1.0,1603.5266535,3224.0,0,15530.55,16410.0,1,1,9,7,1,1,0,1,0,0,0,1,0,15530.55,3,2,3_0,27091.626906,0.0,27091.626906,0.0,7,1863.6298798734945,1863.6298798734945,0.0
2,12,83,0,300,71,0,71,2,0,7484,0,0,0,0,0,8,1,3,2.0,2235.8809405,2600.0,0,30420.5506352495,30769.0,5,1,0,0,4,2,0,0,1,0,0,0,0,15210.2753176247,3,2,3_1,5779.4186176,1187.7589439,0.0,4591.6596737,9,491.5236241846321,0.0,390.5079997089168
0,29,52,0,111,63,0,50,1,0,7499,0,0,0,501,1,5,2,4,2.5,2313.7569046,0.0,0,34483.4,34681.0,1,3,7,6,4,1,0,0,0,0,1,0,0,13793.36,3,2,3_0,10189.165493,0.0,0.0,10189.165493,21,700.9115151931048,0.0,700.9115151931048
0,0,35,0,111,52,0,70,0,0,7508,0,0,0,170,1,3,2,3,1.6,1224.7163413,0.0,0,24433.95,24588.0,1,3,10,8,2,0,0,0,0,0,0,0,1,15271.21875,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2,71,0,111,78,1,70,0,0,752,0,0,0,0,0,2,0,2,1.5,5060.0016013,0.0,0,23767.35,24015.0,5,1,9,7,3,1,0,0,0,0,0,1,0,15844.9,3,2,3_0,5300.0,0.0,5300.0,0.0,1,364.5863866943333,364.5863866943333,0.0
0,0,68,0,111,77,0,50,0,0,7528,0,0,0,238,0,4,0,1,1.0,2021.3772524,0.0,0,14982.0,14982.0,5,3,9,7,1,0,0,0,0,0,0,1,0,14982.0,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,18,53,0,111,54,1,60,0,0,7536,0,60,0,0,1,5,0,1,1.0,1452.1812077,2342.08,0,14058.9,14508.0,1,1,6,5,1,1,0,1,0,0,1,0,0,14058.9,3,2,3_0,2592.9183141,0.0,2592.9183141,0.0,19,178.36655077948706,178.36655077948706,0.0
2,0,83,0,112,78,0,71,0,0,7555,0,0,0,0,0,5,0,2,1.5,2016.3977065,0.0,0,23725.35,24350.0,5,1,9,2,3,0,0,0,0,1,0,0,0,15816.9,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,17,27,0,111,56,0,50,1,0,7584,0,0,70,263,1,1,0,1,1.0,3774.4608336,0.0,0,14646.45,14794.0,1,3,9,7,1,1,0,1,0,0,0,1,0,14646.45,3,2,3_0,4675.807888,0.0,0.0,4675.807888,17,321.64828354014753,0.0,321.64828354014753
0,0,59,0,111,62,0,41,0,0,7597,0,0,0,571,1,2,0,1,1.0,1892.0179762,0.0,0,13790.6,14022.0,4,3,8,7,1,0,0,0,0,0,0,1,0,13790.6,3,2,3_0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,21,57,0,111,78,0,70,2,0,7603,0,0,80,0,1,6,0,2,1.5,2501.3087649,0.0,0,22765.85,23670.0,7,1,4,3,3,2,0,0,0,1,0,0,0,15177.2333333333,3,2,3_0,3739.6662216,0.0,0.0,3739.6662216,19,257.25120663698,0.0,257.25120663698
0,19,23,0,111,56,1,50,0,0,7605,0,45,0,156,2,2,0,2,1.5,2699.2461608,2600.0,0,22177.45,22364.0,1,3,8,6,3,1,0,1,0,0,1,0,0,14784.9666666667,3,2,3_0,7080.4794519,0.0,7080.4794519,0.0,24,487.06536215692347,487.06536215692347,0.0
