age_vehicule,agepr,nb_autre_carbu,consommation,cs42pr,decile_rev,nb_diesel,dip14pr,distance_autre_carbu,distance_diesel,distance_essence,nb_essence,ident_men,nactifs,nenfants,niveau_vie_decile,npers,ocde10,pondmen,puissance,situapr,tuu,typmen,veh_tot,rural,petite_ville,moyenne_ville,grande_ville,paris,distance,niveau_vie_quintile,donation_class_3
11.0,63,0,6.0,74.0,8,2,32.0,0.0,26824.3024105,0.0,0,2400002362000,1,0,9,2,1.5,1980.6715075,4.0,5.0,0,3,2,1,0,0,0,0,26824.3024105,5.0,9_1
18.0,32,0,6.0,85.0,2,0,60.0,0.0,0.0,6593.6572245,1,2400002365000,1,3,1,5,2.4,1146.5543234,7.0,6.0,7,4,1,0,0,0,1,0,6593.6572245,1.0,1_0
12.0,78,0,6.0,74.0,6,2,12.0,0.0,15570.3655004,0.0,0,2400002366000,1,1,6,2,1.5,2197.2546434,5.0,5.0,2,2,3,0,1,0,0,0,15570.3655004,3.0,6_0
0.0,86,0,0.0,71.0,2,0,70.0,0.0,0.0,0.0,0,2400002411000,0,0,3,1,1.0,2763.0699474,0.0,5.0,0,1,0,1,0,0,0,0,0.0,2.0,3_1
3.0,65,0,7.0,75.0,8,1,52.0,0.0,17096.416585,7321.3509749,1,2400002412000,0,0,9,2,1.5,1096.1277658,5.0,5.0,0,3,2,1,0,0,0,0,24417.7675599,5.0,9_1
4.0,63,0,5.0,78.0,5,2,52.0,0.0,19591.9296229,0.0,0,2400002415000,1,0,5,2,1.5,1129.4213865,5.0,5.0,5,3,2,0,0,1,0,0,19591.9296229,3.0,5_0
2.0,75,0,6.0,78.0,7,1,71.0,0.0,17506.125306,2680.4776162,1,2400002422000,1,1,5,3,2.0,1618.2135888,5.0,5.0,0,4,2,1,0,0,0,0,20186.6029222,3.0,5_1
6.0,84,0,7.0,75.0,8,0,60.0,0.0,0.0,4375.4752066,1,2400002424000,0,0,9,2,1.5,2512.8347271,5.0,5.0,7,3,1,0,0,0,1,0,4375.4752066,5.0,9_0
5.0,44,0,6.8,67.0,9,2,32.0,0.0,33438.2259687,14200.768907,1,2400002425000,2,3,5,5,2.8,1276.1295652,8.0,1.0,5,4,3,0,0,1,0,0,47638.994875699995,3.0,5_0
3.0,60,0,5.8,34.0,9,1,32.0,0.0,21587.451852,8640.072757,1,2400002432000,2,0,10,2,1.5,1056.6915049,5.0,1.0,0,3,2,1,0,0,0,0,30227.524609,5.0,10_1
6.0,29,0,6.5,67.0,8,1,52.0,0.0,16838.666762,36241.1541962,3,2400002435000,2,1,7,3,1.8,1375.2727048,5.0,1.0,5,4,4,0,0,1,0,0,53079.8209582,4.0,7_0
12.0,41,0,7.0,63.0,8,2,44.0,0.0,47865.304045,0.0,0,2400002442000,2,2,6,4,2.1,1320.8798205,6.0,1.0,0,4,2,1,0,0,0,0,47865.304045,3.0,6_1
8.0,44,0,9999.0,21.0,7,2,52.0,0.0,62223.398676,0.0,0,2400002445000,4,5,1,7,3.8,1882.9127139,5.0,1.0,5,4,2,0,0,1,0,0,62223.398676,1.0,1_0
8.0,61,0,9999.0,67.0,6,1,44.0,0.0,2000.0,10954.368647,1,2400002452000,2,0,6,2,1.5,1043.9278104,4.0,1.0,0,3,2,1,0,0,0,0,12954.368647,3.0,6_1
13.0,72,0,9999.0,77.0,3,1,52.0,0.0,6100.7855191,0.0,0,2400002454000,0,0,6,1,1.0,2250.2150335,7.0,5.0,7,1,1,0,0,0,1,0,6100.7855191,3.0,6_0
1.0,48,0,7.0,33.0,10,1,24.0,0.0,17529.997349,35995.685491,3,2400002455000,2,2,9,4,2.5,1364.026422,8.0,1.0,8,4,4,0,0,0,0,1,53525.682839999994,5.0,9_0
0.0,67,0,0.0,22.0,7,0,60.0,0.0,0.0,0.0,0,2400002462000,0,0,7,2,1.5,1201.8407419,0.0,5.0,0,3,0,1,0,0,0,0,0.0,4.0,7_1
25.0,70,0,7.0,78.0,2,0,70.0,0.0,0.0,17226.795446,1,2400002464000,0,0,4,1,1.0,3601.9798652,7.0,5.0,7,1,1,0,0,0,1,0,17226.795446,2.0,4_0
0.0,21,0,7.0,54.0,8,3,14.0,0.0,27500.6380359,0.0,0,2400002466000,7,5,2,7,4.0,1245.6718983,7.0,1.0,2,4,5,0,1,0,0,0,27500.6380359,1.0,2_0
22.0,77,0,9999.0,77.0,1,0,70.0,0.0,0.0,3740.6241427,1,2400002511000,0,0,2,1,1.0,3736.4868247,6.0,5.0,0,1,1,1,0,0,0,0,3740.6241427,1.0,2_1
19.0,44,0,6.0,34.0,8,1,21.0,0.0,16641.558103,18000.0,1,2400002512000,1,6,2,8,3.7,1942.003794,7.0,1.0,0,4,2,1,0,0,0,0,34641.558103,1.0,2_1
8.0,45,0,5.0,63.0,8,0,52.0,0.0,0.0,16726.5859549,2,2400002515000,2,1,7,3,2.0,952.31251571,4.0,1.0,5,4,2,0,0,1,0,0,16726.5859549,4.0,7_0
10.0,82,0,4.0,78.0,3,0,71.0,0.0,0.0,2412.669837,1,2400002524000,0,0,5,1,1.0,5725.9930093,4.0,5.0,7,1,1,0,0,0,1,0,2412.669837,3.0,5_0
9.0,53,0,5.8,62.0,7,2,52.0,0.0,17703.396009,0.0,0,2400002525000,1,0,7,2,1.5,880.7516754,9.0,1.0,5,3,2,0,0,1,0,0,17703.396009,4.0,7_0
14.0,71,0,7.0,75.0,5,0,52.0,0.0,0.0,3465.0788124,1,2400002531000,0,0,5,2,1.5,2248.8504073,6.0,5.0,0,3,1,1,0,0,0,0,3465.0788124,3.0,5_1
10.0,50,0,7.0,62.0,9,5,52.0,0.0,36742.476575,0.0,0,2400002532000,4,3,4,5,3.0,1099.6575597,8.0,1.0,0,4,5,1,0,0,0,0,36742.476575,2.0,4_1
0.0,69,0,0.0,86.0,3,0,71.0,0.0,0.0,0.0,0,2400002534000,0,0,6,1,1.0,2133.918899,0.0,5.0,1,1,0,0,1,0,0,0,0.0,3.0,6_0
7.0,51,0,4.5,37.0,10,2,17.0,0.0,25855.236966999997,2000.0,1,2400002535000,2,0,10,2,1.5,927.22516989,4.0,1.0,5,3,3,0,0,1,0,0,27855.236966999997,5.0,10_0
8.0,37,0,6.0,62.0,7,1,52.0,0.0,6672.5546197,0.0,0,2400002541000,2,2,5,4,2.1,5639.585496,6.0,1.0,0,4,1,1,0,0,0,0,6672.5546197,3.0,5_1
0.0,28,0,9999.0,52.0,6,1,43.0,0.0,12221.305483,226.88263205,1,2400002542000,2,2,3,4,2.1,1354.4013392,99.0,1.0,0,4,2,1,0,0,0,0,12448.18811505,2.0,3_1
9.0,57,0,5.0,75.0,9,1,52.0,0.0,1690.0873656,12066.305009,1,2400002544000,1,0,9,2,1.5,5091.9467244,4.0,5.0,1,3,2,0,1,0,0,0,13756.3923746,5.0,9_0
7.0,57,0,9999.0,45.0,8,1,52.0,0.0,11380.772577,10995.297602,1,2400002545000,2,0,8,2,1.5,1159.1966546,5.0,1.0,8,3,2,0,0,0,0,1,22376.070179000002,4.0,8_0
17.0,63,0,4.8,75.0,8,3,32.0,0.0,26229.6758107,0.0,0,2400002552000,0,0,8,2,1.5,1184.6791577,7.0,5.0,0,3,3,1,0,0,0,0,26229.6758107,4.0,8_1
8.0,85,0,9999.0,78.0,4,1,60.0,0.0,694.75760158,0.0,0,2400002554000,0,0,6,1,1.0,2450.7155067,6.0,5.0,7,1,1,0,0,0,1,0,694.75760158,3.0,6_0
6.0,67,0,6.0,74.0,10,1,43.0,0.0,17783.237426,2000.0,1,2400002555000,0,0,10,2,1.5,1445.0195384,7.0,5.0,8,3,2,0,0,0,0,1,19783.237426,5.0,10_0
11.0,50,0,5.1,62.0,8,1,52.0,0.0,34613.322825,13027.637558,1,2400002562000,2,1,7,3,1.8,1739.3826334,5.0,1.0,0,4,2,1,0,0,0,0,47640.960383000005,4.0,7_1
0.0,89,0,0.0,78.0,5,0,71.0,0.0,0.0,0.0,0,2400002564000,0,0,4,2,1.5,3057.8343621,0.0,5.0,7,3,0,0,0,0,1,0,0.0,2.0,4_0
1.0,33,0,9999.0,45.0,7,0,22.0,0.0,0.0,19712.6914013,2,2400002566000,2,0,7,2,1.5,2484.6100821,5.0,1.0,2,3,2,0,1,0,0,0,19712.6914013,4.0,7_0
3.0,82,0,10.5,75.0,10,0,42.0,0.0,0.0,16621.726383499998,2,2400002612000,0,0,10,2,1.5,926.50652265,26.0,5.0,0,3,2,1,0,0,0,0,16621.726383499998,5.0,10_1
18.0,65,0,6.0,77.0,3,0,70.0,0.0,0.0,5839.878894,1,2400002614000,0,0,5,1,1.0,4246.1058892,6.0,5.0,1,1,1,0,1,0,0,0,5839.878894,3.0,5_0
12.0,53,0,7.5,46.0,10,2,32.0,0.0,41457.85753,17032.428263499998,2,2400002615000,3,2,7,4,2.5,1597.8348271,10.0,1.0,8,4,4,0,0,0,0,1,58490.2857935,4.0,7_0
33.0,63,0,10.0,77.0,6,1,70.0,0.0,14398.110253,11027.819167,1,2400002622000,0,0,6,2,1.5,1821.8283072,7.0,5.0,0,3,2,1,0,0,0,0,25425.92942,3.0,6_1
16.0,57,0,9999.0,33.0,10,0,21.0,0.0,0.0,11099.1,2,2400002624000,2,0,10,2,1.5,1332.4880734,7.0,1.0,7,3,2,0,0,0,1,0,11099.1,5.0,10_0
13.0,44,0,5.5,47.0,8,2,32.0,0.0,10918.096296,13748.819939,1,2400002625000,2,2,5,4,2.3,1398.6402746,5.0,1.0,5,4,3,0,0,1,0,0,24666.916235,3.0,5_0
13.0,61,0,6.5,78.0,3,1,71.0,0.0,19948.818506,0.0,0,2400002632000,0,0,3,2,1.5,2348.2833131,8.0,7.0,0,3,1,1,0,0,0,0,19948.818506,2.0,3_1
7.0,67,0,5.0,75.0,6,1,70.0,0.0,7740.9399375,0.0,0,2400002634000,0,0,6,2,1.5,2577.1002403,6.0,5.0,7,3,1,0,0,0,1,0,7740.9399375,3.0,6_0
5.0,27,0,6.0,53.0,9,2,42.0,0.0,37874.575086,0.0,0,2400002635000,2,1,9,3,1.8,1757.0487023,7.0,1.0,8,4,2,0,0,0,0,1,37874.575086,5.0,9_0
4.0,61,0,5.0,47.0,6,1,52.0,0.0,20000.0,0.0,0,2400002641000,2,0,6,2,1.5,2520.0958402,8.0,1.0,0,3,1,1,0,0,0,0,20000.0,3.0,6_1
7.0,66,0,6.0,75.0,6,1,51.0,0.0,11924.802498,2140.9654588,1,2400002642000,0,0,6,2,1.5,1082.3091473,6.0,5.0,0,3,2,1,0,0,0,0,14065.767956799999,3.0,6_1
18.0,20,0,5.0,67.0,3,0,60.0,0.0,0.0,6179.1022354,1,2400002644000,1,0,5,1,1.0,4683.4448838,5.0,1.0,1,1,1,0,1,0,0,0,6179.1022354,3.0,5_0
5.0,65,0,6.0,72.0,9,2,52.0,0.0,37528.334707999995,0.0,0,2400002652000,0,0,9,2,1.5,1044.6069471,7.0,5.0,0,3,2,1,0,0,0,0,37528.334707999995,5.0,9_1
8.0,42,0,8.0,37.0,10,1,15.0,0.0,12955.10962,4000.0,1,2400002655000,2,1,10,3,1.8,2312.890443,8.0,1.0,8,4,2,0,0,0,0,1,16955.10962,5.0,10_0
0.0,33,0,7.0,55.0,7,1,42.0,0.0,9501.296334,22000.0,1,2400002656000,2,0,7,2,1.5,2300.6927214,4.0,1.0,2,3,2,0,1,0,0,0,31501.296334,4.0,7_0
4.0,56,0,6.5,47.0,4,1,45.0,0.0,9658.9802305,12288.74079,1,2400002662000,1,0,7,1,1.0,1224.2445969,5.0,1.0,0,1,2,1,0,0,0,0,21947.7210205,4.0,7_1
9.0,46,1,5.0,38.0,7,0,17.0,5348.7639629,0.0,0.0,0,2400002664000,1,3,4,4,2.3,2945.6749824,5.0,4.0,8,2,1,0,0,0,0,1,5348.7639629,2.0,4_0
6.0,55,0,9999.0,52.0,7,2,52.0,0.0,16516.1472976,0.0,0,2400002665000,1,0,7,2,1.5,1338.8210761,5.0,1.0,2,3,2,0,1,0,0,0,16516.1472976,4.0,7_0
10.0,72,0,7.0,77.0,6,1,52.0,0.0,14997.404348,0.0,0,2400002666000,0,0,9,1,1.0,2734.0105592,6.0,5.0,2,1,1,0,1,0,0,0,14997.404348,5.0,9_0
9.0,28,0,4.0,43.0,7,1,24.0,0.0,14135.784723,4764.7297297,1,2400002712000,2,0,7,2,1.5,1346.1956094,4.0,1.0,0,3,2,1,0,0,0,0,18900.5144527,4.0,7_1
15.0,58,0,6.0,63.0,5,1,71.0,0.0,5826.9442224,0.0,0,2400002714000,1,0,4,2,1.5,2668.2265833,13.0,1.0,1,3,1,0,1,0,0,0,5826.9442224,2.0,4_0
0.0,78,0,0.0,74.0,2,0,12.0,0.0,0.0,0.0,0,2400002715000,0,0,2,2,1.5,1631.835901,0.0,5.0,8,3,0,0,0,0,0,1,0.0,1.0,2_0
10.0,65,0,5.0,78.0,5,2,52.0,0.0,6935.8564941,0.0,0,2400002725000,0,0,5,2,1.5,1403.7869813,6.0,5.0,5,3,2,0,0,1,0,0,6935.8564941,3.0,5_0
9.0,63,0,5.8,77.0,7,1,70.0,0.0,12832.857242,2792.1436998,1,2400002732000,0,0,10,1,1.0,1560.8823752,7.0,5.0,0,1,2,1,0,0,0,0,15625.0009418,5.0,10_1
8.0,64,0,6.5,74.0,9,1,42.0,0.0,26848.894587,2682.4578457,1,2400002735000,0,0,9,2,1.5,1831.682957,6.0,5.0,8,3,2,0,0,0,0,1,29531.352432699998,5.0,9_0
13.0,18,0,9.0,84.0,1,1,44.0,0.0,12284.221675,0.0,0,2400002741000,0,0,1,1,1.0,2179.5924199,7.0,3.0,0,1,1,1,0,0,0,0,12284.221675,1.0,1_1
5.0,51,0,9999.0,54.0,6,3,42.0,0.0,30239.9284003,6810.567091,1,2400002742000,1,2,2,4,2.5,1148.9286171,4.0,1.0,0,4,4,1,0,0,0,0,37050.4954913,1.0,2_1
2.0,69,0,6.0,74.0,4,0,22.0,0.0,0.0,11007.145983,1,2400002744000,0,0,6,1,1.0,3570.1498183,4.0,5.0,1,1,1,0,1,0,0,0,11007.145983,3.0,6_0
7.0,47,0,6.0,63.0,9,1,32.0,0.0,13207.606789,1090.3110752,1,2400002745000,2,2,7,4,2.3,2049.1934836,9.0,1.0,8,4,2,0,0,0,0,1,14297.917864199999,4.0,7_0
10.0,58,0,7.0,22.0,9,2,32.0,0.0,29851.781733,200.0,1,2400002752000,2,0,9,3,1.8,1408.1896137,15.0,1.0,0,5,3,1,0,0,0,0,30051.781733,5.0,9_1
5.0,49,0,4.0,54.0,4,0,32.0,0.0,0.0,10233.053645,1,2400002754000,1,0,6,1,1.0,1680.8192569,4.0,1.0,5,1,1,0,0,1,0,0,10233.053645,3.0,6_0
0.0,42,0,0.0,47.0,7,0,21.0,0.0,0.0,0.0,0,2400002755000,1,0,10,1,1.0,2299.2520884,0.0,1.0,8,1,0,0,0,0,0,1,0.0,5.0,10_0
33.0,47,0,9999.0,47.0,10,0,42.0,0.0,0.0,37167.2436137,3,2400002756000,2,1,9,3,1.8,1765.2135844,6.0,1.0,2,4,3,0,1,0,0,0,37167.2436137,5.0,9_0
3.0,41,0,6.0,37.0,10,1,15.0,0.0,17939.486761,5935.7597265,1,2400002762000,2,2,9,4,2.1,932.78451563,7.0,1.0,0,4,2,1,0,0,0,0,23875.2464875,5.0,9_1
2.0,84,0,9999.0,75.0,4,0,52.0,0.0,0.0,10995.297602,1,2400002766000,0,0,3,2,1.5,2179.5643469,5.0,5.0,2,3,1,0,1,0,0,0,10995.297602,2.0,3_0
13.0,43,0,8.0,42.0,9,1,21.0,0.0,18280.89296,11780.818718,1,2400002812000,2,2,7,4,2.1,1031.9178258,7.0,1.0,0,4,2,1,0,0,0,0,30061.711678,4.0,7_1
11.0,51,0,6.0,52.0,3,0,52.0,0.0,0.0,6470.8247283,1,2400002814000,1,0,6,1,1.0,4051.2673777,6.0,1.0,7,1,1,0,0,0,1,0,6470.8247283,3.0,6_0
8.0,33,0,9999.0,54.0,10,2,17.0,0.0,36126.818243999995,0.0,0,2400002815000,2,3,8,5,2.4,1431.0403415,4.0,1.0,8,4,2,0,0,0,0,1,36126.818243999995,4.0,8_0
0.0,97,0,0.0,71.0,6,0,71.0,0.0,0.0,0.0,0,2400002822000,0,0,5,2,1.5,693.63766075,0.0,5.0,0,3,0,1,0,0,0,0,0.0,3.0,5_1
13.0,72,0,6.5,56.0,9,1,34.0,0.0,9487.9151758,4556.2414266,1,2400002824000,1,0,7,3,2.0,3195.524117,6.0,1.0,7,5,2,0,0,0,1,0,14044.1566024,4.0,7_0
6.0,33,0,9999.0,37.0,9,1,17.0,0.0,14049.731034,0.0,0,2400002825000,2,1,8,3,1.8,1944.8616068,6.0,1.0,8,4,1,0,0,0,0,1,14049.731034,4.0,8_0
2.0,69,0,6.7,74.0,9,2,12.0,0.0,24506.125306,0.0,0,2400002832000,0,0,9,2,1.5,1840.5546484,16.0,5.0,0,3,2,1,0,0,0,0,24506.125306,5.0,9_1
15.0,24,0,9999.0,55.0,4,0,44.0,0.0,0.0,21558.5656248,2,2400002834000,2,0,3,2,1.5,6156.4696748,4.0,1.0,7,5,2,0,0,0,1,0,21558.5656248,2.0,3_0
14.0,47,0,6.0,64.0,8,2,71.0,0.0,19174.0700696,0.0,0,2400002835000,1,3,4,5,2.6,1255.2146526,6.0,1.0,8,4,2,0,0,0,0,1,19174.0700696,2.0,4_0
18.0,39,0,9.0,0.0,5,1,42.0,0.0,10184.844193,0.0,0,2400002844000,1,0,8,1,1.0,4023.0489343,6.0,1.0,7,1,1,0,0,0,1,0,10184.844193,4.0,8_0
15.0,58,0,9999.0,38.0,10,0,14.0,0.0,0.0,6075.1735936,1,2400002845000,2,0,10,2,1.5,1184.848131,7.0,1.0,8,3,1,0,0,0,0,1,6075.1735936,5.0,10_0
16.0,46,0,7.0,53.0,7,1,44.0,0.0,15926.672969,0.0,0,2400002852000,1,1,7,2,1.5,824.95085023,6.0,1.0,0,2,1,1,0,0,0,0,15926.672969,4.0,7_1
10.0,63,0,7.3,75.0,7,0,42.0,0.0,0.0,13391.786179,1,2400002854000,0,0,7,2,1.5,2675.8253991,7.0,5.0,5,3,1,0,0,1,0,0,13391.786179,4.0,7_0
21.0,59,0,6.0,56.0,5,1,32.0,0.0,6260.3902337,0.0,0,2400002855000,2,1,2,4,2.5,2675.9569386,8.0,1.0,8,5,1,0,0,0,0,1,6260.3902337,1.0,2_0
5.0,50,0,9999.0,62.0,9,1,71.0,0.0,7399.7733516,10301.723901,1,2400002856000,2,1,9,3,1.8,2291.8526385,4.0,1.0,2,4,2,0,1,0,0,0,17701.4972526,5.0,9_0
5.0,47,0,5.0,62.0,8,2,52.0,0.0,25773.553312,14241.240834,1,2400002862000,2,1,5,3,2.0,727.44730659,3.0,1.0,0,4,3,1,0,0,0,0,40014.794146,3.0,5_1
8.0,31,0,6.0,38.0,9,1,14.0,0.0,17700.277223,0.0,0,2400002864000,2,0,10,2,1.5,4562.5714554,5.0,1.0,8,3,1,0,0,0,0,1,17700.277223,5.0,10_0
11.0,79,0,7.0,74.0,10,2,35.0,0.0,16832.5137351,0.0,0,2400002865000,0,0,10,2,1.5,1146.1738527,8.0,5.0,7,3,2,0,0,0,1,0,16832.5137351,5.0,10_0
10.0,60,0,8.0,78.0,3,2,52.0,0.0,10009.01088633,0.0,0,2400002912000,0,0,2,2,1.5,2109.4111197,5.0,5.0,0,3,2,1,0,0,0,0,10009.01088633,1.0,2_1
15.0,84,0,9999.0,75.0,8,0,42.0,0.0,0.0,2491.0098177,1,2400002914000,0,0,10,1,1.0,2908.4530754,4.0,5.0,7,1,1,0,0,0,1,0,2491.0098177,5.0,10_0
9.0,61,0,6.0,75.0,8,1,43.0,0.0,11353.725224,0.0,0,2400002915000,0,0,9,2,1.5,2207.3226394,5.0,5.0,8,3,2,0,0,0,0,1,11353.725224,5.0,9_0
2.0,73,0,6.8,72.0,7,1,71.0,0.0,17506.125306,0.0,0,2400002924000,0,0,7,2,1.5,1271.5722025,7.0,5.0,5,3,1,0,0,1,0,0,17506.125306,4.0,7_0
13.0,61,0,5.0,74.0,9,1,31.0,0.0,11917.933968,16301.8913163,2,2400002925000,1,0,9,2,1.5,1845.2541699,4.0,5.0,8,3,3,0,0,0,0,1,28219.8252843,5.0,9_0
24.0,27,0,9999.0,52.0,4,1,71.0,0.0,7080.4794519,0.0,0,2400002934000,2,0,3,2,1.5,2850.2518722,6.0,1.0,7,3,1,0,0,0,1,0,7080.4794519,2.0,3_0
1.0,51,0,9999.0,37.0,10,1,43.0,0.0,7199.7658263,4880.6126482,1,2400002935000,2,2,10,4,2.5,1443.4844375,5.0,1.0,8,4,2,0,0,0,0,1,12080.378474500001,5.0,10_0
19.0,49,0,9999.0,47.0,7,2,32.0,0.0,18399.956799400003,0.0,0,2400002942000,2,0,7,2,1.5,622.81410034,5.0,1.0,0,3,2,1,0,0,0,0,18399.956799400003,4.0,7_1
15.0,52,0,10.0,67.0,7,2,52.0,0.0,17263.2205646,0.0,0,2400002944000,1,0,7,2,1.5,2744.1822787,8.0,1.0,7,3,2,0,0,0,1,0,17263.2205646,4.0,7_0
6.0,81,0,7.0,75.0,3,0,60.0,0.0,0.0,9857.0295143,1,2400002954000,0,0,5,1,1.0,2592.6332221,6.0,5.0,2,1,1,0,1,0,0,0,9857.0295143,3.0,5_0
11.0,41,0,5.0,65.0,6,2,51.0,0.0,27735.889862,0.0,0,2400002955000,2,1,5,3,1.8,2316.9195427,7.0,1.0,8,4,2,0,0,0,0,1,27735.889862,3.0,5_0
4.0,64,0,6.0,75.0,4,0,70.0,0.0,0.0,14273.962071,1,2400002956000,0,0,7,1,1.0,3327.1843302,5.0,5.0,2,1,1,0,1,0,0,0,14273.962071,4.0,7_0
2.0,63,1,6.0,75.0,9,1,32.0,15920.021346,9466.2601969,0.0,0,2400002962000,0,0,9,2,1.5,1264.2099954,4.0,5.0,0,3,3,1,0,0,0,0,25386.2815429,5.0,9_1
3.0,61,0,9999.0,56.0,7,0,51.0,0.0,0.0,8328.5906272,1,2400002964000,1,0,7,2,1.5,2877.2355631,5.0,1.0,8,3,1,0,0,0,0,1,8328.5906272,4.0,7_0
5.0,29,0,6.0,37.0,8,2,16.0,0.0,23255.7530099,0.0,0,2400002965000,2,1,7,3,1.8,1534.047339,8.0,1.0,7,4,2,0,0,0,1,0,23255.7530099,4.0,7_0
17.0,49,0,7.0,46.0,2,0,42.0,0.0,0.0,17093.181149,1,2400002966000,2,2,1,3,2.0,2072.3322745,4.0,1.0,2,2,1,0,1,0,0,0,17093.181149,1.0,1_0
8.0,58,0,7.5,13.0,6,2,14.0,0.0,48879.788603,0.0,0,2400003012000,2,2,2,4,2.5,892.15889077,5.0,1.0,0,4,2,1,0,0,0,0,48879.788603,1.0,2_1
9.0,34,0,8.0,46.0,8,2,32.0,0.0,26901.432906000002,0.0,0,2400003014000,2,2,5,4,2.1,3007.6135786,9.0,1.0,7,4,2,0,0,0,1,0,26901.432906000002,3.0,5_0
7.0,35,0,5.7,47.0,10,3,14.0,0.0,43889.4226287,0.0,0,2400003015000,2,4,7,6,3.1,1341.9517881,6.0,1.0,8,4,3,0,0,0,0,1,43889.4226287,4.0,7_0
2.0,37,0,5.4,48.0,8,1,51.0,0.0,17506.125306,0.0,0,2400003022000,2,2,5,4,2.3,689.23963683,7.0,1.0,0,4,1,1,0,0,0,0,17506.125306,3.0,5_1
3.0,27,0,9999.0,52.0,9,3,52.0,0.0,35250.055425,0.0,0,2400003024000,2,0,6,4,2.5,1307.6403165,4.0,1.0,5,5,4,0,0,1,0,0,35250.055425,3.0,6_0
0.0,52,0,0.0,37.0,8,0,42.0,0.0,0.0,0.0,0,2400003032000,1,0,10,1,1.0,504.38563993,0.0,1.0,0,1,0,1,0,0,0,0,0.0,5.0,10_1
2.0,32,0,6.0,46.0,9,2,24.0,0.0,22506.125306,0.0,0,2400003035000,2,1,9,3,1.8,1687.9318272,7.0,1.0,8,4,2,0,0,0,0,1,22506.125306,5.0,9_0
15.0,78,0,8.0,74.0,10,0,14.0,0.0,0.0,21484.429648,1,2400003042000,0,0,10,2,1.5,669.58332348,11.0,5.0,0,3,1,1,0,0,0,0,21484.429648,5.0,10_1
9.0,82,0,5.0,78.0,4,1,52.0,0.0,7646.5418629,4221.2323275,1,2400003045000,0,0,7,1,1.0,1948.509156,6.0,5.0,8,1,2,0,0,0,0,1,11867.7741904,4.0,7_0
14.0,37,0,9999.0,62.0,6,1,52.0,0.0,3369.893641,0.0,0,2400003054000,1,3,2,5,2.6,1387.1581764,11.0,1.0,2,4,1,0,1,0,0,0,3369.893641,1.0,2_0
13.0,44,0,5.0,37.0,10,0,32.0,0.0,0.0,37569.270164,2,2400003055000,2,2,9,4,2.3,1123.5150972,5.0,1.0,8,4,2,0,0,0,0,1,37569.270164,5.0,9_0
3.0,68,0,7.0,75.0,9,1,45.0,0.0,17939.486761,0.0,0,2400003056000,0,0,9,2,1.5,1714.4656612,9.0,5.0,2,3,1,0,1,0,0,0,17939.486761,5.0,9_0
1.0,51,0,6.4,65.0,7,1,52.0,0.0,4974.7348348,15889.7449756,2,2400003065000,2,2,4,4,2.3,1370.2787552,6.0,1.0,7,4,3,0,0,0,1,0,20864.4798104,2.0,4_0
22.0,59,0,6.0,62.0,5,1,52.0,0.0,7232.8314764,0.0,0,2400003112000,1,0,7,1,1.0,640.8960236,5.0,1.0,0,1,1,1,0,0,0,0,7232.8314764,4.0,7_1
3.0,59,0,9999.0,64.0,7,2,71.0,0.0,30273.396847999997,0.0,0,2400003122000,2,0,7,2,1.5,500.07115696,7.0,1.0,0,3,2,1,0,0,0,0,30273.396847999997,4.0,7_1
2.0,62,0,8.0,75.0,6,0,52.0,0.0,0.0,11007.145983,1,2400003124000,0,0,7,2,1.5,1654.8478202,6.0,5.0,8,3,1,0,0,0,0,1,11007.145983,4.0,7_0
17.0,36,0,9999.0,65.0,8,2,71.0,0.0,19677.9913051,0.0,0,2400003134000,2,3,5,5,2.4,1588.006164,6.0,1.0,7,4,2,0,0,0,1,0,19677.9913051,3.0,5_0
9.0,54,0,6.5,37.0,10,2,42.0,0.0,19882.2970459,0.0,0,2400003135000,2,0,10,2,1.5,1172.6770863,8.0,1.0,8,3,2,0,0,0,0,1,19882.2970459,5.0,10_0
9.0,72,0,10.0,72.0,5,1,42.0,0.0,6777.8472222,0.0,0,2400003144000,0,0,8,1,1.0,2634.3406995,7.0,5.0,7,1,1,0,0,0,1,0,6777.8472222,4.0,8_0
8.0,78,0,6.5,77.0,3,0,70.0,0.0,0.0,3188.1400368,1,2400003154000,0,0,5,1,1.0,2764.7224383,6.0,5.0,2,1,1,0,1,0,0,0,3188.1400368,3.0,5_0
0.0,62,0,0.0,46.0,5,0,43.0,0.0,0.0,0.0,0,2400003156000,1,0,7,1,1.0,2407.1779749,0.0,1.0,2,1,0,0,1,0,0,0,0.0,4.0,7_0
6.0,66,1,5.8,75.0,7,1,32.0,3776.9093611,10872.960392,0.0,0,2400003165000,0,0,7,2,1.5,2278.8728723,6.0,5.0,7,3,2,0,0,0,1,0,14649.8697531,4.0,7_0
13.0,47,0,9999.0,46.0,3,0,43.0,0.0,0.0,17179.769715,1,2400003214000,1,0,5,1,1.0,2397.7465142,6.0,1.0,7,1,1,0,0,0,1,0,17179.769715,3.0,5_0
0.0,43,0,0.0,55.0,3,0,52.0,0.0,0.0,0.0,0,2400003222000,1,2,2,3,1.6,2078.5179639,0.0,1.0,0,2,0,1,0,0,0,0,0.0,1.0,2_1
3.0,43,0,7.0,54.0,8,0,51.0,0.0,0.0,21027.819167,2,2400003224000,2,0,9,2,1.5,3403.1149523,6.0,1.0,8,3,2,0,0,0,0,1,21027.819167,5.0,9_0
