"aba","age_vehicule","agepr","nb_autre_carbu","cataeu","cs42pr","nb_diesel","dip14pr","nb_essence","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_07_2_2_1","prix_achat","rev_disponible","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_3","distance","distance_autre_carbu","distance_diesel","distance_essence"
2,1,58,0,111,46,0,50,1,1,8701,0,0,55,0,1,4,1,2,1.3,567.36620605,0,15000,26753.6,27661,1,2,8,6,2,1,0,1,0,0,1,0,0,20579.6923076923,6,3,"6_0",12462.033006,0,12462.033006,0
0,2,31,0,112,31,0,20,2,0,8707,0,0,100209,0,2,5,1,3,2,7199.0595429,3380,0,43625.55,47488,4,3,7,1,4,2,0,1,0,1,0,0,0,21812.775,6,3,"6_0",33004.62643,0,33004.62643,0
0,0,31,0,111,45,0,20,0,0,8714,0,0,0,580,1,2,0,1,1,2633.0466264,0,0,20690.3,22583,1,3,9,7,1,0,0,0,0,0,0,1,0,20690.3,6,3,"6_0",12462.033006,0,12462.033006,0
2,8,31,0,112,37,2,60,0,2,8731,0,0,0,0,2,4,3,5,2.4,2028.6439475,2967.64,9900,52845.6,53480,1,2,8,1,4,2,0,0,0,1,0,0,0,22019,6,3,"6_0",25201.2200334,0,25201.2200334,0
2,2,73,0,211,86,1,41,0,0,8779,0,0,0,0,0,4,0,2,1.5,1201.7237079,2860,0,32239.2,35779,5,1,2,3,3,1,0,0,0,1,0,0,0,21492.8,6,3,"6_0",24858.05890985,0,19231.61811405,5626.4407958
2,8,50,0,111,46,0,31,1,0,8799,0,0,300,0,2,5,2,4,2.5,549.86265025,2622.88,0,53452.45,55544,1,1,9,7,4,1,0,1,0,0,0,1,0,21380.98,6,3,"6_0",22586.219145,0,22586.219145,0
0,14,40,0,112,53,0,31,2,0,8806,0,0,400,800,2,5,2,4,2.3,2854.8674781,3703.96,0,51308.7,52552,1,3,9,1,4,2,0,1,0,1,0,0,0,22308.1304347826,6,3,"6_0",37052.387292,0,13402.605945,23649.781347
0,5,40,0,111,37,1,31,0,0,8822,0,30,0,595,1,4,3,4,2.3,670.52021913,1560,0,49200.45,51720,1,3,8,6,2,1,0,1,0,0,1,0,0,21391.5,6,3,"6_0",16720.02069,16720.02069,0,0
2,8,33,0,221,22,0,50,1,0,8850,0,0,168,0,2,4,0,2,1.5,2914.8318487,0,0,32286.65,33284,1,1,3,4,3,1,0,1,0,0,1,0,0,21524.4333333333,6,3,"6_0",12462.033006,0,12462.033006,0
2,17,47,0,120,67,1,31,2,0,8864,0,800,300,0,2,6,2,4,2.5,1857.5218188,2893.28,0,55948.35,57158,1,1,0,1,4,3,0,1,0,1,0,0,0,22379.34,6,3,"6_0",24920.106867,0,24920.106867,0
2,16,43,1,111,38,1,20,0,0,8893,99999,99999,0,0,2,7,2,4,2.3,2148.3839394,2288,0,50865.8,54870,1,2,8,6,4,2,0,1,0,0,1,0,0,22115.5652173913,6,3,"6_0",19688.7300119,0,9253.3238449,10435.406167
2,2,42,0,111,45,1,30,0,0,8946,0,500,0,0,2,5,2,4,2.1,2169.2401156,2860,0,44046.25,45609,1,2,10,8,4,1,0,1,0,0,0,0,1,20974.4047619048,6,3,"6_0",24858.05890985,0,19231.61811405,5626.4407958
2,2,45,0,111,53,2,41,0,0,8951,0,600,0,0,2,5,3,5,2.8,1595.0968298,1726.92,0,62655.8,65789,1,1,6,4,4,2,0,1,0,0,1,0,0,22377.0714285714,6,3,"6_0",17092.694892,0,17092.694892,0
2,6,40,0,111,47,0,31,1,0,8966,0,0,0,0,1,3,0,1,1,3219.2698974,0,0,20903.35,24520,4,2,9,7,1,1,1,0,0,0,0,1,0,20903.35,6,3,"6_0",12462.033006,0,12462.033006,0
0,4,51,0,111,62,1,50,1,0,8968,0,0,0,0,2,4,1,3,1.8,2632.8220368,881.4,0,37520.6,37907,1,4,9,7,4,2,0,0,0,0,0,1,0,20844.7777777778,6,3,"6_0",13831.917344,0,0,13831.917344
0,0,51,0,111,56,0,50,0,0,8987,0,0,0,249,1,1,1,2,1.3,1402.6214954,0,0,27162,27162,1,3,10,8,2,0,0,0,0,0,0,0,1,20893.8461538462,6,3,"6_0",12462.033006,0,12462.033006,0
0,17,36,0,111,54,1,20,0,0,9,0,118,0,0,1,2,0,2,1.5,2838.8770949,0,0,31428.75,31770,1,3,9,7,3,1,1,1,0,0,0,1,0,20952.5,6,3,"6_0",12462.033006,0,12462.033006,0
2,4,65,1,111,77,0,41,0,0,9007,0,0,0,0,0,4,0,1,1,2151.5729557,2242.24,0,20399.250848583,21356,5,1,5,4,1,1,0,0,0,0,1,0,0,20399.250848583,6,3,"6_0",19576.681484,0,0,19576.681484
0,12,37,0,211,47,2,30,0,0,9029,0,368,0,611,2,4,2,4,2.1,3005.3957965,5393.96,0,45085.8,45325,1,3,4,4,4,2,0,1,0,0,1,0,0,21469.4285714286,6,3,"6_0",43421.8364987,0,40885.589291,2536.2472077
2,0,46,0,111,31,0,20,1,1,9032,0,0,195,0,2,4,2,4,2.3,1627.8052854,0,13900,47103.55,49528,1,2,9,7,4,1,1,1,0,0,0,1,0,20479.8043478261,6,3,"6_0",12462.033006,0,12462.033006,0
2,12,37,0,400,38,2,31,0,0,9042,0,100,0,0,2,4,3,5,2.4,1812.0516532,3868.8,0,53530.9,54762,1,1,0,1,4,2,0,1,0,1,0,0,0,22304.5416666667,6,3,"6_0",37560.840527,0,26109.419448,11451.421079
2,13,48,0,111,43,2,33,0,0,906,0,340,0,0,2,4,2,4,2.3,1682.6957948,2901.6,0,51579.65,55188,1,2,9,7,4,2,0,0,0,0,0,1,0,22425.9347826087,6,3,"6_0",24920.106867,0,24920.106867,0
0,23,69,0,111,78,0,70,1,0,9073,0,0,0,244,0,2,0,1,1,2236.9440065,0,0,20642.6,21998,5,3,9,7,1,1,0,0,0,0,0,1,0,20642.6,6,3,"6_0",12462.033006,0,12462.033006,0
2,10,70,0,111,72,1,50,1,0,910,0,0,0,0,0,3,0,2,1.5,2018.2364695,0,0,31489,31727,5,4,6,5,3,2,0,0,0,0,1,0,0,20992.6666666667,6,3,"6_0",12462.033006,0,12462.033006,0
2,6,43,0,111,42,0,20,1,0,9102,0,0,0,0,1,3,1,2,1.3,788.62384711,0,0,28603.1,30050,1,2,10,8,2,1,0,0,0,0,0,0,1,22002.3846153846,6,3,"6_0",12462.033006,0,12462.033006,0
0,12,24,0,111,54,0,31,1,0,9112,0,0,145,82,4,5,2,6,3.3,1279.5339679,1560,0,70210,70891,1,3,9,7,5,1,0,1,0,0,0,1,0,21275.7575757576,6,3,"6_0",16720.02069,16720.02069,0,0
0,6,32,0,112,62,2,50,0,0,9118,0,280,0,410,2,3,2,4,2.1,533.69272119,2862.08,0,46049.25,46652,1,3,9,3,4,2,0,1,0,1,0,0,0,21928.2142857143,6,3,"6_0",24872.9939394,0,17692.6515152,7180.3424242
0,7,46,0,111,46,1,42,1,2,915,0,700,580,570,2,3,2,3,2,662.40462893,5147.48,5500,42694.25,44685,1,3,9,7,2,2,0,1,0,0,0,1,0,21347.125,6,3,"6_0",41783.494964,0,41783.494964,0
0,0,27,0,111,34,0,10,0,0,9160,0,0,0,418,1,2,0,1,1,3440.2709481,0,0,21948.95,22083,1,3,9,7,1,0,0,0,0,0,0,1,0,21948.95,6,3,"6_0",12462.033006,0,12462.033006,0
2,29,65,0,111,74,1,30,1,0,9171,0,0,0,0,0,7,0,2,1.5,1650.8502002,6988.8,0,32274.026766384,34337,5,1,6,5,3,2,0,0,0,0,1,0,0,21516.017844256,6,3,"6_0",55661.349985,0,55661.349985,0
2,4,62,0,112,78,1,50,0,0,9177,0,0,0,0,0,5,0,2,1.5,1806.1826353,3120,0,32901.6,34531,5,1,8,2,3,1,0,0,0,1,0,0,0,21934.4,6,3,"6_0",29094.584901,0,0,29094.584901
0,0,26,0,111,45,0,20,0,0,9203,0,0,0,200,1,3,0,1,1,3381.2070391,0,0,22073.3,22345,1,3,9,7,1,0,0,0,0,0,0,1,0,22073.3,6,3,"6_0",12462.033006,0,12462.033006,0
0,0,82,0,111,77,0,60,0,0,922,0,0,0,894,0,4,0,1,1,2996.8389851,0,0,21836.5,24306,5,3,10,8,1,0,0,0,0,0,0,0,1,21836.5,6,3,"6_0",12462.033006,0,12462.033006,0
0,8,44,0,111,63,0,31,1,0,9261,0,0,0,859,2,4,3,4,2.3,1045.9391961,0,0,50827.1,54824,1,3,10,8,2,1,0,0,0,0,0,0,1,22098.7391304348,6,3,"6_0",12462.033006,0,12462.033006,0
0,16,59,0,111,78,1,71,0,0,9267,0,0,0,0,0,2,0,1,1,3990.4444588,2080,0,21811.6,23292,5,3,9,7,1,1,0,0,0,0,0,1,0,21811.6,6,3,"6_0",18487.8118441,0,12680.915045,5806.8967991
2,1,45,0,211,46,0,31,1,1,927,0,0,30,0,2,5,2,4,2.3,2584.7590495,0,16000,48554.45,50306,1,1,1,3,4,1,0,1,0,1,0,0,0,21110.6304347826,6,3,"6_0",12462.033006,0,12462.033006,0
2,2,66,0,111,75,0,50,1,0,9273,0,0,0,0,0,5,0,2,1.5,2191.2740532,2282.28,0,33256.2,35220,5,1,8,7,3,1,0,0,0,0,0,1,0,22170.8,6,3,"6_0",19683.754883,0,19683.754883,0
0,11,28,0,111,67,1,50,1,0,9281,0,148,162,451,2,3,1,3,1.8,2268.8087202,3120.52,0,36451.65,35743,1,3,8,7,4,2,0,1,0,0,0,1,0,20250.9166666667,6,3,"6_0",29146.821525,0,15045.323864,14101.497661
2,7,83,0,111,75,1,44,1,2,9363,0,0,0,0,0,4,0,2,1.5,1615.5589338,0,3000,33031.535450836,34507,5,1,9,7,3,2,0,0,0,0,0,1,0,22021.0236338907,6,3,"6_0",12462.033006,0,12462.033006,0
2,13,71,0,112,75,2,71,0,0,9375,0,0,0,0,0,3,0,2,1.5,995.81111218,1300.52,0,31316.55,33181,5,1,10,1,3,2,0,0,0,1,0,0,0,20877.7,6,3,"6_0",15406.75,0,0,15406.75
2,4,45,0,111,64,1,43,1,2,9387,0,300,200,0,2,3,2,4,2.3,1751.9650707,0,8400,49550.65,53540,1,1,10,8,4,2,0,1,0,0,0,0,1,21543.7608695652,6,3,"6_0",12462.033006,0,12462.033006,0
0,3,54,0,111,38,0,31,1,0,9429,0,0,170,0,1,2,0,1,1,2503.704563,0,0,20771.25,22712,1,3,9,7,1,1,0,1,0,0,0,1,0,20771.25,6,3,"6_0",12462.033006,0,12462.033006,0
0,0,46,0,111,46,0,50,0,0,9434,0,0,0,361,1,2,0,1,1,1082.5694484,0,0,20620,22047,1,3,10,8,1,0,0,0,0,0,0,0,1,20620,6,3,"6_0",12462.033006,0,12462.033006,0
2,3,54,0,111,47,1,42,1,0,9451,0,99999,0,0,3,4,2,4,2.5,2731.4420333,0,0,53601.25,59722,1,1,9,7,4,2,0,1,0,0,0,1,0,21440.5,6,3,"6_0",12462.033006,0,12462.033006,0
2,14,74,0,111,75,0,44,1,0,9466,0,0,0,0,0,3,0,1,1,4342.183844,0,0,22418.15,23594,5,1,9,7,1,1,0,0,0,0,0,1,0,22418.15,6,3,"6_0",12462.033006,0,12462.033006,0
2,16,60,0,111,75,2,50,0,0,9508,0,99999,0,0,1,5,0,2,1.5,2001.6400652,5401.76,0,32030.65,34935,5,1,8,6,3,2,0,1,0,0,1,0,0,21353.7666666667,6,3,"6_0",44905.7092604,0,40225.8126,4679.8966604
0,13,25,0,111,56,1,42,0,0,9522,0,100,0,0,2,2,0,2,1.5,5619.4941459,0,0,31498.15,32563,4,4,8,6,3,1,0,1,0,0,1,0,0,20998.7666666667,6,3,"6_0",12462.033006,0,12462.033006,0
0,3,30,0,111,63,1,50,1,0,9540,0,300,40,540,2,4,1,3,1.8,2538.8328634,1826.76,0,39380.65,39792,1,3,6,4,4,2,0,1,0,0,1,0,0,21878.1388888889,6,3,"6_0",17404.4399167,0,6409.1423147,10995.297602
2,13,56,0,112,43,1,33,4,2,9543,0,99999,100609,0,4,6,2,4,2.5,1636.8455613,2340,4000,52103.65,55526,1,1,8,2,4,5,0,0,0,1,0,0,0,20841.46,6,3,"6_0",20114.614334,0,20114.614334,0
0,13,49,0,111,67,1,50,0,0,9559,0,400,0,0,3,4,3,5,2.8,2333.1700679,3120,0,59498.75,61226,1,4,10,8,4,1,1,1,0,0,0,0,1,21249.5535714286,6,3,"6_0",29094.584901,0,0,29094.584901
0,0,41,0,111,31,0,12,0,0,9581,0,0,0,0,1,5,2,3,1.6,2299.0600924,0,0,32337,36579,1,3,10,8,2,0,0,0,0,0,0,0,1,20210.625,6,3,"6_0",12462.033006,0,12462.033006,0
0,0,33,0,111,45,0,31,0,0,9597,0,0,0,410,1,1,0,1,1,4366.2706254,0,0,21145,22470,1,3,10,8,1,0,0,0,0,0,0,0,1,21145,6,3,"6_0",12462.033006,0,12462.033006,0
2,15,34,0,300,53,1,31,1,0,9603,0,571,212,0,1,6,2,4,2.1,1994.4008951,3380,0,42820.45,43696,1,2,0,1,4,2,0,1,0,1,0,0,0,20390.6904761905,6,3,"6_0",33004.62643,0,33004.62643,0
2,7,42,0,111,52,2,31,0,0,9607,0,150,0,0,2,4,1,3,1.8,2162.2699416,0,0,36781.3,38210,1,2,10,8,4,2,0,1,0,0,0,0,1,20434.0555555556,6,3,"6_0",12462.033006,0,12462.033006,0
0,0,89,0,211,78,0,70,0,0,9612,0,0,0,0,0,4,0,1,1,1759.6541369,0,0,22076,22076,5,4,2,3,1,0,0,0,0,1,0,0,0,22076,6,3,"6_0",12462.033006,0,12462.033006,0
2,30,64,0,111,75,2,50,1,0,9631,0,0,45,0,1,5,0,2,1.5,1572.9639805,3189.16,0,30991.45,33505,5,1,8,7,3,3,0,1,0,0,0,1,0,20660.9666666667,6,3,"6_0",29887.594463,0,29887.594463,0
0,7,50,0,111,34,0,31,1,0,964,0,0,0,825,2,3,2,4,2.5,2683.4482131,0,0,52339.65,56375,1,3,9,7,4,1,0,0,0,0,0,1,0,20935.86,6,3,"6_0",12462.033006,0,12462.033006,0
0,17,44,0,111,42,2,42,0,0,9658,0,200,0,0,2,6,3,5,2.6,1788.5685138,797.16,0,52852.05,55292,1,3,5,4,4,2,0,1,0,0,1,0,0,20327.7115384615,6,3,"6_0",13818.8131474,0,6180.3112511,7638.5018963
2,18,59,0,211,78,0,50,2,0,9691,0,0,100,0,1,4,0,2,1.5,1380.3465231,1300,0,33533.6,36500,5,1,2,3,3,2,0,0,0,1,0,0,0,22355.7333333333,6,3,"6_0",15212.3770756,0,15212.3770756,0
2,20,52,0,111,52,0,50,1,0,9725,0,0,0,0,2,5,1,3,2,2837.3386229,2080,0,42279.1,46090,1,2,9,7,4,1,1,0,0,0,0,1,0,21139.55,6,3,"6_0",18487.8118441,0,12680.915045,5806.8967991
2,11,49,0,111,64,1,50,1,0,9750,0,350,70,0,2,4,1,3,1.8,2761.9443984,4009.2,0,36656.35,38230,1,2,6,5,4,2,0,1,0,0,1,0,0,20364.6388888889,6,3,"6_0",38653.7422945,0,38653.7422945,0
0,11,35,0,111,63,1,50,0,0,9752,0,190,0,672,2,4,1,3,1.8,2851.8471097,0,0,36590.4,37720,1,3,9,7,4,1,0,1,0,0,0,1,0,20328,6,3,"6_0",12462.033006,0,12462.033006,0
2,8,70,0,111,75,0,60,1,0,9759,0,0,0,0,0,3,0,1,1,2678.2434784,0,0,21390.9,23976,5,1,8,7,1,1,0,0,0,0,0,1,0,21390.9,6,3,"6_0",12462.033006,0,12462.033006,0
2,7,42,0,111,22,0,71,1,0,9779,0,0,200,0,2,3,2,4,2.1,5566.0036234,0,0,45669.9,48767,1,1,10,8,4,1,1,1,0,0,0,0,1,21747.5714285714,6,3,"6_0",12462.033006,0,12462.033006,0
2,12,40,0,111,43,2,33,0,0,9783,0,150,0,0,2,4,2,4,2.1,4443.9058471,469.04,0,46012.55,47729,1,2,9,7,4,2,0,1,0,0,0,1,0,21910.7380952381,6,3,"6_0",12665.349794,0,0,12665.349794
2,6,39,0,112,48,1,31,1,0,9789,0,100,150,0,2,6,3,5,2.6,2017.3847686,0,0,54290.85,54688,1,2,8,1,4,2,0,1,0,1,0,0,0,20881.0961538462,6,3,"6_0",12462.033006,0,12462.033006,0
2,9,67,0,111,75,1,50,1,0,9809,0,0,0,0,0,4,0,2,1.5,2043.0745065,1040,0,31992.55,33934,5,1,10,8,3,2,0,0,0,0,0,0,1,21328.3666666667,6,3,"6_0",14647.5860883,0,14647.5860883,0
2,14,48,0,111,37,1,60,1,0,9822,0,0,99999,0,2,4,3,4,2.5,736.08925122,0,0,54343.3,57247,1,2,8,7,2,2,0,0,0,0,0,1,0,21737.32,6,3,"6_0",12462.033006,0,12462.033006,0
2,13,62,0,111,86,0,20,1,0,9863,0,0,0,0,0,2,0,2,1.5,2252.1571392,0,0,33612.38198357,35080,5,1,10,8,3,1,0,0,0,0,0,0,1,22408.2546557133,6,3,"6_0",12462.033006,0,12462.033006,0
2,15,50,0,120,46,1,31,1,0,9874,0,0,500,0,2,5,2,4,2.3,1351.0249313,3644.16,0,50506.5,51862,1,2,0,3,4,2,0,1,0,1,0,0,0,21959.347826087,6,3,"6_0",35570.6469262,0,33553.494337,2017.1525892
2,12,37,0,111,46,1,20,0,0,9878,0,240,0,0,1,5,2,3,1.6,2026.5958006,0,0,35082.65,38012,1,2,8,7,2,1,0,1,0,0,0,1,0,21926.65625,6,3,"6_0",12462.033006,0,12462.033006,0
0,7,30,0,400,63,1,43,1,0,9923,0,0,0,0,2,4,0,2,1.5,1813.4801074,2212.6,0,32700.3,33133,1,3,0,1,3,2,0,0,0,1,0,0,0,21800.2,6,3,"6_0",19322.8545087,0,7928.1435917,11394.710917
2,15,65,0,111,75,0,60,1,0,9931,0,0,0,0,0,4,0,1,1,2775.1583824,0,0,20817.3,22387,5,1,8,6,1,1,0,0,0,0,1,0,0,20817.3,6,3,"6_0",12462.033006,0,12462.033006,0
2,16,49,0,400,47,1,50,1,0,9945,0,100,0,0,2,5,0,2,1.5,1545.8333155,0,0,32410.8,33720,1,2,0,1,3,2,0,0,0,1,0,0,0,21607.2,6,3,"6_0",12462.033006,0,12462.033006,0
0,6,27,0,112,42,1,0,0,0,9949,0,120,0,600,1,2,0,1,1,4710.2292634,0,0,20650.65,21880,1,3,10,2,1,1,0,1,0,1,0,0,0,20650.65,6,3,"6_0",12462.033006,0,12462.033006,0
2,8,54,0,111,45,1,41,0,2,1000,0,99999,0,0,3,5,1,3,2,2682.0381495,0,20000,47107.2,51770,1,1,10,8,4,1,0,1,0,0,0,0,1,23553.6,7,4,"7_0",14477.493094,0,0,14477.493094
2,1,47,0,111,63,1,71,1,0,10003,0,0,0,0,3,5,1,3,2,3320.2935327,0,0,47578.8,48481,1,1,9,7,4,2,0,0,0,0,0,1,0,23789.4,7,4,"7_0",14477.493094,0,0,14477.493094
2,5,63,0,111,46,0,30,1,0,10010,0,0,0,0,1,3,0,1,1,2678.775772,2326.48,0,25241.4,28228,1,1,9,7,1,1,0,0,0,0,0,1,0,25241.4,7,4,"7_0",21969.5994,0,0,21969.5994
0,2,38,0,111,46,1,31,0,0,10021,0,0,0,725,1,5,1,2,1.3,749.09972454,0,0,31662.8,33447,1,3,9,7,2,1,0,0,0,0,0,1,0,24356,7,4,"7_0",14477.493094,0,0,14477.493094
2,19,50,0,111,62,1,50,1,0,10069,0,200,540,0,2,9,0,2,1.5,2234.3864539,2082.6,0,37803.7,40228,1,1,4,3,3,2,0,1,0,1,0,0,0,25202.4666666667,7,4,"7_0",20579.6705851,0,10822.385515,9757.2850701
2,3,51,0,120,46,3,42,1,0,10080,0,0,280,0,3,7,2,4,2.5,358.08641955,3380,0,57603.1,60083,1,1,0,3,4,4,1,0,0,1,0,0,0,23041.24,7,4,"7_0",32366.9404175,0,32366.9404175,0
2,2,39,0,112,42,0,30,2,0,101,0,0,253,0,2,5,2,4,2.1,2661.0879395,1872,0,51272.35,53632,1,2,10,4,4,2,0,1,0,0,1,0,0,24415.4047619048,7,4,"7_0",18248.711865,0,0,18248.711865
2,7,56,0,120,62,2,71,1,0,1011,0,300,0,0,2,5,0,2,1.5,2132.3906627,3122.08,0,35721.4,36974,1,1,0,3,3,3,0,0,0,1,0,0,0,23814.2666666667,7,4,"7_0",30387.4635985,0,30387.4635985,0
2,0,48,0,112,54,0,31,0,0,10128,0,0,0,0,1,4,1,2,1.3,791.8136849,0,0,30436.85,31250,1,2,10,2,2,0,0,0,0,1,0,0,0,23412.9615384615,7,4,"7_0",14477.493094,0,0,14477.493094
2,10,66,0,111,78,1,71,2,0,1014,0,0,99999,0,1,5,1,3,2,3342.5827973,3328,0,47854.25,48821,5,1,9,7,4,3,0,1,0,0,0,1,0,23927.125,7,4,"7_0",31601.483869,0,31601.483869,0
0,9,46,0,111,52,0,71,2,0,10163,0,0,400,570,2,3,1,3,1.8,2019.4480611,0,0,45277.2,47420,1,3,10,8,4,2,0,1,0,0,0,0,1,25154,7,4,"7_0",14477.493094,0,0,14477.493094
0,8,28,0,111,52,2,43,0,0,10173,0,0,0,680,2,3,1,3,1.8,3352.5595969,0,0,40746.15,41036,1,3,9,7,4,2,1,0,0,0,0,1,0,22636.75,7,4,"7_0",14477.493094,0,0,14477.493094
2,0,81,0,111,77,0,71,0,0,1019,0,0,0,0,0,5,0,1,1,1876.3505574,0,0,22707,23478,5,1,9,7,1,0,0,0,0,0,0,1,0,22707,7,4,"7_0",14477.493094,0,0,14477.493094
0,0,27,0,111,54,0,30,0,0,10226,0,0,0,657,1,2,0,1,1,7518.5338888,0,0,23324,24704,1,3,10,8,1,0,0,0,0,0,0,0,1,23324,7,4,"7_0",14477.493094,0,0,14477.493094
0,0,102,0,111,78,0,71,0,0,10232,0,0,0,0,0,4,0,2,1.5,1762.2216275,0,0,37536.6,37937,5,3,8,7,3,0,0,0,0,0,0,1,0,25024.4,7,4,"7_0",14477.493094,0,0,14477.493094
2,13,43,0,111,54,1,31,1,0,10236,0,150,150,0,2,4,2,4,2.1,2182.0055073,2236,0,47617.6,49096,1,2,8,7,4,2,0,1,0,0,0,1,0,22675.0476190476,7,4,"7_0",21511.3883472,0,18474.712251,3036.6760962
0,0,48,0,111,56,0,30,0,0,10250,0,0,0,760,2,2,0,2,1.5,3943.8580043,0,0,34007.4,35328,1,3,10,8,3,0,0,0,0,0,0,0,1,22671.6,7,4,"7_0",14477.493094,0,0,14477.493094
0,0,61,0,111,78,0,60,0,0,10282,0,0,0,138,0,4,0,1,1,4752.3793262,0,0,25224,25224,5,3,10,8,1,0,0,0,0,0,0,0,1,25224,7,4,"7_0",14477.493094,0,0,14477.493094
0,19,48,0,112,54,1,31,1,0,10294,0,99999,0,623,1,2,0,1,1,2050.5223723,2704.52,0,22730.25,24467,1,3,9,2,1,2,0,0,0,1,0,0,0,22730.25,7,4,"7_0",25545.3074117,0,17704.788286,7840.5191257
2,17,31,0,111,63,1,71,1,0,10303,0,0,0,0,2,2,0,2,1.5,3742.013953,0,0,34800.05,39318,1,2,10,8,3,2,0,0,0,0,0,0,1,23200.0333333333,7,4,"7_0",14477.493094,0,0,14477.493094
2,5,66,0,111,78,1,71,0,0,10309,0,0,0,0,0,4,0,2,1.5,2766.8297885,0,0,36738.8,42030,5,1,10,8,3,1,0,0,0,0,0,0,1,24492.5333333333,7,4,"7_0",14477.493094,0,0,14477.493094
2,2,62,0,111,74,0,42,1,0,10310,0,0,140,0,1,4,0,2,1.5,3118.1329641,0,0,36270.65,40736,4,1,9,7,3,1,0,1,0,0,0,1,0,24180.4333333333,7,4,"7_0",14477.493094,0,0,14477.493094
0,30,58,0,112,52,0,50,1,0,10329,0,0,0,460,1,3,0,1,1,3734.9494502,0,0,22510.3,24311,1,3,10,2,1,1,0,0,0,1,0,0,0,22510.3,7,4,"7_0",14477.493094,0,0,14477.493094
2,13,51,0,111,54,1,50,0,0,10336,0,0,0,0,1,3,1,2,1.3,1073.0074473,0,0,30533.5,33001,1,1,9,7,2,1,0,0,0,0,0,1,0,23487.3076923077,7,4,"7_0",14477.493094,0,0,14477.493094
0,3,73,0,211,78,1,70,0,2,10363,0,0,0,0,0,4,0,1,1,1853.6009928,0,6800,23520.7,23800,5,3,3,3,1,1,0,0,0,1,0,0,0,23520.7,7,4,"7_0",14477.493094,0,0,14477.493094
2,12,71,0,111,74,1,44,1,0,10388,0,0,0,0,0,3,0,2,1.5,2619.0304363,0,0,35379.75980846,37514,5,1,10,8,3,2,0,0,0,0,0,0,1,23586.5065389733,7,4,"7_0",14477.493094,0,0,14477.493094
0,3,43,0,111,45,0,30,1,0,10392,0,0,100,374,2,5,1,3,1.8,3787.1345684,2356.12,0,45446.2,48212,1,3,10,8,4,1,0,1,0,0,0,0,1,25247.8888888889,7,4,"7_0",22410.760296,0,11061.511484,11349.248812
2,6,73,0,111,75,1,50,0,0,10398,0,0,0,0,0,4,0,2,1.5,1361.0351141,3016,0,36027.6,39961,5,1,10,8,3,1,0,0,0,0,0,0,1,24018.4,7,4,"7_0",28424.5973637,0,19920.148123,8504.4492407
0,0,27,0,111,47,0,31,0,0,104,0,0,0,287,1,1,0,1,1,5863.3943123,0,0,23248.25,25950,1,3,10,8,1,0,0,0,0,0,0,0,1,23248.25,7,4,"7_0",14477.493094,0,0,14477.493094
0,12,29,0,111,43,2,33,0,2,10505,0,400,0,315,2,2,0,2,1.5,3334.8471343,2860,4000,33761.05,34804,1,3,9,7,3,2,0,1,0,0,0,1,0,22507.3666666667,7,4,"7_0",26848.6398428,0,0,26848.6398428
2,19,70,0,111,74,0,44,3,0,10526,0,0,30,0,2,5,2,4,2.5,3756.1131915,2080.52,0,61868.2,64478,5,1,10,8,4,3,0,0,0,0,0,0,1,24747.28,7,4,"7_0",20491.0956725,0,14814.267412,5676.8282605
2,8,31,0,111,46,2,20,0,0,10564,0,440,0,0,2,4,1,3,1.8,1856.5839702,4848.48,0,45459.75,45341,1,2,8,6,4,2,0,1,0,0,1,0,0,25255.4166666667,7,4,"7_0",40540.7877877,0,30420.651775,10120.1360127
0,2,64,0,111,75,0,33,1,0,10582,0,0,0,550,0,2,0,1,1,3776.5416841,0,0,24927.1,25976,5,3,9,7,1,1,0,0,0,0,0,1,0,24927.1,7,4,"7_0",14477.493094,0,0,14477.493094
0,1,30,0,211,54,1,50,1,1,10591,0,150,150,120,2,3,2,4,2.1,859.51215353,1560,14000,47697.2,47848,1,3,1,3,4,2,0,1,0,1,0,0,0,22712.9523809524,7,4,"7_0",17238.05318,17238.05318,0,0
0,12,57,0,111,52,0,42,1,0,10602,0,0,100,459,2,3,1,3,2,1898.3364242,2704,0,48832.05,52437,1,3,8,6,4,1,0,1,0,0,1,0,0,24416.025,7,4,"7_0",25452.16883,0,25452.16883,0
0,12,32,0,111,47,0,31,1,0,1062,0,0,99999,140,1,3,1,2,1.3,936.60847851,5694,0,29835.6,29963,1,3,7,6,2,1,0,1,0,0,1,0,0,22950.4615384615,7,4,"7_0",47756.574074,0,32756.574074,15000
2,7,53,0,111,35,0,31,1,0,10643,0,0,150,0,2,6,2,4,2.1,1648.6276882,2600,0,47571.25,50920,1,2,9,7,4,1,0,1,0,0,0,1,0,22652.9761904762,7,4,"7_0",24639.645746,0,24639.645746,0
0,4,29,0,111,63,1,43,0,0,10649,0,0,0,429,1,2,0,1,1,3745.593293,0,0,23771.8,25931,1,3,8,7,1,1,0,0,0,0,0,1,0,23771.8,7,4,"7_0",14477.493094,0,0,14477.493094
