,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
11419,17011637,841.37852914,38,111,54.0,0,1.8,2,0,3,17317.777778,0,0,0,0,0,0,31570,31170,8240,1,,10,900,8,4,2
11420,17011638,885.72198392,34,111,55.0,400,1.0,1,0,1,10972.0,0,5820,0,0,0,0,1480,10970,1430,1,,9,20,7,1,1
11421,17011639,951.09182625,72,111,31.0,0,1.0,1,1,1,40219.0,0,0,0,19620,0,0,50460,40220,29170,1,,6,520,5,1,1
11422,17011640,290.75269262,19,112,62.0,0,1.5,2,2,2,9057.3333333,0,0,0,0,0,0,14250,13590,12670,1,,8,230,1,3,2
11423,17011641,500.93577383,32,112,42.0,0,2.1,2,2,4,23556.666667,0,0,0,0,0,0,47440,49470,44000,1,,10,260,1,4,2
11424,17011642,673.2698025,28,112,77.0,0,1.0,0,0,1,11292.0,0,0,0,0,0,0,11960,11290,11550,2,,8,260,0,1,0
11425,17011643,367.959127,72,211,77.0,0,1.0,0,0,1,15039.0,0,0,0,14920,0,0,15040,15040,0,2,,4,0,3,1,0
11426,17011644,653.5715838,60,111,22.0,0,1.5,2,2,2,61208.0,0,0,0,0,0,0,108270,91810,95200,1,2.0,9,1380,7,3,2
11427,17011645,829.78739121,48,111,46.0,0,1.0,1,1,1,43343.0,0,0,0,0,0,580,51890,43340,56790,1,4.0,9,1160,7,1,1
11428,17011646,351.37861136,52,300,68.0,0,2.0,2,2,3,23912.5,0,0,0,0,0,30,51550,47830,41340,1,,0,570,0,4,2
11429,17011648,528.60444921,42,112,37.0,0,1.0,1,1,1,39411.0,0,0,0,0,0,0,44570,39410,49970,1,,9,640,1,1,1
11430,17011649,570.50870373,41,111,13.0,0,2.9,2,2,6,17897.931034,0,0,0,0,0,20,41300,51900,27620,1,,6,30,5,4,2
11431,17011650,371.55936243,83,111,78.0,0,1.0,0,0,1,15579.0,0,0,0,15600,0,140,15870,15580,0,1,,7,640,5,1,0
11432,17011651,483.68891891,32,112,52.0,0,2.1,2,2,4,20121.904762,0,0,0,0,0,0,38640,42260,37300,1,,6,140,0,4,2
11433,17011652,479.69059886,82,111,86.0,0,1.0,0,0,1,13930.35,0,0,0,11220,0,0,11290,13930,0,2,,6,0,5,1,0
11434,17011653,362.46932477,74,112,75.0,0,1.0,0,0,1,22593.0,0,0,0,23340,0,0,24070,22590,0,2,,6,610,0,1,0
11435,17011654,348.30645784,73,111,74.0,0,1.5,0,0,2,32654.0,0,0,0,52560,0,200,57060,48980,0,1,,9,2050,7,3,0
11436,17011655,580.39191661,55,111,65.0,0,2.0,2,2,3,20198.0,0,0,0,0,0,0,43810,40400,42290,1,,7,800,5,4,2
11437,17011656,525.84092024,72,111,75.0,0,1.0,0,0,1,21689.0,0,0,0,20330,0,0,25080,21690,3970,2,,10,880,8,1,0
11438,17011658,492.40479854,61,112,75.0,0,1.5,1,1,2,23612.302933,0,0,0,9200,0,0,37030,35420,11800,1,2.0,8,470,0,3,1
11439,17011659,489.95415485,56,111,47.0,0,1.0,1,1,1,159.0,0,0,0,0,0,10,10,160,0,1,,8,940,6,1,1
11440,17011660,877.27082462,41,111,53.0,0,1.3,1,0,2,11564.615385,0,0,0,0,0,0,8200,15030,0,2,3.0,10,150,8,2,1
11441,17011661,760.80662028,50,111,78.0,0,1.0,0,0,1,9077.0,0,5820,0,0,0,0,0,9080,0,2,,7,0,5,1,0
11442,17011662,570.45016678,72,300,72.0,0,1.5,0,0,2,11586.666667,0,0,0,17450,0,0,17560,17380,0,1,,0,330,0,3,0
11443,17011663,612.3530874,52,300,77.0,0,2.0,1,1,3,11419.5,0,11640,0,0,0,0,7240,22840,0,2,,0,20,0,5,1
11444,17011664,770.24639852,70,111,72.0,0,1.5,0,0,2,28670.0,0,0,0,38760,0,0,48080,43010,0,1,2.0,10,520,8,3,0
11445,17011665,827.2320359,27,111,31.0,0,1.0,1,1,1,19226.0,0,0,0,0,0,0,21370,19230,20620,2,,9,570,7,1,1
11446,17011666,390.15553081,83,120,71.0,0,1.5,1,1,2,52800.666667,0,0,0,25990,0,5000,96120,79200,0,1,,0,690,2,3,1
11447,17011667,448.38864115,77,111,77.0,0,1.0,0,0,1,16530.0,0,0,0,15880,0,0,16840,16530,0,2,,5,0,4,1,0
11448,17011668,870.55463299,70,111,78.0,0,1.5,1,1,2,23666.1112,0,0,0,20030,0,0,38490,35500,13320,1,,6,1030,5,2,1
11449,17011669,123.95226081,28,111,34.0,0,1.8,1,1,3,19246.111111,0,0,0,0,0,0,24100,34640,23260,1,4.0,8,500,6,4,1
11450,17011670,1000.1607603,27,111,46.0,0,1.0,1,1,1,32492.0,0,0,0,0,0,0,36750,32490,35470,2,,10,760,8,1,1
11451,17011671,723.49264279,69,111,74.0,0,1.5,0,0,2,42826.093333,0,0,0,30900,10,2600,59190,64240,0,1,2.0,8,3010,7,3,0
11452,17011672,377.70487831,66,111,75.0,0,1.5,0,0,2,21485.333333,0,0,0,32450,0,1360,34820,32230,0,1,,9,910,7,3,0
11453,17011673,174.23384233,57,211,78.0,0,1.5,0,0,2,15387.946667,0,0,0,0,0,0,24300,23080,5910,1,,1,390,3,3,0
11454,17011674,644.67833243,45,111,56.0,0,1.3,1,1,2,9310.7692308,0,0,0,0,0,0,5720,12100,3170,2,,9,0,7,2,1
11455,17011675,645.58025053,82,111,75.0,0,2.0,2,2,3,63135.0,0,0,0,70620,0,60,166840,126270,90670,1,2.0,9,1220,7,4,2
11456,17011676,359.33808912,69,111,77.0,0,1.0,0,0,1,27216.0,0,0,0,22750,0,870,24330,27220,0,2,,6,490,4,1,0
11457,17011677,587.8013617,38,120,62.0,0,2.1,2,2,4,18082.380952,0,0,0,0,0,0,36270,37970,35010,1,,0,450,0,4,2
11458,17011678,427.75879861,85,111,75.0,0,1.0,0,0,1,19549.0,0,0,0,20140,0,0,20780,19550,0,2,,8,0,6,1,0
11459,17011679,899.22102467,80,400,71.0,0,1.5,1,1,2,20939.6,0,0,0,11670,0,650,28260,31410,12670,2,,0,410,0,2,1
11460,17011680,618.98962896,18,111,84.0,0,2.0,0,0,3,335.0,0,0,0,0,0,0,0,670,0,2,,9,0,7,5,0
11461,17011681,425.96045446,83,111,74.0,0,1.5,0,0,2,29695.333333,0,0,0,47680,0,0,49180,44540,0,1,,9,1480,7,3,0
11462,17011682,300.27220725,71,112,74.0,0,1.0,0,0,1,21188.0,0,0,0,17570,0,0,21410,21190,0,2,,7,550,0,1,0
11463,17011683,850.18795765,28,111,56.0,0,1.0,1,1,1,12048.0,0,0,0,0,0,0,10450,12050,10090,1,,9,160,7,1,1
11464,17011684,350.81539913,65,111,74.0,0,1.5,0,0,2,19902.0,0,0,0,26520,0,160,29550,29850,40,1,,9,940,7,3,0
11465,17011685,606.05188951,27,111,43.0,0,1.5,2,2,2,27138.0,0,0,0,0,0,0,44430,40710,42880,1,,9,980,7,5,2
11466,17011686,295.33829917,79,112,78.0,0,1.5,0,0,2,16360.0,9720,0,0,13470,0,20,14940,24540,0,2,,8,0,0,2,0
11467,17011687,432.774757,57,111,46.0,0,1.5,1,1,2,36160.0,0,0,0,0,0,2090,58670,54240,49530,1,2.0,9,1010,7,3,1
11468,17011688,294.28040507,31,111,33.0,0,1.5,2,2,2,39069.333333,0,0,0,0,0,0,67800,58600,63400,1,,8,1170,7,3,2
11469,17011689,306.00543375,52,120,37.0,0,1.5,2,2,2,116872.66667,0,0,0,0,0,10,249400,175310,239170,1,,0,570,0,3,2
11470,17011690,493.89660731,50,211,48.0,0,1.0,1,1,1,22985.0,0,0,0,0,0,0,25230,22990,24350,1,2.0,2,490,2,1,1
11471,17011691,388.05493759,38,112,46.0,0,1.3,1,1,2,26394.615385,0,0,0,0,0,0,36170,34310,30580,1,4.0,7,40,0,2,1
11472,17011692,424.28023222,58,112,63.0,0,1.5,2,2,2,32221.333333,0,0,0,0,0,0,54300,48330,52420,1,4.0,9,550,0,3,2
11473,17011693,539.00908826,53,111,52.0,0,1.5,2,2,2,22037.786667,0,0,0,0,0,10,35850,33060,35690,1,3.0,10,670,8,3,2
11474,17011694,496.15388066,52,111,46.0,0,1.5,2,1,2,3971.3333333,0,0,0,0,0,150,6100,5960,0,1,,9,110,7,3,2
11475,17011695,469.42646481,79,111,78.0,0,1.0,0,0,1,16343.0,0,0,0,13310,0,10,17100,16340,0,2,7.0,9,0,7,1,0
11476,17011696,344.97310561,66,112,77.0,0,1.5,0,0,2,14186.666667,6060,0,0,12590,0,0,12670,21280,0,1,3.0,6,0,0,3,0
11477,17011697,272.67362533,36,300,42.0,0,1.5,2,2,2,29010.666667,0,0,0,0,0,0,48750,43520,46940,1,,0,590,0,3,2
11478,17011698,397.49100341,74,111,72.0,0,2.0,0,0,3,25194.5,9720,0,0,21620,0,150,22090,50390,0,1,,10,870,8,5,0
11479,17011699,471.29982432,44,400,62.0,0,2.1,2,2,4,26634.761905,0,0,0,0,0,10,55570,55930,53630,1,,0,670,1,4,2
11480,17011700,534.14931652,62,112,78.0,0,1.0,0,0,1,30171.0,0,0,0,43970,0,8380,53720,30170,0,1,,10,450,2,1,0
11481,17011701,282.40254283,53,111,48.0,0,1.0,1,1,1,12495.0,0,0,0,0,0,0,18150,12500,6140,1,,8,2000,6,1,1
11482,17011702,462.14811235,60,111,68.0,440,1.0,1,1,1,3581.0,0,0,0,0,0,0,3030,3580,8140,1,3.0,10,0,8,1,1
11483,17011703,979.55526666,43,112,63.0,0,1.5,1,1,2,15058.0,0,0,0,0,0,0,23670,22590,20530,1,4.0,9,340,0,2,1
11484,17011704,614.40434988,80,111,74.0,0,1.0,0,0,1,44195.0,0,0,0,22580,0,1160,24450,44200,0,2,2.0,10,690,8,1,0
11485,17011705,934.12636161,30,111,64.0,1410,1.5,2,2,2,20276.666667,0,260,0,0,0,0,28750,30420,27750,1,,9,470,7,3,2
11486,17011706,419.82681469,83,111,74.0,0,1.5,0,0,2,52287.233333,0,0,0,82420,0,470,85470,78430,0,1,,9,3170,7,3,0
11487,17011707,389.91906614,51,112,63.0,1420,1.0,1,0,1,14298.0,0,4270,0,0,0,0,5790,14300,5590,1,,7,50,1,1,1
11488,17011708,2216.1875338,53,111,56.0,2140,1.0,1,1,1,13273.0,0,0,0,0,0,0,10910,13270,10540,1,,9,200,7,1,1
11489,17011709,400.10920372,46,400,78.0,1540,2.0,1,1,3,12239.0,0,0,0,0,0,210,19750,24480,14770,1,,0,500,0,4,1
11490,17011710,374.15827405,41,112,42.0,0,1.0,1,1,1,27235.0,0,0,0,0,0,1290,29560,27240,27300,2,,9,310,0,1,1
11491,17011712,633.48888863,33,111,56.0,0,1.9,1,1,4,15530.526316,0,0,0,0,0,0,15450,29510,14650,2,,9,70,7,2,1
11492,17011713,533.80546699,85,120,86.0,0,1.0,0,0,1,26200.0,0,0,0,29450,0,0,30370,26200,0,2,,0,920,1,1,0
11493,17011714,583.07835815,22,111,84.0,0,1.0,0,0,1,2261.0,0,0,0,0,0,0,0,2260,0,2,,6,0,4,1,0
11494,17011715,422.13025444,64,112,64.0,0,1.5,2,2,2,33318.666667,0,0,0,40410,0,110,53490,49980,9260,1,,7,800,2,3,2
11495,17011716,677.23726865,88,111,71.0,0,1.0,0,0,1,12781.0,0,0,0,10720,0,0,10790,12780,0,2,,6,0,4,1,0
11496,17011717,565.91825471,81,111,74.0,0,1.5,0,0,2,46253.113333,0,0,0,72290,0,0,78600,69380,750,1,,10,1680,8,3,0
11497,17011718,234.72196766,52,111,21.0,0,1.5,2,2,2,30118.666667,0,0,0,0,0,0,53520,45180,7510,1,,7,840,5,3,2
11498,17011719,1202.5822514,35,111,47.0,0,1.5,2,2,2,30173.333333,0,0,0,0,0,40,49520,45260,47760,1,,9,680,7,3,2
11499,17011720,438.26298658,72,111,86.0,0,1.0,0,0,1,11854.0,0,0,2360,7150,0,0,7200,11850,0,2,,7,0,5,1,0
11500,17011721,516.13502998,75,120,78.0,0,2.0,0,0,3,14271.5,5590,0,0,22540,0,30,22750,28540,0,1,,0,0,3,4,0
11501,17011722,181.50094883,32,111,64.0,1640,2.6,2,0,5,9631.9230769,0,8280,0,0,0,0,2400,25040,2310,1,3.0,8,0,7,4,2
11502,17011723,539.3748372,69,111,74.0,0,1.5,0,0,2,26738.666667,0,0,0,44160,0,0,45550,40110,0,1,2.0,9,1150,7,3,0
11503,17011724,472.64399925,54,221,52.0,170,1.0,1,1,1,15382.0,0,0,0,0,0,0,16570,15380,18000,1,,1,470,2,1,1
11504,17011725,932.16745527,42,111,34.0,0,2.1,2,2,4,36248.095238,0,0,0,0,0,0,82050,76120,79190,1,,10,1080,8,4,2
11505,17011726,298.2623485,48,120,48.0,0,2.3,2,2,4,36468.478261,0,0,0,0,0,0,92360,83880,89150,1,,0,910,2,4,2
11506,17011727,303.28498232,36,111,43.0,1780,1.6,1,1,3,15320.0,0,0,0,0,0,0,18970,24510,18310,2,4.0,9,510,7,2,1
11507,17011728,399.10988991,55,211,63.0,0,1.5,2,2,2,25946.0,0,0,0,0,0,610,38760,38920,36830,1,,4,800,4,3,2
11508,17011729,430.54193253,82,111,77.0,0,1.0,0,0,1,19284.37,0,0,0,18850,0,0,19440,19280,0,2,,9,0,7,1,0
11509,17011730,377.97964703,88,111,77.0,0,1.0,0,0,1,19907.0,0,0,0,16220,0,580,16930,19910,0,2,,6,350,5,1,0
11510,17011731,1378.2581555,34,112,33.0,0,2.1,2,2,4,34547.619048,0,0,0,0,0,1270,70250,72550,61880,1,,7,400,0,4,2
11511,17011732,377.2122762,81,120,72.0,0,1.5,0,0,2,14704.666667,0,0,0,22320,0,0,22500,22060,0,1,,0,280,1,3,0
11512,17011733,744.81978898,79,112,78.0,0,1.0,0,0,1,15530.0,0,0,0,8490,0,10,8750,15530,0,1,,7,0,0,1,0
11513,17011734,343.57042781,23,112,77.0,1570,1.3,0,0,2,12849.230769,0,0,0,0,0,0,10210,16700,2630,2,,8,230,2,2,0
11514,17011735,696.76906392,68,111,77.0,0,1.0,0,0,1,18973.0,0,0,0,18540,0,0,19120,18970,0,2,2.0,10,550,8,1,0
11515,17011736,339.88009562,82,112,78.0,0,1.5,0,0,2,22673.333333,0,0,0,34970,0,10,35380,34010,0,1,,9,570,2,3,0
11516,17011737,868.76366923,31,111,38.0,0,1.5,2,2,2,29302.666667,0,0,0,0,0,0,48740,43950,28450,1,4.0,10,350,8,3,2
11517,17011738,485.16692642,47,111,52.0,1260,1.5,1,1,2,10801.333333,0,6080,0,0,0,0,5000,16200,4830,1,,7,0,5,3,1
11518,17011739,883.74098586,24,111,46.0,0,1.0,1,1,1,18434.0,0,0,0,0,0,0,16070,18430,13770,2,4.0,9,390,7,1,1
11519,17011740,409.86786653,44,111,74.0,0,1.3,0,0,2,15766.918769,0,0,0,7480,0,0,17750,20500,0,2,,6,0,5,2,0
11520,17011741,769.38189166,91,111,86.0,0,1.0,0,0,1,51748.0,0,0,0,45180,0,240,54860,51750,0,2,2.0,10,2040,8,1,0
11521,17011742,751.88819974,25,111,56.0,0,1.0,1,1,1,9359.0,0,0,0,0,0,0,8600,9360,8310,2,,9,0,7,1,1
11522,17011743,426.73263752,63,111,77.0,0,1.0,0,0,1,19699.0,0,0,0,20630,0,2420,23690,19700,0,2,,7,820,5,1,0
11523,17011744,332.88240878,35,120,77.0,0,1.0,0,0,1,9724.0,9720,0,0,0,0,0,0,9720,0,1,,0,0,3,1,0
11524,17011745,621.9368762,76,111,74.0,0,1.5,0,0,2,101819.98,0,0,0,133630,0,410,155510,152730,10310,1,,10,1760,8,3,0
11525,17011746,447.01721582,54,112,42.0,0,1.5,2,2,2,19878.666667,0,0,0,0,0,450,30350,29820,19660,2,,9,610,0,2,2
11526,17011747,366.61416562,63,120,77.0,0,1.5,0,0,2,38583.333333,0,0,0,41660,0,0,62800,57880,16810,1,,0,600,3,3,0
11527,17011748,534.43492176,66,111,77.0,0,1.0,0,0,1,16496.0,0,0,0,15930,0,210,16270,16500,0,2,,9,350,7,1,0
11528,17011749,556.05729289,65,300,75.0,0,1.8,1,1,3,26305.555556,0,0,0,30730,0,0,51790,47350,10690,1,2.0,0,400,0,4,1
11529,17011750,280.68310783,82,400,77.0,0,1.0,0,0,1,7921.0,0,0,0,7920,0,0,7970,7920,0,2,,0,0,0,1,0
11530,17011751,559.2170938,41,111,75.0,0,2.1,1,1,4,26283.333333,0,0,0,0,0,90,58290,55200,39710,1,,9,370,7,4,1
11531,17011752,276.02891549,86,120,75.0,0,1.5,0,0,2,28080.0,0,0,0,34340,0,620,35480,42120,0,1,,0,520,2,3,0
11532,17011753,270.60402892,23,300,64.0,0,1.5,2,2,2,22193.333333,0,0,0,0,0,0,34760,33290,24560,1,,0,520,0,3,2
11533,17011754,167.76864704,18,111,84.0,0,1.5,0,0,2,2043.3333333,0,0,0,0,0,0,0,3070,0,2,4.0,8,110,6,5,0
11534,17011755,753.27287462,40,111,23.0,0,2.1,2,2,4,37988.095238,0,0,0,0,0,10,88050,79780,68890,1,4.0,8,2020,7,4,2
11535,17011756,336.1145915,69,112,77.0,0,1.0,0,0,1,13073.0,0,0,0,12950,0,0,13030,13070,0,2,,9,0,0,1,0
11536,17011757,284.68586505,44,300,65.0,0,2.3,2,2,4,14928.26087,0,0,0,0,0,630,33500,34340,32840,1,,0,490,0,4,2
11537,17011758,674.69690131,39,111,54.0,0,1.0,1,1,1,27963.0,0,0,0,0,0,0,31940,27960,29800,2,1.0,10,690,8,1,1
11538,17011759,478.61403343,47,112,47.0,0,1.5,1,1,2,17322.0,0,0,0,0,0,30,26070,25980,25130,1,,6,390,0,3,1
11539,17011760,581.16025372,72,111,75.0,0,1.5,0,0,2,25985.333333,0,0,0,42450,0,40,43820,38980,0,1,,9,880,7,3,0
11540,17011761,582.96349572,43,112,62.0,0,2.3,2,2,4,19861.304348,0,0,0,0,0,0,46060,45680,44260,1,,9,440,0,4,2
11541,17011762,690.40531308,62,111,43.0,0,1.5,1,1,2,45624.666667,0,0,0,0,0,10,62520,68440,0,1,,7,940,6,3,1
11542,17011763,401.85850085,97,111,77.0,0,1.0,0,0,1,20346.0,0,0,0,13430,0,1640,15870,20350,0,2,,9,230,7,1,0
11543,17011764,447.97833788,31,112,64.0,0,1.8,2,2,3,21119.444444,0,0,0,0,0,0,35680,38020,34440,1,,6,390,0,4,2
11544,17011765,188.37069649,48,111,67.0,0,1.0,1,1,1,16998.0,0,0,0,0,0,0,17610,17000,17000,1,3.0,8,330,6,1,1
11545,17011766,527.89430551,19,111,84.0,0,1.0,0,0,1,10619.0,0,0,0,0,0,0,9890,10620,9550,2,4.0,9,80,7,1,0
11546,17011767,407.44047478,34,111,54.0,2730,1.6,1,1,3,11535.625,0,0,0,0,0,0,4020,18460,3880,2,,10,130,8,2,1
11547,17011768,382.833768,57,112,78.0,0,1.5,1,1,2,15860.2544,50,0,0,0,0,0,23960,23790,4030,1,,9,290,3,3,1
11548,17011769,644.17279475,42,112,47.0,0,1.0,1,1,1,28796.0,0,0,0,0,0,0,34100,28800,32910,2,1.0,9,690,1,1,1
11549,17011770,667.91568547,62,111,37.0,0,1.5,1,1,2,61776.666667,0,0,0,0,0,6110,108490,92670,98820,1,,6,1180,4,3,1
11550,17011771,496.21116775,49,111,52.0,400,1.0,1,1,1,19117.0,0,0,0,0,0,180,20220,19120,19350,2,,5,790,4,1,1
11551,17011772,693.50645299,86,112,71.0,0,1.0,0,0,1,17876.0,0,0,0,16110,0,190,18250,17880,0,1,,9,580,2,1,0
11552,17011773,583.90297453,68,112,13.0,0,1.5,1,1,2,5962.6666667,0,0,0,8470,0,10,8530,8940,0,1,2.0,6,0,1,3,1
11553,17011774,444.34032456,82,111,71.0,0,1.0,0,0,1,20424.0,0,0,0,17490,0,390,23440,20420,0,2,,6,630,5,1,0
11554,17011775,614.73153284,54,112,62.0,0,1.0,1,1,1,19043.0,0,0,0,0,0,0,21360,19040,20620,2,,7,540,1,1,1
11555,17011776,539.76780513,73,111,75.0,0,1.5,0,0,2,19392.0,0,0,0,29080,0,960,30940,29090,0,1,,9,680,7,3,0
11556,17011777,366.43888948,55,112,78.0,0,2.0,1,1,3,17001.5,0,0,0,2530,0,0,33940,34000,30300,1,2.0,8,600,1,4,1
11557,17011778,381.67235646,47,111,34.0,0,1.5,2,2,2,39013.333333,0,0,0,0,0,0,69900,58520,67470,1,,9,1310,7,3,2
11558,17011779,599.88200095,39,112,37.0,0,1.0,1,1,1,24418.0,0,0,0,0,0,0,26490,24420,25570,2,,8,340,2,1,1
11559,17011780,517.79558369,87,111,86.0,0,1.0,0,0,1,26373.0,0,0,0,30040,0,90,31070,26370,0,2,,9,820,7,1,0
11560,17011783,282.7758858,63,300,75.0,0,1.5,1,1,2,35630.666667,0,0,0,21630,0,0,66110,53450,0,1,,0,460,0,3,1
11561,17011784,350.64978477,74,211,78.0,0,1.0,0,0,1,35161.0,0,0,0,16920,0,20,17170,35160,0,1,,4,0,4,1,0
11562,17011785,339.44860129,72,112,75.0,0,1.5,0,0,2,35612.0,0,0,0,56130,0,0,57890,53420,0,1,,4,690,0,3,0
11563,17011786,516.08140327,75,111,74.0,0,1.5,0,0,2,60628.666667,0,0,0,115700,0,70,110400,90940,0,1,,10,1560,8,3,0
11564,17011787,393.39853249,88,112,78.0,0,1.5,0,0,2,23902.666667,0,0,0,35580,0,1970,38660,35850,0,1,,8,710,0,3,0
11565,17011788,885.18634208,36,111,42.0,0,1.0,1,1,1,31085.0,0,0,0,0,0,0,34230,31090,33040,1,,7,530,5,1,1
11566,17011789,565.7904432,60,111,77.0,60,2.0,2,1,3,8343.0,0,0,0,2720,0,0,16000,16690,4690,2,,10,150,8,2,2
11567,17011790,672.48783942,17,111,84.0,0,1.0,0,0,1,880.0,0,0,0,0,0,0,0,880,0,2,5.0,9,0,7,1,0
11568,17011791,1730.526041,49,120,78.0,0,2.0,0,0,3,10009.5256,1480,0,0,0,0,0,11150,20020,0,2,,0,0,2,2,0
11569,17011792,804.33462325,40,111,22.0,290,1.5,2,2,2,64788.226667,0,0,0,0,0,35010,108660,97180,43230,1,,8,840,7,3,2
11570,17011793,293.96397718,67,111,75.0,0,2.8,1,1,5,10633.571429,0,0,0,19460,0,0,30390,29770,10270,1,,6,0,4,5,1
11571,17011794,1057.2752644,59,111,64.0,0,2.5,2,2,4,22912.0,0,0,0,0,0,0,70870,57280,18960,1,1.0,10,1520,8,5,2
11572,17011795,486.43721984,89,111,78.0,0,1.5,0,0,2,68365.766667,0,0,0,27990,0,63750,98530,102550,0,1,,10,1010,8,3,0
11573,17011796,489.95188139,86,112,72.0,0,1.0,0,0,1,10612.0,0,0,0,10590,0,0,10660,10610,0,2,,8,0,1,1,0
11574,17011797,962.93663302,79,112,72.0,0,1.0,0,0,1,22790.97,0,0,0,19180,0,610,24490,22790,0,1,,8,900,1,1,0
11575,17011798,944.86052223,69,400,74.0,0,1.5,0,0,2,20251.333333,0,0,0,30280,0,0,30640,30380,0,1,,0,780,0,3,0
11576,17011799,535.85454362,61,111,74.0,0,1.5,0,0,2,22700.0,0,0,0,34810,0,0,35970,34050,0,1,,10,830,8,3,0
11577,17011800,490.42012538,68,211,74.0,0,1.0,0,0,1,32925.0,0,0,0,32250,0,30,33290,32930,0,2,,1,560,3,1,0
11578,17011801,717.88838393,22,111,47.0,80,1.5,2,2,2,25868.666667,0,0,0,0,0,20,37380,38800,36070,1,,9,840,7,3,2
11579,17011802,293.69906977,31,111,45.0,0,1.3,1,0,2,10523.846154,0,0,0,0,0,0,12460,13680,6750,2,,6,580,5,2,1
11580,17011803,646.43132211,43,111,65.0,0,1.0,1,1,1,37605.0,0,0,0,0,0,220,46870,37610,42040,1,1.0,9,1360,7,1,1
11581,17011804,836.52776303,50,221,42.0,0,1.0,1,1,1,9360.0,0,0,0,0,0,0,7940,9360,1440,1,,1,90,2,1,1
11582,17011805,618.89852048,30,112,46.0,370,1.5,2,2,2,29333.333333,0,0,0,0,0,10,47240,44000,45590,1,,9,460,3,3,2
11583,17011806,363.17801574,87,112,75.0,0,1.5,0,0,2,23049.333333,0,0,0,36710,0,0,37860,34570,0,1,,8,810,0,3,0
11584,17011807,674.63389536,38,111,38.0,0,2.1,2,2,4,31895.238095,0,0,0,0,0,160,69390,66980,66820,1,,7,510,6,4,2
11585,17011808,666.16310859,29,120,67.0,190,2.1,1,1,4,11548.571429,0,5580,0,0,0,0,10870,24250,8520,1,4.0,0,180,0,4,1
11586,17011809,443.28799174,43,111,62.0,0,2.4,1,1,5,15868.333333,0,0,0,0,0,1080,33700,38080,31490,1,,6,590,5,4,1
11587,17011810,659.56408808,59,111,67.0,0,1.5,2,2,2,33303.666667,0,7020,0,0,0,0,47410,49960,45760,1,4.0,7,790,6,3,2
11588,17011811,590.38701235,31,120,38.0,0,1.8,1,1,3,30932.222222,0,0,0,0,0,40,61940,55680,51210,1,4.0,0,980,1,4,1
11589,17011812,1145.2051968,34,111,56.0,0,1.5,1,1,2,12806.0,0,0,0,0,0,0,20020,19210,16100,1,,9,420,7,3,1
11590,17011813,683.068766,52,111,54.0,0,1.5,2,2,2,24862.916,0,0,0,4050,0,0,39940,37290,28490,1,,9,1080,7,2,2
11591,17011814,470.58693479,42,111,43.0,0,1.0,1,1,1,25231.0,0,0,0,0,0,10,29080,25230,28050,2,,8,620,7,1,1
11592,17011815,296.80740886,61,111,78.0,0,1.5,1,1,2,21864.666667,0,0,0,0,0,0,35280,32800,22000,1,3.0,7,880,5,3,1
11593,17011816,589.40141842,59,111,64.0,0,1.5,2,2,2,13292.0,0,0,0,0,0,0,21330,19940,20580,1,,8,650,7,3,2
11594,17011817,465.59399607,39,300,62.0,0,2.1,2,2,4,30231.968952,0,0,0,5030,0,3850,64810,63490,44450,1,,0,750,0,4,2
11595,17011818,638.16959441,36,111,53.0,0,1.5,2,2,2,27572.0,0,0,0,0,0,0,45690,41360,44100,1,,8,880,7,3,2
11596,17011819,452.67881381,73,400,74.0,0,1.5,0,0,2,23666.78,0,0,0,35270,0,0,36380,35500,0,1,2.0,0,1210,0,3,0
11597,17011820,2923.1502654,63,112,67.0,0,3.0,3,1,5,14849.333333,0,0,0,0,0,0,45800,44550,33830,1,,10,730,4,4,4
11598,17011821,474.98016814,64,120,21.0,0,1.5,2,2,2,21149.333333,0,0,0,27820,0,0,35220,31720,950,1,,0,520,2,3,2
11599,17011822,589.3574451,41,111,33.0,0,2.5,2,2,4,29000.0,0,0,0,0,0,0,82780,72500,79900,1,,10,970,8,4,2
11600,17011823,1363.0120789,33,120,47.0,0,1.5,2,2,2,23302.0,0,0,0,0,0,30,38360,34950,37000,1,,0,410,0,3,2
11601,17011824,766.70153345,54,111,48.0,0,1.5,2,2,2,46750.666667,0,0,0,0,0,470,82960,70130,76320,1,,10,1850,8,3,2
11602,17011825,372.0067735,71,111,77.0,980,1.5,1,1,2,20701.333333,0,0,0,15160,0,0,31250,31050,15410,2,,6,570,5,2,1
11603,17011826,268.112866,35,300,47.0,0,2.4,1,1,5,20621.666667,0,0,0,0,0,0,40620,49490,39210,1,1.0,0,580,0,4,1
11604,17011827,483.04294136,68,111,75.0,0,1.5,0,0,2,23381.333333,0,0,0,37150,0,0,38310,35070,0,1,,9,970,7,3,0
11605,17011828,348.77060353,56,111,47.0,0,2.0,3,3,3,32579.0,0,0,0,0,0,0,73650,65160,55900,1,,9,940,7,4,3
11606,17011829,429.59126325,92,221,86.0,0,1.0,0,0,1,-548.98,0,0,0,0,0,0,0,-550,0,2,,1,0,2,1,0
