,age_vehicule,depenses_carburants_corrigees_emp,depenses_diesel_corrigees_emp,depenses_essence_corrigees_emp,distance_diesel,distance_essence,distance,ident_men,vp_deplacements_pro,vp_domicile_travail,aides_logement,bat_49_74,bat_ap_74,bat_av_49,froid_cout,froid_impaye,froid_installation,froid_isolation,froid,isolation_fenetres,isolation_murs,isolation_toit,log_indiv,majorite_double_vitrage,ouest_sud,paris,petite_ville,rural,revdecm
1778,0,0.0,0.0,0.0,0.0,0.0,0.0,16727,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17210
1779,0,0.0,0.0,0.0,0.0,0.0,0.0,16739,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,14110
1780,15,180.00503136727892,180.00503136727892,0.0,2089.586027,0.0,2089.586027,16748,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18960
1781,2,1703.05018343268,1703.05018343268,0.0,19234.319407,0.0,19234.319407,1676,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,32950
1782,5,990.097383285556,0.0,990.097383285556,0.0,11493.532385,11493.532385,16808,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,770
1783,0,0.0,0.0,0.0,0.0,0.0,0.0,16812,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28270
1784,0,0.0,0.0,0.0,0.0,0.0,0.0,16827,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7510
1785,0,0.0,0.0,0.0,0.0,0.0,0.0,16829,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19840
1786,0,0.0,0.0,0.0,0.0,0.0,0.0,16834,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12480
1787,0,0.0,0.0,0.0,0.0,0.0,0.0,1684,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24980
1788,4,0.0,0.0,0.0,0.0,0.0,0.0,16840,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12910
1789,16,180.00503136727892,180.00503136727892,0.0,2089.586027,0.0,2089.586027,16842,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20610
1790,4,860.0106113754377,860.0106113754377,0.0,9983.421813,0.0,9983.421813,1685,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,8430
1791,0,0.0,0.0,0.0,0.0,0.0,0.0,16889,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,19440
1792,6,948.1981753001708,0.0,0.0,0.0,0.0,11007.145983,1689,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8310
1793,0,0.0,0.0,0.0,0.0,0.0,0.0,16896,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41120
1794,20,193.40425796286303,0.0,193.40425796286303,0.0,2245.1307718,2245.1307718,16900,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4530
1795,16,1302.5708397898934,1302.5708397898934,0.0,15120.876374,0.0,15120.876374,16907,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34080
1796,20,2157.1714039999238,0.0,2157.1714039999238,0.0,25041.495726,25041.495726,16916,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,20460
1797,15,1033.1586723634562,1033.1586723634562,0.0,11993.40879,0.0,11993.40879,16934,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27990
1798,10,1573.9289804019568,1573.9289804019568,0.0,18270.933762,0.0,18270.933762,16965,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19370
1799,0,0.0,0.0,0.0,0.0,0.0,0.0,16977,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,13420
1800,7,252.8730131133052,0.0,252.8730131133052,0.0,2935.4730298,2935.4730298,1699,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0
1801,14,2769.2765830646163,2769.2765830646163,0.0,31276.324587,0.0,31276.324587,1708,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,28170
1802,17,1229.4795877547183,1229.4795877547183,0.0,14272.397541,0.0,14272.397541,1713,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,13660
1803,25,531.7027520173866,531.7027520173866,0.0,6172.2643678,0.0,6172.2643678,1730,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,18980
1804,10,856.1516742591606,856.1516742591606,0.0,9938.6253925,0.0,9938.6253925,1735,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37840
1805,18,722.7185332713607,722.7185332713607,0.0,8389.6685393,0.0,8389.6685393,1739,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2310
1806,9,963.834908642521,963.834908642521,0.0,10885.591434,0.0,10885.591434,1752,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,5790
1807,17,301.50355220837065,0.0,301.50355220837065,0.0,3500.0,3500.0,1775,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14000
1808,32,393.34991827614107,393.34991827614107,0.0,4442.5102915,0.0,4442.5102915,1788,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,16180
1809,22,585.7783300048344,585.7783300048344,0.0,6800.0,0.0,6800.0,1795,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,25940
1810,3,2563.673214816552,2563.673214816552,0.0,29760.366623,0.0,29760.366623,1800,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,31380
1811,14,498.8601459795641,0.0,498.8601459795641,0.0,5634.1471793,5634.1471793,182,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,10530
1812,0,0.0,0.0,0.0,0.0,0.0,0.0,1831,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9100
1813,14,180.00503136727892,180.00503136727892,0.0,2089.586027,0.0,2089.586027,1834,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,20270
1814,9,888.5474619101446,888.5474619101446,0.0,10035.291888,0.0,10035.291888,1847,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,22230
1815,11,2723.5138587462825,2723.5138587462825,0.0,31615.874625,0.0,31615.874625,1864,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,36260
1816,17,538.6711954134422,538.6711954134422,0.0,6083.7748228,0.0,6083.7748228,1898,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,21080
1817,12,1264.3708438390322,1264.3708438390322,0.0,14677.432226,0.0,14677.432226,1910,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,21140
1818,9,948.9021086512364,948.9021086512364,0.0,11015.317584,0.0,11015.317584,1915,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12860
1819,15,461.2481375973876,0.0,461.2481375973876,0.0,5354.3929077,5354.3929077,1942,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,20150
1820,18,722.7185332713607,722.7185332713607,0.0,8389.6685393,0.0,8389.6685393,195,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11490
1821,2,947.1775098831944,0.0,947.1775098831944,0.0,10995.297602,10995.297602,1981,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1822,9,2418.714394346738,2418.714394346738,0.0,28077.6140719,0.0,28077.6140719,1995,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,28690
1823,4,577.2880281536108,0.0,577.2880281536108,0.0,6701.4404432,6701.4404432,2017,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11690
1824,15,270.8548471328516,0.0,270.8548471328516,0.0,3144.2149123,3144.2149123,2034,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,22960
1825,17,604.7501201674659,604.7501201674659,0.0,7020.2337753,0.0,7020.2337753,2039,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29730
1826,7,1854.1082283549256,874.6397908840522,979.4684374708734,9878.2180746,11062.157157,20940.3752316,2060,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,18490
1827,12,531.2535829511756,0.0,531.2535829511756,0.0,6000.0,6000.0,207,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,11660
1828,0,0.0,0.0,0.0,0.0,0.0,0.0,2081,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,10070
1829,0,0.0,0.0,0.0,0.0,0.0,0.0,2090,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,14400
1830,11,980.9373105721002,0.0,980.9373105721002,0.0,11387.197802,11387.197802,2096,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,12400
1831,0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,26650
