,age_vehicule,depenses_carburants_corrigees_entd,depenses_diesel_corrigees_entd,depenses_essence_corrigees_entd,distance_diesel,distance_essence,distance,ident_men,vp_deplacements_pro,vp_domicile_travail,aides_logement,bat_49_74,bat_ap_74,bat_av_49,froid_cout,froid_impaye,froid_installation,froid_isolation,froid,isolation_fenetres,isolation_murs,isolation_toit,log_indiv,majorite_double_vitrage,ouest_sud,paris,petite_ville,rural,revdecm
0,21,1370.951750225057,1370.951750225057,0.0,12786.705746,0.0,12786.705746,10014,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,1746.693371692516,1746.693371692516,0.0,16291.203661,0.0,16291.203661,10093,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5920
2,12,754.5760510322922,0.0,754.5760510322922,0.0,7037.8420874,7037.8420874,10121,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
3,0,0.0,0.0,0.0,0.0,0.0,0.0,10123,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
4,2,550.6629053065977,550.6629053065977,0.0,6000.0,0.0,6000.0,10153,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6040
5,10,2480.150812987846,2480.150812987846,0.0,23132.074959,0.0,23132.074959,10170,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4010
6,8,2294.0961477869328,2294.0961477869328,0.0,21396.7649773,0.0,21396.7649773,10182,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,23390
7,3,2589.282741544392,2589.282741544392,0.0,24149.93562238,0.0,24149.93562238,10198,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,8570
8,13,649.0662130782487,0.0,649.0662130782487,0.0,6053.7642371,6053.7642371,10204,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1580
9,4,428.86784992418393,0.0,428.86784992418393,0.0,4000.0,4000.0,10208,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3510
10,7,0.0,0.0,0.0,0.0,0.0,0.0,10220,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11,16,1129.706730155075,0.0,1129.706730155075,0.0,10536.641815,10536.641815,10232,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7080
12,5,1027.8368650699465,1027.8368650699465,0.0,11199.267521,0.0,11199.267521,10244,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
13,29,322.935083436018,322.935083436018,0.0,3011.977545,0.0,3011.977545,10260,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,8240
14,1,0.0,0.0,0.0,0.0,0.0,0.0,10274,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,10110
15,10,1614.0250266485125,0.0,1614.0250266485125,0.0,15053.821609,15053.821609,10284,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14740
16,23,745.104280762029,0.0,745.104280762029,0.0,6949.5,6949.5,10302,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,4120
17,0,0.0,0.0,0.0,0.0,0.0,0.0,10339,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1230
18,0,0.0,0.0,0.0,0.0,0.0,0.0,10365,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5860
19,0,0.0,0.0,0.0,0.0,0.0,0.0,10366,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-660
20,20,214.433924962092,0.0,214.433924962092,0.0,2000.0,2000.0,1037,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
21,11,2185.867840807401,2185.867840807401,0.0,20387.3322861,0.0,20387.3322861,1041,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21380
22,20,214.433924962092,0.0,214.433924962092,0.0,2000.0,2000.0,10475,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2300
23,12,2213.299600104431,2213.299600104431,0.0,20643.185079,0.0,20643.185079,1048,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5600
24,4,0.0,0.0,0.0,0.0,0.0,0.0,1051,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0
25,0,0.0,0.0,0.0,0.0,0.0,0.0,10510,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17690
26,24,1248.393093176328,1248.393093176328,0.0,11643.615565,0.0,11643.615565,10513,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4010
27,20,1401.4925215306878,0.0,1401.4925215306878,0.0,15270.603936,15270.603936,10533,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7850
28,8,2185.867840807401,2185.867840807401,0.0,20387.3322861,0.0,20387.3322861,10535,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9510
29,0,0.0,0.0,0.0,0.0,0.0,0.0,1054,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16300
30,0,0.0,0.0,0.0,0.0,0.0,0.0,10545,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,10760
31,10,1469.672803609253,0.0,1469.672803609253,0.0,13707.465401,13707.465401,10557,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8280
32,0,0.0,0.0,0.0,0.0,0.0,0.0,10573,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
33,8,664.7622310907243,664.7622310907243,0.0,6200.1591512,0.0,6200.1591512,10583,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,14,568.5225902638484,568.5225902638484,0.0,5302.5433393,0.0,5302.5433393,10590,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2420
35,12,1438.0447589375071,0.0,1438.0447589375071,0.0,15668.875587,15668.875587,10600,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,690
36,6,525.0513195270953,0.0,525.0513195270953,0.0,4897.0919095,4897.0919095,10627,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310
37,11,1358.4637215593673,1358.4637215593673,0.0,14801.76393,0.0,14801.76393,1065,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16230
38,15,1138.6212645582068,1138.6212645582068,0.0,10619.786629,0.0,10619.786629,10669,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
39,0,0.0,0.0,0.0,0.0,0.0,0.0,1067,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
40,12,857.7356998483679,857.7356998483679,0.0,8000.0,0.0,8000.0,10714,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15980
41,5,1473.4461750856826,1473.4461750856826,0.0,13742.659193,0.0,13742.659193,10728,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11970
42,0,0.0,0.0,0.0,0.0,0.0,0.0,10752,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8690
43,11,1421.9818551759477,1421.9818551759477,0.0,15493.854859,0.0,15493.854859,10816,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27530
44,13,75.05187373673219,75.05187373673219,0.0,700.0,0.0,700.0,10828,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910
45,6,1259.29466474918,0.0,1259.29466474918,0.0,11745.293241,11745.293241,10857,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9470
46,3,1455.3478785896966,1455.3478785896966,0.0,13573.85851,0.0,13573.85851,1086,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6640
47,15,1159.56995616684,1159.56995616684,0.0,10815.172612,0.0,10815.172612,10867,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21880
48,0,0.0,0.0,0.0,0.0,0.0,0.0,10881,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
49,0,0.0,0.0,0.0,0.0,0.0,0.0,10884,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15490
50,0,0.0,0.0,0.0,0.0,0.0,0.0,10886,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7180
51,0,0.0,0.0,0.0,0.0,0.0,0.0,10890,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18550
52,11,1835.5430176886591,1835.5430176886591,0.0,20000.0,0.0,20000.0,10933,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2090
53,9,1390.913198979295,1390.913198979295,0.0,12972.883831,0.0,12972.883831,10939,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,7840
54,7,2488.382315941776,2488.382315941776,0.0,23208.849219,0.0,23208.849219,10950,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9850
55,25,663.6990072632822,0.0,663.6990072632822,0.0,6190.2425876,6190.2425876,10952,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,10080
56,31,573.6812834918012,390.1269817229353,183.5543017688659,4250.8072866,2000.0,6250.8072866,10971,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15380
57,9,1491.5581431382054,1491.5581431382054,0.0,13911.587389,0.0,13911.587389,10979,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17410
58,11,213.06004085294475,213.06004085294475,0.0,2321.4932998,0.0,2321.4932998,1100,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0
59,6,802.0047364688132,802.0047364688132,0.0,7480.2038587,0.0,7480.2038587,11001,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0
60,9,2515.687683133722,2515.687683133722,0.0,23463.5231676,0.0,23463.5231676,11018,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,20870
61,0,0.0,0.0,0.0,0.0,0.0,0.0,11080,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7640
62,0,0.0,0.0,0.0,0.0,0.0,0.0,11088,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,640
63,0,0.0,0.0,0.0,0.0,0.0,0.0,11096,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
64,0,0.0,0.0,0.0,0.0,0.0,0.0,11106,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,7840
65,14,685.8665664434832,685.8665664434832,0.0,7473.1734406,0.0,7473.1734406,11107,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,11000
66,0,0.0,0.0,0.0,0.0,0.0,0.0,11114,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
67,17,214.433924962092,214.433924962092,0.0,2000.0,0.0,2000.0,11130,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14960
68,15,1832.6789619340557,0.0,1832.6789619340557,0.0,17093.181149,17093.181149,1115,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5610
69,25,1574.29840630127,1574.29840630127,0.0,14683.296093,0.0,14683.296093,11151,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910
70,13,209.7264258808364,0.0,209.7264258808364,0.0,2285.1703704,2285.1703704,11183,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15210
71,9,1824.2696314993611,0.0,1824.2696314993611,0.0,17014.748313,17014.748313,11189,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7850
72,11,1146.4207079204566,1146.4207079204566,0.0,10692.53112,0.0,10692.53112,11217,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6320
73,12,550.6629053065977,550.6629053065977,0.0,6000.0,0.0,6000.0,11246,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540
74,4,1383.9478504293827,1383.9478504293827,0.0,15079.437933,0.0,15079.437933,11247,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,16010
75,12,244.96986775456483,0.0,244.96986775456483,0.0,2284.8051473,2284.8051473,11254,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,21,214.433924962092,0.0,214.433924962092,0.0,2000.0,2000.0,11264,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2390
77,10,2550.052791511789,2550.052791511789,0.0,27785.268631,0.0,27785.268631,1127,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2540
78,8,1072.1696248104597,1072.1696248104597,0.0,10000.0,0.0,10000.0,11271,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6600
79,15,1818.9718664745144,1818.9718664745144,0.0,19819.441429,0.0,19819.441429,11277,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0
80,8,1614.0250266485125,0.0,1614.0250266485125,0.0,15053.821609,15053.821609,11278,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
81,0,0.0,0.0,0.0,0.0,0.0,0.0,11279,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,7640
82,10,3070.6310631628826,3070.6310631628826,0.0,28639.41481,0.0,28639.41481,11300,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15170
83,0,0.0,0.0,0.0,0.0,0.0,0.0,11312,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8000
84,15,3012.839211923667,3012.839211923667,0.0,28100.39701,0.0,28100.39701,11318,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20920
85,20,978.5460072443082,0.0,978.5460072443082,0.0,9126.7835294,9126.7835294,11323,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,540
86,4,1383.9478504293827,1383.9478504293827,0.0,15079.437933,0.0,15079.437933,11335,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,7100
87,0,0.0,0.0,0.0,0.0,0.0,0.0,11339,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
88,7,0.0,0.0,0.0,0.0,0.0,0.0,11341,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26670
89,11,1682.3669201005516,1682.3669201005516,0.0,15691.238412,0.0,15691.238412,11344,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,18510
90,11,2550.052791511789,2550.052791511789,0.0,27785.268631,0.0,27785.268631,11360,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4250
91,8,206.12830241807904,0.0,206.12830241807904,0.0,1922.5344353,1922.5344353,11371,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7420
92,17,1098.1396559200823,1098.1396559200823,0.0,10242.219426,0.0,10242.219426,11379,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,25600
93,9,1072.1696248104597,1072.1696248104597,0.0,10000.0,0.0,10000.0,11399,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8560
94,10,576.8429315846357,0.0,576.8429315846357,0.0,5380.1461843,5380.1461843,11406,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,15180
95,13,1835.216030935065,1835.216030935065,0.0,19996.437166,0.0,19996.437166,11411,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,4880
96,4,5807.987792142753,5807.987792142753,0.0,63283.592225,0.0,63283.592225,11442,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16810
97,6,1331.9029371805195,1331.9029371805195,0.0,12422.502059,0.0,12422.502059,11490,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2790
98,12,550.6629053065977,550.6629053065977,0.0,6000.0,0.0,6000.0,11584,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,10220
99,13,2349.2011930567,107.21696248104598,2241.984230575654,1000.0,20910.723254,21910.723254,11610,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12350
100,0,0.0,0.0,0.0,0.0,0.0,0.0,11611,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
101,9,1715.1324233630046,1715.1324233630046,0.0,15996.8384076,0.0,15996.8384076,11619,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,33860
102,0,0.0,0.0,0.0,0.0,0.0,0.0,11631,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140
103,2,792.2062288419116,792.2062288419116,0.0,7388.8143304,0.0,7388.8143304,11672,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
104,13,2079.7434314932657,2079.7434314932657,0.0,19397.522401,0.0,19397.522401,11692,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,21680
105,0,0.0,0.0,0.0,0.0,0.0,0.0,11707,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10700
106,1,857.7356998483679,0.0,857.7356998483679,0.0,8000.0,8000.0,11712,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4660
107,0,0.0,0.0,0.0,0.0,0.0,0.0,11722,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6280
108,0,0.0,0.0,0.0,0.0,0.0,0.0,11739,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
109,2,1876.953580121892,1876.953580121892,0.0,17506.125306,0.0,17506.125306,11757,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,16330
110,6,160.82544372156897,160.82544372156897,0.0,1500.0,0.0,1500.0,11773,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,28410
111,11,1297.7100598145175,0.0,1297.7100598145175,0.0,12103.589113,12103.589113,11784,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
112,18,2538.784272331022,2538.784272331022,0.0,27662.487317,0.0,27662.487317,11785,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5020
113,15,1221.7538891344966,0.0,1221.7538891344966,0.0,13312.17931,13312.17931,11796,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1580
114,19,263.5779344020795,0.0,263.5779344020795,0.0,2871.9341564,2871.9341564,11800,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15330
