,aba,agepr,ancons,coml13,depenses_combustibles_liquides,depenses_combustibles_solides,depenses_electricite,depenses_energies,depenses_gaz_liquefie,depenses_gaz_ville,dip14pr,gchauf_2,gchauf_6,gchauf_7,gchaufs_1,gchaufs_2,gchaufs_3,gchaufs_4,gchaufs_5,htl,iaatcd,iaatr,idlog,isolation_fenetres,isolation_murs,isolation_toit,kusa_5,majorite_double_vitrage,mtypmena,nactifs,nbphab,npers,ocde10,plus_14,plus_18,pondmen,poste_04_5_1_1_1,revtot,soc,stalog,surfhab_d,zeat,fioul,gaz_ville,electricite,strate,rural,petite_ville,moyenne_ville,grande_ville,paris,bat_av_49,bat_49_74,bat_ap_74,log_indiv,log_colec,ouest_sud,est_nord,froid,froid_installation,froid_cout,froid_isolation,froid_impaye,aides_logement,part_energies_revtot,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_2,donation_class_3,donation_class_4
8414,2,59.0,8,0.0,0.0,0.0,429.5819604650597,1600.0,0.0,1915.7273562677242,50,0,0,0,0,0,0,0,0,1,1999.0,6,108422,2,1,2,0,1,42,1.0,6.0,2.0,1.5,2,2,1614.50523761245,320.0,22240.037591245462,1,2,120.0,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.07194232444237512,14826.691727496975,3,2,3_0,3_1_0,3_0_0,3_0_0_0
8415,2,89.0,2,0.0,0.0,0.0,796.0690704868138,2607.0,0.0,3014.277262127497,71,0,0,0,0,0,0,0,0,1,,2,108423,2,1,2,0,2,11,0.0,5.0,1.0,1.0,1,1,944.838960413347,593.0,23167.79963505478,0,1,95.0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.11252687096168577,23167.79963505478,6,3,6,6_1,6_1,6_0_1
8416,2,53.0,7,,0.0,0.0,,456.0,0.0,,33,0,0,0,0,0,0,0,0,2,,5,108424,2,1,0,0,2,32,1.0,3.0,2.0,1.3,1,1,118.18100356284391,0.0,51669.80250734713,2,3,70.0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.008825270813356788,39746.00192872856,9,5,9,9_0,9_2,9_0_0
8417,2,53.0,8,0.0,0.0,0.0,594.702526518817,3895.0,0.0,1845.3842424047687,31,0,0,0,0,0,0,0,0,1,2003.0,6,108425,2,1,1,0,1,43,2.0,8.0,3.0,2.0,3,3,940.400654228897,443.0,97902.09658378751,0,1,173.0,5,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.039784643392866914,48951.048291893756,10,5,10,10_1,10_1,10_0_0
8418,2,38.0,5,0.0,0.0,0.0,0.0,217.0,0.0,0.0,50,0,0,0,0,0,0,0,0,2,,3,108426,1,1,0,1,1,12,1.0,2.0,1.0,1.0,1,1,243.698166570718,0.0,17095.399154893756,2,3,46.0,1,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.012693473725524639,17095.399154893756,4,2,4_0,4_0_0,4_4_0,4_0_0_0
8419,2,57.0,1,0.0,0.0,0.0,515.4983525580716,928.0,0.0,814.1841264137828,10,0,0,0,0,0,0,0,0,2,,1,108427,2,1,0,0,2,11,0.0,3.0,1.0,1.0,1,1,938.368529330551,384.0,60300.28583268785,0,1,55.0,1,0,1,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.015389645126639609,60300.28583268785,10,5,10,10_0,10_4,10_1_0
8420,2,30.0,6,0.0,0.0,0.0,2215.031983647964,1650.0,0.0,0.0,20,0,0,0,0,0,0,0,0,2,,4,108428,2,1,0,0,1,42,1.0,4.0,5.0,2.4,2,2,262.645926801151,1650.0,40045.61188612284,1,2,94.0,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.04120301631779488,16685.67161921785,4,2,4_0,4_0_0,4_4_0,4_0_0_0
8421,2,90.0,2,0.0,0.0,0.0,577.250759374924,555.0,0.0,187.08274963551995,70,2,1,2,2,1,2,2,2,2,,2,108429,1,2,0,1,2,11,0.0,2.0,1.0,1.0,1,1,641.578466826212,430.0,10150.927561837456,2,3,60.0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0.05467480647645735,10150.927561837456,2,1,2_0,2_0_0,2_2_0,2_0_1_0
8422,0,83.0,2,0.0,0.0,0.0,335.61090661332787,1130.0,0.0,1317.0625574340604,70,2,2,2,2,1,2,2,2,1,,2,108430,1,2,2,0,1,11,0.0,3.0,1.0,1.0,1,1,1129.4602579851,250.0,24545.0,5,0,46.0,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.04603788959054797,24545.0,7,4,7,7_1,7_3,7_0_1
8423,2,67.0,1,0.0,0.0,0.0,950.4500875289446,836.0,140.40922362960634,0.0,60,0,0,0,0,0,0,0,0,1,,1,108431,2,1,2,0,1,41,0.0,4.0,2.0,1.5,2,2,884.058752906889,708.0,44725.183009254266,0,1,110.0,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.018691930222555376,29816.788672836177,8,4,8,8_1,8_0,8_1_0
8424,2,48.0,9,,0.0,0.0,,1000.0,0.0,,33,0,0,0,0,0,0,0,0,1,2004.0,6,108432,2,2,0,0,1,43,2.0,5.0,4.0,2.3,3,2,146.117611309136,1000.0,90470.52864890403,1,2,120.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.011053323274817783,39335.01245604523,9,5,9,9_1,9_2,9_0_0
8425,2,49.0,2,0.0,0.0,1273.5148661402027,295.33759781972856,1198.0,0.0,118.2362977696486,30,0,0,0,0,0,0,0,0,8,,2,108433,1,2,0,1,1,12,1.0,4.0,1.0,1.0,1,1,338.300505959537,220.0,20088.58927798878,2,3,78.0,8,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.059635845176677374,20088.58927798878,5,3,5,5_0,5_3,5_0_1
8426,1,41.0,2,0.0,0.0,0.0,469.855269258659,650.0,0.0,448.99859912524784,71,2,2,2,2,2,2,2,1,8,,2,108434,2,2,0,0,1,31,1.0,3.0,3.0,2.0,3,2,416.744541190908,350.0,10837.753458626292,2,3,60.0,9,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0.0599755292904023,5418.876729313146,1,1,1_1,1_0_1,1_3_1,1_0_1_1
8427,2,91.0,2,,0.0,0.0,,498.0,151.37869422566934,,71,0,0,0,0,0,0,0,0,1,,2,108435,2,3,0,0,2,21,0.0,4.0,2.0,1.5,2,2,91.52532425605514,360.0,15159.135360117358,0,1,100.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.032851477882452566,10106.090240078238,2,1,2_0,2_1_0,2_1_0,2_0_1_0
8428,1,35.0,5,0.0,0.0,0.0,0.0,871.0,0.0,0.0,50,0,0,0,0,0,0,0,0,1,,3,108436,1,2,2,0,1,42,1.0,4.0,3.0,1.8,2,2,987.609633709372,0.0,27965.838535107538,2,3,81.0,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.031145141559283867,15536.576963948632,3,2,3_1,3_1_1,3_0_1,3_0_0_1
8429,2,45.0,2,0.0,0.0,0.0,604.0996319039901,450.0,0.0,0.0,70,0,0,0,0,0,0,0,0,2,,2,108437,2,1,0,1,1,43,2.0,3.0,2.0,1.5,2,2,1061.19774056556,450.0,23805.86455331412,2,3,70.0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.018902905164070317,15870.57636887608,3,2,3_0,3_0_0,3_4_0,3_0_1_0
8430,2,59.0,9,0.0,0.0,0.0,4698.552692586591,3865.0,0.0,0.0,20,0,0,0,0,0,0,0,0,1,2005.0,6,108438,2,1,1,0,1,43,2.0,5.0,2.0,1.5,2,2,922.988854957382,3500.0,260473.52251778706,1,2,180.0,9,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.014838360393179961,173649.01501185805,10,5,10,10_1,10_3,10_0_0
8431,2,57.0,1,0.0,0.0,460.39191490051826,2013.6654396799672,2025.0,219.38941192125992,0.0,60,2,2,2,1,1,2,2,2,1,,1,108439,2,2,1,0,1,11,0.0,3.0,1.0,1.0,1,1,855.087271884837,1500.0,12851.577194652433,0,1,90.0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.15756820889210443,12851.577194652433,2,1,2_0,2_1_0,2_0_0,2_1_0_0
8432,1,48.0,2,0.0,0.0,0.0,966.5594110463843,960.0,0.0,359.19887930019826,50,0,0,0,0,0,0,0,0,2,,2,108440,2,2,0,1,1,43,3.0,4.0,6.0,3.3,5,3,271.344401832477,720.0,38211.35551075672,2,3,70.0,4,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.025123421746442737,11579.19863962325,2,1,2_1,2_0_1,2_3_1,2_0_1_1
8433,2,42.0,9,0.0,0.0,169.9908608863452,2886.2537968746196,2270.0,0.0,0.0,50,0,0,0,0,0,0,0,0,1,2006.0,6,108441,2,1,1,0,1,43,2.0,3.0,3.0,1.8,2,2,2382.34414701811,2150.0,28788.479242600537,1,2,100.0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.07885098691287956,15993.59957922252,3,2,3_0,3_1_0,3_0_0,3_0_0_0
8434,2,50.0,7,,0.0,0.0,,480.0,197.4504707291339,,31,0,0,0,0,0,0,0,0,1,,5,108442,2,2,0,0,2,42,1.0,4.0,2.0,1.5,2,2,42.60848796401718,300.0,38808.0,0,1,100.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.012368583797155226,25872.0,7,4,7,7_1,7_2,7_0_0
8435,1,39.0,5,0.0,0.0,0.0,536.9774505813245,892.0,0.0,736.3577025654065,50,0,0,0,0,0,0,0,0,2,,3,108443,2,1,0,1,1,43,2.0,5.0,5.0,2.8,4,2,283.700966594731,400.0,20707.835996089823,2,3,93.0,2,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0430754811931306,7395.655712889223,1,1,1_1,1_0_1,1_3_1,1_0_0_1
8436,2,71.0,6,0.0,0.0,0.0,2099.581831772979,1594.0,32.908411788188985,0.0,50,0,0,0,0,0,0,0,0,1,,4,108444,2,1,2,0,1,11,0.0,5.0,1.0,1.0,1,1,1612.97045690788,1564.0,15779.603829564549,0,1,105.0,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.1010164778036755,15779.603829564549,3,2,3_0,3_1_0,3_1_0,3_0_0_0
8437,2,71.0,1,0.0,0.0,0.0,469.855269258659,1140.0,0.0,1182.362977696486,50,2,2,2,1,2,2,2,2,2,,1,108445,2,1,0,0,1,11,0.0,4.0,1.0,1.0,1,1,1471.22310358067,350.0,23421.16801466023,2,3,75.0,8,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0.04867391751284262,23421.16801466023,6,3,6,6_0,6_3,6_1_0
8438,2,45.0,2,0.0,751.2373878068078,0.0,671.2218132266557,1600.0,109.69470596062996,0.0,50,0,0,0,0,0,0,0,0,1,,2,108446,2,2,5,0,1,43,3.0,3.0,3.0,2.0,3,3,1258.36420870765,500.0,74140.60351335918,0,1,65.0,8,1,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.021580617423915368,37070.30175667959,9,5,9,9_1,9_2,9_0_1
8439,2,57.0,2,0.0,0.0,0.0,617.5240681685233,680.0,82.27102947047247,0.0,71,0,0,0,0,0,0,0,0,2,,2,108447,2,1,0,1,1,42,2.0,5.0,3.0,2.0,3,3,374.608874010911,460.0,52380.82191010514,2,3,70.0,2,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.012981850517103408,26190.41095505257,7,4,7,7_0,7_2,7_0_1
8440,2,47.0,1,0.0,0.0,283.318101477242,805.4661758719869,1790.0,1085.9775890102367,0.0,71,2,2,2,1,1,2,2,2,2,,1,108448,2,2,0,0,1,42,1.0,2.0,6.0,3.0999999999999996,4,3,423.856181957152,600.0,14234.785183948596,2,3,50.0,9,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0.1257482973482759,4591.866188370515,1,1,1_0,1_0_0,1_2_0,1_1_0_0
8441,2,89.0,1,0.0,0.0,0.0,349.035342877861,2620.0,0.0,3532.122313118616,50,0,0,0,0,0,0,0,0,1,,1,108449,1,3,4,0,2,11,0.0,4.0,1.0,1.0,1,1,256.06731267347,260.0,16721.63875243673,0,1,75.0,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.15668320783560793,16721.63875243673,4,2,4_0,4_1_0,4_3_0,4_1_0_0
8442,2,30.0,7,0.0,0.0,0.0,724.9195582847882,690.0,164.54205894094494,0.0,41,0,0,0,0,0,0,0,0,2,,5,108450,2,1,0,0,1,43,2.0,3.0,3.0,1.8,2,2,2873.10612371834,540.0,29645.698584947975,2,3,67.0,7,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.02327487739993194,16469.83254719332,4,2,4_0,4_0_0,4_1_0,4_0_0_0
8443,1,63.0,7,,0.0,0.0,,733.0,100.91912948377956,,71,0,0,0,0,0,0,0,0,1,,5,108451,2,2,0,0,1,21,0.0,4.0,3.0,1.6,1,1,37.71523486049669,641.0,21514.140374035458,2,3,55.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.03407061529098453,13446.337733772161,3,2,3_1,3_1_1,3_1_1,3_0_0_1
8444,2,60.0,2,0.0,0.0,0.0,805.4661758719869,600.0,0.0,0.0,71,0,0,0,0,0,0,0,0,2,,2,108452,1,2,0,1,1,43,3.0,3.0,3.0,2.0,3,3,617.16185298835,600.0,37600.9944863142,2,3,80.0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.015957024759501632,18800.4972431571,5,3,5,5_0,5_4,5_0_1
8445,2,98.0,2,0.0,0.0,0.0,2537.218453996759,2285.0,433.2940885444883,0.0,71,2,2,2,2,1,1,2,2,1,,2,108453,1,3,2,0,2,11,0.0,3.0,1.0,1.0,1,1,1673.83671862301,1890.0,21462.850540942476,2,3,70.0,7,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.10646302529298893,21462.850540942476,6,3,6,6_1,6_2,6_0_1
8446,2,54.0,2,0.0,0.0,0.0,912.8616659882518,1605.0,0.0,1384.4123473028476,60,1,2,2,1,1,2,2,2,1,,2,108454,2,2,3,0,1,41,0.0,4.0,2.0,1.5,2,2,304.352521892238,680.0,19848.72632411541,2,3,110.0,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.08086161166170089,13232.48421607694,2,1,2_0,2_1_0,2_3_0,2_0_1_0
8447,2,70.0,1,0.0,1126.8560817102116,0.0,939.710538517318,2550.0,383.93147086220483,0.0,71,2,2,2,2,1,2,2,2,1,,1,108455,1,2,1,0,2,41,0.0,5.0,2.0,1.5,2,2,1453.88217432632,700.0,28562.90378915737,0,1,120.0,7,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.08927663723630205,19041.935859438247,5,3,5,5_1,5_1,5_1_0
8449,2,58.0,2,0.0,0.0,0.0,382.59643353919375,875.0,0.0,883.030578279654,50,0,0,0,0,0,0,0,0,2,,2,108457,2,1,0,0,1,12,1.0,4.0,1.0,1.0,1,1,1354.94608836593,285.0,21744.633590765443,2,3,72.0,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.04023981348536482,21744.633590765443,6,3,6,6_0,6_3,6_0_1
8450,1,44.0,7,0.0,0.0,0.0,2550.642890261292,1980.0,87.75576476850397,0.0,71,0,0,0,0,0,0,0,0,1,,5,108458,2,1,2,0,1,42,1.0,5.0,6.0,3.0999999999999996,4,2,1443.40332867108,1900.0,35934.14706193775,2,3,90.0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.05510079303085115,11591.660342560566,2,1,2_1,2_1_1,2_0_1,2_0_0_1
8451,2,52.0,2,0.0,0.0,0.0,608.1269627833501,555.0,0.0,152.65952370258427,50,0,0,0,0,0,0,0,0,2,,2,108459,1,1,0,1,1,42,2.0,4.0,3.0,2.0,3,3,1432.1253035613,453.0,38612.89536390882,0,1,100.0,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.014373436510507168,19306.44768195441,5,3,5,5_0,5_3,5_0_1
8452,2,63.0,2,0.0,0.0,0.0,469.855269258659,574.0,72.39850593401577,0.0,50,2,1,2,2,1,2,2,2,2,,2,108460,1,1,0,1,2,12,1.0,4.0,1.0,1.0,1,1,357.120331472385,350.0,15499.557554421946,0,1,80.0,2,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0.03703331517590582,15499.557554421946,3,2,3_0,3_0_0,3_2_0,3_0_1_0
8453,2,57.0,2,320.0,0.0,0.0,158.7926815797817,320.0,0.0,301.89723794670994,70,0,0,0,0,0,0,0,0,2,,2,108461,1,2,0,1,2,42,1.0,4.0,2.0,1.5,2,2,371.05684855487,0.0,36824.41996923194,2,3,70.0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00868988568638341,24549.613312821293,7,4,7,7_0,7_2,7_0_1
8454,2,69.0,9,,0.0,0.0,,890.0,252.2978237094489,,71,0,0,0,0,0,0,0,0,2,2009.0,6,108462,2,1,0,0,2,21,1.0,1.0,2.0,1.5,2,2,196.55296636041243,660.0,25926.88378260422,2,3,28.0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.03432730317544564,17284.589188402813,4,2,4_0,4_0_0,4_2_0,4_0_0_0
8456,1,38.0,2,0.0,0.0,0.0,0.0,353.0,0.0,0.0,50,0,0,0,0,0,0,0,0,2,,2,108464,2,2,0,1,1,43,2.0,3.0,4.0,2.3,3,3,586.791759252481,0.0,21817.5715191072,2,3,56.0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0.01617961924363822,9485.900660481393,1,1,1_1,1_0_1,1_4_1,1_0_1_1
8457,2,38.0,9,0.0,450.74243268408463,0.0,1159.8712932556612,1489.0,27.42367649015749,0.0,43,0,0,0,0,0,0,0,0,1,2005.0,6,108465,2,1,1,0,1,43,2.0,5.0,4.0,2.1,2,2,695.403590172103,864.0,49615.74397565507,1,2,130.0,5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.030010635348541925,23626.544750311936,6,3,6,6_1,6_0,6_0_0
8458,2,75.0,6,0.0,0.0,0.0,1610.9323517439739,1200.0,0.0,0.0,31,0,0,0,0,0,0,0,0,1,,4,108466,2,1,2,0,1,41,0.0,4.0,2.0,1.5,2,2,578.677306855648,1200.0,70406.56265343048,0,1,100.0,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.017043865724660986,46937.70843562032,10,5,10,10_1,10_4,10_0_0
8459,2,84.0,2,0.0,0.0,0.0,532.9501197019647,479.0,0.0,122.72628376090108,10,0,0,0,0,0,0,0,0,2,,2,108467,2,2,0,1,1,41,0.0,4.0,2.0,1.5,2,2,1582.48561103272,397.0,42213.993621154885,0,1,88.0,7,0,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.011346948225243408,28142.662414103255,8,4,8,8_0,8_2,8_0_1
8460,2,59.0,2,0.0,0.0,0.0,651.085158829856,1906.0,0.0,2126.7566978565906,33,0,0,0,0,0,0,0,0,1,,2,108468,2,1,2,0,1,42,1.0,5.0,2.0,1.5,2,2,1319.63789315337,485.0,81266.43115243688,0,1,90.0,7,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.02345371850309002,54177.62076829126,10,5,10,10_1,10_3,10_0_1
8461,2,80.0,1,0.0,0.0,0.0,1342.4436264533115,1120.0,131.63364715275594,0.0,50,0,0,0,0,0,0,0,0,1,,1,108469,2,3,2,0,1,41,0.0,4.0,2.0,1.5,2,2,1582.9713715166,1000.0,25539.011434213837,0,1,80.0,2,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.043854477409394556,17026.007622809226,4,2,4_0,4_1_0,4_2_0,4_1_0_0
8462,1,42.0,7,,0.0,0.0,,974.0,48.26567062267718,,71,2,2,2,2,1,2,2,2,2,,5,108470,2,3,0,0,1,32,1.0,4.0,3.0,1.6,1,1,126.34205554870161,930.0,9438.015412786852,2,3,80.0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0.10319966194168334,5898.759632991782,1,1,1_1,1_0_1,1_2_1,1_0_0_1
8463,1,33.0,2,0.0,0.0,0.0,496.70414178772523,690.0,0.0,478.93183906693105,71,0,0,0,0,0,0,0,0,2,,2,108471,1,3,0,1,2,42,1.0,3.0,4.0,2.1,2,2,334.894873590808,370.0,18659.36280403492,2,3,60.0,9,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.03697875470060498,8885.410859064248,1,1,1_1,1_0_1,1_3_1,1_0_1_1
8464,2,37.0,2,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,41,0,0,0,0,0,0,0,0,1,,2,108472,2,1,2,0,1,43,2.0,4.0,2.0,1.5,2,2,1701.04533611463,0.0,24222.0,2,3,55.0,9,0,0,0,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.05181240194864173,16148.0,4,2,4_0,4_1_0,4_3_0,4_0_1_0
8465,2,42.0,7,0.0,0.0,0.0,312.78936496362155,233.0,0.0,0.0,42,0,0,0,0,0,0,0,0,2,,5,108473,2,1,0,1,1,12,1.0,2.0,1.0,1.0,1,1,1304.7650222874,233.0,32526.21890658224,2,3,45.0,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.007163451757770973,32526.21890658224,8,4,8,8_0,8_3,8_0_0
8466,2,34.0,2,0.0,0.0,0.0,2550.642890261292,1900.0,0.0,0.0,43,0,0,0,0,0,0,0,0,1,,2,108474,1,1,2,0,2,43,2.0,5.0,4.0,2.1,2,2,1638.16365679267,1900.0,48739.78936229356,2,3,150.0,8,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.03898252382415695,23209.423505854076,6,3,6,6_1,6_2,6_0_1
8467,1,35.0,2,0.0,0.0,0.0,692.7009112499087,516.0,0.0,0.0,71,0,0,0,0,0,0,0,0,2,,2,108475,2,1,0,1,1,31,1.0,5.0,4.0,2.3,3,2,257.193661179859,516.0,13105.156151135761,2,3,85.0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.03937381546997292,5697.89397875468,1,1,1_1,1_0_1,1_3_1,1_0_1_1
8468,2,50.0,1,0.0,0.0,0.0,2147.909802325298,3000.0,1535.7258834488193,0.0,10,0,0,0,0,0,0,0,0,1,,1,108476,2,1,2,0,1,32,2.0,7.0,3.0,1.8,2,1,644.089905157398,1600.0,25614.564802765955,0,1,164.0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1171208655349104,14230.31377931442,3,2,3_0,3_1_0,3_0_0,3_1_0_0
8469,1,34.0,2,450.0,0.0,0.0,223.30220847156804,450.0,0.0,424.5429908625608,31,2,2,2,1,1,2,2,2,2,,2,108477,2,3,0,1,1,43,2.0,4.0,6.0,2.8999999999999995,3,3,303.505040986352,0.0,9983.004444444443,2,3,125.0,2,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0.04507661020329663,3442.415325670498,1,1,1_1,1_0_1,1_2_1,1_0_1_1
8470,2,69.0,2,0.0,0.0,0.0,268.4887252906623,294.0,0.0,140.68622772591098,70,2,1,2,1,1,2,2,2,2,,2,108478,2,3,0,1,1,11,0.0,3.0,1.0,1.0,1,1,310.216828057597,200.0,16800.816271154767,2,3,65.0,3,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0.017499149758858266,16800.816271154767,4,2,4_0,4_0_0,4_3_0,4_0_1_0
8471,2,57.0,8,,0.0,0.0,,632.0,144.79701186803155,,20,0,0,0,0,0,0,0,0,1,2003.0,6,108479,2,1,0,0,1,22,1.0,5.0,2.0,1.5,2,2,138.62086477767136,500.0,61960.88616784348,1,2,180.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.010199983232776873,41307.257445228985,9,5,9,9_1,9_2,9_0_0
8472,2,86.0,2,,0.0,0.0,,300.0,0.0,,71,0,0,0,0,0,0,0,0,1,,2,108480,1,3,0,0,1,11,0.0,5.0,1.0,1.0,1,1,94.9455381875873,300.0,9447.12,0,1,80.0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.03175570967659985,9447.12,1,1,1_0,1_1_0,1_2_0,1_0_1_0
8473,2,39.0,2,0.0,0.0,0.0,402.73308793599347,300.0,0.0,0.0,31,0,0,0,0,0,0,0,0,2,,2,108481,2,2,0,1,1,43,2.0,3.0,4.0,2.1,2,2,879.905625219465,300.0,120920.96202161598,1,2,50.0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.002480959421629243,57581.4104864838,10,5,10,10_0,10_4,10_0_1
8474,1,46.0,2,0.0,0.0,0.0,1476.6879890986427,1100.0,0.0,0.0,41,0,0,0,0,0,0,0,0,2,,2,108482,2,2,0,0,2,32,1.0,1.0,2.0,1.3,1,1,971.740346700837,1100.0,10887.846667337573,2,3,25.0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0.10103007817880899,8375.266667182748,1,1,1_1,1_0_1,1_4_1,1_0_1_1
8475,2,89.0,7,,0.0,0.0,,400.0,96.53134124535435,,71,0,0,0,0,0,0,0,0,1,,5,108483,1,3,0,0,2,11,0.0,4.0,1.0,1.0,1,1,119.64292257518935,312.0,11645.121363145368,0,1,70.0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.034349148242106366,11645.121363145368,2,1,2_0,2_1_0,2_3_0,2_0_0_0
8476,1,43.0,1,0.0,0.0,0.0,213.44853660607652,1215.0,0.0,1580.4750689208724,10,2,2,2,1,1,1,2,2,2,,1,108484,1,3,0,0,1,12,1.0,1.0,1.0,1.0,1,1,2067.41822367127,159.0,4848.0,2,3,40.0,4,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0.2506188118811881,4848.0,1,1,1_1,1_0_1,1_3_1,1_1_0_1
8477,2,41.0,8,0.0,0.0,0.0,2282.1541649706296,3910.0,0.0,3307.6230135559927,12,0,0,0,0,0,0,0,0,1,2000.0,6,108485,2,1,1,0,1,43,2.0,6.0,4.0,2.3,3,2,543.341145751496,1700.0,182245.87400495724,1,2,180.0,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.021454532352779877,79237.33652389445,10,5,10,10_1,10_4,10_0_0
