,aba,agepr,ancons,coml13,depenses_combustibles_liquides,depenses_combustibles_solides,depenses_electricite,depenses_energies,depenses_gaz_liquefie,depenses_gaz_ville,dip14pr,gchauf_2,gchauf_6,gchauf_7,gchaufs_1,gchaufs_2,gchaufs_3,gchaufs_4,gchaufs_5,htl,iaatcd,iaatr,idlog,isolation_fenetres,isolation_murs,isolation_toit,kusa_5,majorite_double_vitrage,mtypmena,nactifs,nbphab,npers,ocde10,plus_14,plus_18,pondmen,poste_04_5_1_1_1,revtot,soc,stalog,surfhab_d,zeat,fioul,gaz_ville,electricite,strate,rural,petite_ville,moyenne_ville,grande_ville,paris,bat_av_49,bat_49_74,bat_ap_74,log_indiv,log_colec,ouest_sud,est_nord,froid,froid_installation,froid_cout,froid_isolation,froid_impaye,aides_logement,part_energies_revtot,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_2,donation_class_3,donation_class_4
17351,0,68.0,5,0.0,0.0,70.8295253693105,536.9774505813245,1450.0,0.0,1496.6619970841596,31,0,0,0,0,0,0,0,0,1,,3,117370,2,1,3,0,1,12,1.0,5.0,1.0,1.0,1,1,1078.60106574257,400.0,40596.10439191477,0,1,250.0,7,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.035717712862340205,40596.10439191477,9,5,9,9_1,9_1,9_0_0
17352,2,73.0,2,,0.0,0.0,,504.0,138.21532951039376,,71,0,0,0,0,0,0,0,0,1,,2,117371,2,1,0,0,1,41,0.0,6.0,2.0,1.5,2,2,91.9141399889666,378.0,22801.38191849973,0,1,100.0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.022103923428916532,15200.92127899982,3,2,3_0,3_1_0,3_2_0,3_0_1_0
17353,2,85.0,8,0.0,0.0,0.0,177.2025586918371,421.0,0.0,432.5353171573221,42,0,0,0,0,0,0,0,0,2,2001.0,6,117372,2,1,0,0,1,11,0.0,4.0,1.0,1.0,1,1,2636.63587912784,132.0,34436.93903556325,0,1,85.0,2,0,1,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.012225244513318405,34436.93903556325,9,5,9,9_0,9_2,9_0_0
17354,2,78.0,2,0.0,0.0,0.0,554.4292177252177,1783.0,49.36261768228348,1983.0771461365114,50,0,0,0,0,0,0,0,0,1,,2,117373,2,1,2,0,1,41,0.0,3.0,2.0,1.5,2,2,915.793504123268,413.0,41856.24703358987,0,1,70.0,2,0,1,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.04259818130777785,27904.16468905991,7,4,7,7_1,7_2,7_0_1
17355,1,94.0,6,700.0,0.0,0.0,347.3589909557725,700.0,0.0,660.400208008428,71,0,0,0,0,0,0,0,0,2,,4,117374,2,1,0,0,2,11,0.0,2.0,1.0,1.0,1,1,399.239916667792,0.0,12149.008119901999,2,3,50.0,2,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.057617872429708,12149.008119901999,2,1,2_1,2_0_1,2_3_1,2_0_0_1
17356,1,34.0,9,0.0,0.0,0.0,998.7780580812638,744.0,0.0,0.0,50,0,0,0,0,0,0,0,0,2,2008.0,6,117375,2,1,0,0,1,32,1.0,5.0,4.0,1.9,1,1,792.177288673341,744.0,17967.998750895724,2,3,80.0,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0.041406948559750474,9456.841447839855,1,1,1_1,1_0_1,1_4_1,1_0_0_1
17357,1,66.0,7,,0.0,0.0,,364.0,70.20461181480317,,71,2,2,1,2,1,2,2,2,2,,5,117376,2,1,0,0,1,11,0.0,4.0,1.0,1.0,1,1,99.20481962811965,300.0,10695.405525230388,2,3,73.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.03403330515531426,10695.405525230388,2,1,2_1,2_0_1,2_1_1,2_0_0_1
17358,2,23.0,2,0.0,150.24747756136153,849.954304431726,1494.1397562425357,2045.0,144.79701186803155,0.0,44,0,0,0,0,0,0,0,0,1,,2,117377,1,1,1,0,2,22,4.0,8.0,7.0,3.8,6,4,1233.06359988213,1113.0,39428.28124528759,0,1,140.0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0518663237506559,10375.863485601998,2,1,2_0,2_1_0,2_0_0,2_0_1_0
17359,2,53.0,8,0.0,0.0,0.0,1954.5979201160214,1456.0,0.0,0.0,71,0,0,0,0,0,0,0,0,2,2000.0,6,117378,2,1,0,0,1,43,3.0,4.0,4.0,2.5,4,4,271.728106729391,1456.0,38677.261579005826,1,2,77.0,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.03764485748366225,15470.90463160233,3,2,3_0,3_0_0,3_4_0,3_0_0_0
17360,2,82.0,1,0.0,751.2373878068078,0.0,206.73631847380997,1224.0,76.78629417244098,0.0,71,0,0,0,0,0,0,0,0,1,,1,117379,2,1,2,0,1,11,0.0,4.0,1.0,1.0,1,1,232.095127320305,154.0,17440.39870387554,0,1,80.0,5,1,0,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.07018188177819623,17440.39870387554,4,2,4_0,4_1_0,4_3_0,4_1_0_0
17361,2,41.0,7,0.0,0.0,0.0,910.1767787353452,1658.0,0.0,1466.7287571424763,30,0,0,0,0,0,0,0,0,1,,5,117380,2,3,4,0,1,43,2.0,4.0,4.0,2.1,2,2,774.293815009236,678.0,81986.83216429487,1,2,58.0,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.020222759633858084,39041.34864966422,9,5,9,9_1,9_4,9_0_0
17362,2,56.0,7,0.0,0.0,0.0,406.7604188153534,1008.0,0.0,1055.1467079443323,60,0,0,0,0,0,0,0,0,2,,5,117381,2,1,0,0,1,12,1.0,5.0,1.0,1.0,1,1,357.064186487082,303.0,19693.09975471661,2,3,100.0,3,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.05118544122331875,19693.09975471661,5,3,5,5_0,5_3,5_0_0
17363,2,56.0,6,3200.0,0.0,0.0,1587.9268157978172,3200.0,0.0,3018.9723794670995,50,0,0,0,0,0,0,0,0,1,,4,117382,2,1,2,0,1,43,2.0,5.0,3.0,2.0,3,3,1436.12029557363,0.0,57977.54075260821,0,1,90.0,8,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.05519378639488159,28988.770376304106,8,4,8,8_1,8_2,8_0_0
17364,2,35.0,9,0.0,0.0,0.0,805.4661758719869,600.0,0.0,0.0,50,2,2,2,2,1,2,2,2,1,2009.0,6,117383,1,2,1,0,1,32,1.0,4.0,2.0,1.3,1,1,904.564192431776,600.0,6335.02493144205,1,2,90.0,9,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0.09471154517831096,4873.096101109269,1,1,1_0,1_1_0,1_1_0,1_0_0_0
17365,2,81.0,1,0.0,0.0,0.0,104.7106028633583,98.0,21.93894119212599,0.0,70,0,0,0,0,0,0,0,0,1,,1,117384,2,2,3,0,2,21,0.0,6.0,2.0,1.5,2,2,1288.41700344582,78.0,1452.640972454738,0,1,90.0,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.06746333186127554,968.4273149698253,1,1,1_0,1_1_0,1_0_0,1_1_0_0
17366,2,51.0,1,0.0,0.0,0.0,1610.9323517439739,1260.0,0.0,89.79971982504956,30,0,0,0,0,0,0,0,0,1,,1,117385,2,2,2,0,1,42,2.0,9.0,4.0,2.5,4,3,357.361568749532,1200.0,88282.31675881204,1,2,170.0,1,0,1,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.014272393909216604,35312.92670352482,9,5,9,9_1,9_4,9_1_0
17367,2,59.0,1,0.0,0.0,0.0,939.710538517318,720.0,21.93894119212599,0.0,50,0,0,0,0,0,0,0,0,1,,1,117386,2,2,4,0,2,12,1.0,5.0,1.0,1.0,1,1,1242.81795503227,700.0,11124.449876534909,0,1,130.0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0647223015961189,11124.449876534909,2,1,2_0,2_1_0,2_0_0,2_1_0_0
17368,2,83.0,1,0.0,0.0,0.0,359.7748918894875,967.0,0.0,1046.1667359618275,70,0,0,0,0,0,0,0,0,2,,1,117387,2,1,0,0,1,11,0.0,2.0,1.0,1.0,1,1,1947.74286952647,268.0,18559.1448018534,2,3,50.0,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.052103693910693076,18559.1448018534,4,2,4_0,4_0_0,4_1_0,4_1_0_0
17369,2,42.0,1,0.0,0.0,0.0,0.0,966.0,0.0,0.0,43,0,0,0,0,0,0,0,0,1,,1,117388,2,1,1,0,1,43,2.0,4.0,4.0,2.3,3,2,730.745343810143,0.0,41080.06863729807,1,2,70.0,2,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.023515053213005926,17860.8994075209,4,2,4_0,4_1_0,4_2_0,4_1_0_0
17370,1,43.0,2,1050.0,0.0,0.0,521.0384864336587,1050.0,0.0,990.600312012642,41,1,2,2,1,2,2,2,2,2,,2,117389,1,2,0,0,1,43,2.0,4.0,3.0,1.8,2,2,2468.44787874835,0.0,26708.735813878677,2,3,73.0,9,0,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.03931298011695439,14838.186563265932,3,2,3_1,3_0_1,3_2_1,3_0_1_1
17371,2,26.0,2,0.0,0.0,0.0,547.7169995929511,488.0,0.0,119.73295976673276,50,0,0,0,0,0,0,0,0,2,,2,117390,1,1,0,1,1,43,2.0,2.0,2.0,1.5,2,2,82.5833433231951,408.0,17891.558187906827,2,3,55.0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.027275433188924066,11927.70545860455,2,1,2_0,2_0_0,2_2_0,2_0_1_0
17372,2,58.0,8,,0.0,0.0,,1117.0,188.67489425228354,,71,0,0,0,0,0,0,0,0,1,1999.0,6,117391,2,1,0,0,1,43,3.0,4.0,4.0,2.5,4,3,60.312548866890936,945.0,63248.699886757444,0,1,129.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.017660442064420512,25299.479954702976,7,4,7,7_1,7_0,7_0_0
17373,0,62.0,2,,0.0,0.0,,696.0,302.75738845133867,,60,0,0,0,0,0,0,0,0,1,,2,117392,1,2,0,0,1,21,0.0,4.0,2.0,1.5,2,2,108.20657430846387,420.0,28495.469069271945,5,0,80.0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.024424935708481837,18996.97937951463,5,3,5,5_1,5_2,5_0_1
17374,2,77.0,2,0.0,75.12373878068077,424.977152215863,798.7539577397204,1175.0,197.4504707291339,0.0,60,0,0,0,0,0,0,0,0,1,,2,117393,2,1,3,0,1,41,0.0,4.0,2.0,1.5,2,2,1228.21547931765,595.0,31700.936937674436,0,1,75.0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.037065150544607135,21133.957958449624,5,3,5,5_1,5_0,5_0_1
17375,2,33.0,9,0.0,0.0,0.0,1233.7056927105932,2319.0,0.0,2095.3267959178233,10,0,0,0,0,0,0,0,0,1,2009.0,6,117394,2,1,1,0,1,43,2.0,5.0,4.0,2.1,2,2,104.250612845923,919.0,60939.10017398124,1,2,141.0,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.03805438533518301,29018.619130467257,8,4,8,8_1,8_0,8_0_0
17376,2,59.0,2,,0.0,0.0,,795.0,134.92448833157485,,70,0,0,0,0,0,0,0,0,1,,2,117395,2,1,0,0,1,12,1.0,5.0,1.0,1.0,1,1,48.342178466475964,672.0,68832.82593482666,0,1,100.0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.011549721941573835,68832.82593482666,10,5,10,10_1,10_2,10_0_1
17378,2,59.0,2,,0.0,0.0,,416.0,72.39850593401577,,50,0,0,0,0,0,0,0,0,1,,2,117397,2,2,0,0,2,42,1.0,4.0,2.0,1.5,2,2,122.77859738850725,350.0,29244.02592143783,3,4,80.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.01422512759076185,19496.017280958553,5,3,5,5_1,5_1,5_0_1
17379,2,32.0,9,,0.0,0.0,,565.0,93.24050006653546,,20,0,0,0,0,0,0,0,0,1,2011.0,6,117398,2,1,0,0,2,43,2.0,5.0,4.0,2.1,2,2,253.7977098950297,480.0,65832.43752982854,1,2,86.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.00858239526288237,31348.77977610883,8,4,8,8_1,8_2,8_0_0
17380,2,82.0,2,0.0,0.0,0.0,228.21541649706296,259.0,0.0,133.2029177404902,71,0,0,0,0,0,0,0,0,2,,2,117399,2,2,0,1,1,11,0.0,3.0,1.0,1.0,1,1,513.041046005277,170.0,17510.214675617837,2,3,70.0,2,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.014791366342335339,17510.214675617837,4,2,4_0,4_0_0,4_2_0,4_0_1_0
17381,1,62.0,7,,0.0,0.0,,344.0,96.53134124535435,,71,0,0,0,0,0,0,0,0,2,,5,117400,1,1,0,0,2,12,1.0,3.0,1.0,1.0,1,1,111.28277234907135,256.0,7902.0,2,3,70.0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.043533282713237156,7902.0,1,1,1_1,1_0_1,1_3_1,1_0_0_1
17382,2,43.0,9,0.0,0.0,708.295253693105,2147.909802325298,2152.0,57.04124709952758,0.0,50,0,0,0,0,0,0,0,0,1,2004.0,6,117401,2,1,1,0,1,43,2.0,7.0,4.0,2.1,2,2,732.531759795269,1600.0,53646.33005860666,1,2,157.0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.04011458002157871,25545.871456479363,7,4,7,7_1,7_0,7_0_0
17383,2,47.0,9,0.0,0.0,0.0,2013.6654396799672,1500.0,0.0,0.0,42,0,0,0,0,0,0,0,0,1,2006.0,6,117402,2,1,1,0,1,43,2.0,3.0,3.0,1.8,2,2,1539.96848896853,1500.0,53695.99647087419,1,2,70.0,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.02793504355233692,29831.10915048566,8,4,8,8_1,8_4,8_0_0
17384,2,43.0,1,0.0,0.0,491.5569060630149,1935.803709345675,1789.0,0.0,0.0,10,0,0,0,0,0,0,0,0,1,,1,117403,2,1,1,0,1,43,2.0,7.0,4.0,2.1,2,2,584.334837605472,1442.0,82903.44721347459,1,2,150.0,1,0,0,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.021579319800699766,39477.832006416465,9,5,9,9_1,9_4,9_1_0
17385,2,47.0,1,0.0,0.0,0.0,671.2218132266557,600.0,109.69470596062996,0.0,42,0,0,0,0,0,0,0,0,1,,1,117404,2,1,2,0,1,12,1.0,4.0,1.0,1.0,1,1,1244.99537823236,500.0,25515.021189277384,0,1,90.0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.023515559542319656,25515.021189277384,7,4,7,7_1,7_0,7_1_0
17386,2,64.0,5,0.0,0.0,212.4885761079315,1812.2988957119705,1550.0,54.84735298031498,0.0,50,0,0,0,0,0,0,0,0,1,,3,117405,2,2,1,0,1,41,0.0,5.0,2.0,1.5,2,2,1094.53331240662,1350.0,41763.039596583,0,1,192.0,5,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03711415679922921,27842.026397722002,7,4,7,7_1,7_2,7_0_0
17387,1,42.0,7,,0.0,0.0,,930.0,131.63364715275594,,71,0,0,0,0,0,0,0,0,2,,5,117406,2,2,0,0,2,42,1.0,3.0,5.0,2.8,4,2,121.06679482385351,810.0,20041.600000000002,2,3,65.0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.046403480760019156,7157.714285714287,1,1,1_1,1_0_1,1_2_1,1_0_0_1
17388,2,58.0,2,0.0,0.0,0.0,402.73308793599347,700.0,0.0,598.6647988336638,50,0,0,0,0,0,0,0,0,2,,2,117407,1,3,0,1,2,43,2.0,3.0,2.0,1.5,2,2,1845.57247500252,300.0,55345.87704698404,0,1,66.0,9,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.012647735248747767,36897.251364656026,9,5,9,9_0,9_3,9_0_1
17389,1,42.0,6,0.0,0.0,0.0,872.5883571946525,1750.0,0.0,1646.3281967925755,31,0,0,0,0,0,0,0,0,1,,4,117408,2,2,3,0,1,43,2.0,5.0,6.0,2.8999999999999995,4,2,369.518394122008,650.0,52064.603632241764,1,2,124.0,3,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.033612087251467845,17953.311597324748,4,2,4_1,4_1_1,4_2_1,4_0_0_1
17390,0,30.0,1,0.0,0.0,0.0,0.0,1411.0,0.0,0.0,31,0,0,0,0,0,0,0,0,2,,1,117409,1,1,0,0,1,12,1.0,4.0,1.0,1.0,1,1,2145.61400162152,0.0,20000.725300689184,5,0,85.0,8,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.07054744159459957,20000.725300689184,5,3,5,5_0,5_3,5_1_0
17391,2,40.0,2,0.0,0.0,0.0,452.40350211476596,2177.0,0.0,0.0,20,0,0,0,0,0,0,0,0,2,,2,117410,2,2,0,1,1,43,2.0,4.0,4.0,2.1,2,2,746.967637599464,337.0,96328.44148163612,1,2,80.0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.022599763543511904,45870.68641982672,10,5,10,10_0,10_4,10_0_1
17392,2,36.0,5,,0.0,84.9954304431726,,2541.0,88.85271182811026,,50,0,0,0,0,0,0,0,0,1,,3,117411,1,1,0,0,2,42,1.0,6.0,5.0,2.4,2,2,103.93065794552652,2400.0,110902.0,2,3,80.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.02291212061098988,46209.16666666667,10,5,10,10_1,10_2,10_0_0
17393,2,67.0,2,0.0,0.0,0.0,255.0642890261292,920.0,0.0,374.1654992710399,50,2,2,2,2,1,2,2,2,2,,2,117412,2,3,0,1,1,11,0.0,3.0,1.0,1.0,1,1,296.765163729287,190.0,17081.762571394775,0,1,62.0,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.05385861067643205,17081.762571394775,4,2,4_0,4_0_0,4_3_0,4_0_1_0
17394,2,37.0,7,0.0,0.0,135.99268870907616,671.2218132266557,1355.0,0.0,1135.966455786877,43,0,0,0,0,0,0,0,0,1,,5,117413,2,2,3,0,1,43,2.0,6.0,5.0,2.5999999999999996,3,2,856.673653962609,500.0,50238.710150456,1,2,125.0,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.026971233854173726,19322.580827098463,5,3,5,5_1,5_0,5_0_0
17395,2,74.0,2,0.0,0.0,0.0,1275.321445130646,1082.0,0.0,197.55938361510906,50,2,1,2,1,2,2,2,2,2,,2,117414,2,1,0,0,1,42,1.0,4.0,3.0,2.0,3,3,181.122094855178,950.0,24530.055826747106,2,3,74.0,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0.04410915358864401,12265.027913373553,2,1,2_0,2_0_0,2_4_0,2_0_1_0
17396,2,84.0,1,0.0,0.0,0.0,1678.0545330666394,1370.0,131.63364715275594,0.0,71,0,0,0,0,0,0,0,0,1,,1,117415,1,1,4,0,2,11,0.0,9.0,1.0,1.0,1,1,1881.8770815936,1250.0,9855.163611850065,0,1,122.0,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.13901342016815246,9855.163611850065,2,1,2_0,2_1_0,2_0_0,2_1_0_0
17397,2,41.0,8,0.0,0.0,0.0,201.36654396799673,150.0,0.0,0.0,43,0,0,0,0,0,0,0,0,1,2002.0,6,117416,2,1,2,0,1,43,2.0,4.0,4.0,2.3,3,2,666.603604579108,150.0,56854.42126226722,1,2,150.0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0026383172437558704,24719.3135922901,7,4,7,7_1,7_0,7_0_0
17398,2,34.0,1,0.0,0.0,0.0,1331.704077441685,2848.0,0.0,2777.8046665882,33,0,0,0,0,0,0,0,0,1,,1,117417,2,1,2,0,2,43,2.0,4.0,4.0,2.1,2,2,218.902860686423,992.0,42689.44917816985,1,2,150.0,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0667143768502027,20328.309132461833,5,3,5,5_1,5_3,5_1_0
17399,2,46.0,8,,0.0,0.0,,852.0,276.4306590207875,,71,0,0,0,0,0,0,0,0,1,2001.0,6,117418,2,1,0,0,2,43,2.0,5.0,4.0,2.3,3,3,84.93960350946205,600.0,19552.439704759414,0,1,104.0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.04357512478571193,8501.060741199746,1,1,1_0,1_1_0,1_2_0,1_0_0_0
17401,2,53.0,1,0.0,0.0,509.9725826590356,429.5819604650597,1530.0,0.0,1272.1626975215356,71,0,0,0,0,0,0,0,0,1,,1,117420,2,1,2,0,1,12,1.0,5.0,1.0,1.0,1,1,513.410138186514,320.0,28642.930907060363,0,1,115.0,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.05341632128934338,28642.930907060363,8,4,8,8_1,8_3,8_1_0
17402,2,45.0,1,0.0,0.0,0.0,0.0,307.0,0.0,0.0,50,0,0,0,0,0,0,0,0,2,,1,117421,2,1,0,0,1,12,1.0,1.0,1.0,1.0,1,1,2759.26048168805,0.0,18154.42043575799,2,3,23.0,9,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.016910482000037586,18154.42043575799,4,2,4_0,4_0_0,4_2_0,4_1_0_0
17403,2,33.0,9,0.0,0.0,793.2906841362776,1377.3471607410977,1586.0,0.0,0.0,71,0,0,0,0,0,0,0,0,1,2010.0,6,117422,2,1,1,0,1,42,1.0,4.0,5.0,2.4,2,2,972.909376449287,1026.0,45190.922593164134,1,2,82.0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.03509554372850773,18829.551080485056,5,3,5,5_1,5_0,5_0_0
17404,2,76.0,2,0.0,0.0,0.0,1610.9323517439739,3034.0,0.0,1945.6605962094072,12,0,0,0,0,0,0,0,0,1,,2,117423,2,1,1,0,1,41,0.0,5.0,2.0,1.5,2,2,1150.50934400961,1200.0,50802.786354176904,0,1,145.0,7,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.059721133774989305,33868.52423611793,9,5,9,9_1,9_3,9_0_1
17405,2,77.0,5,0.0,976.6086041488501,0.0,671.2218132266557,2975.0,0.0,0.0,71,0,0,0,0,0,0,0,0,1,,3,117424,2,1,2,0,1,11,0.0,7.0,1.0,1.0,1,1,1247.3216792983,500.0,10121.409800104382,0,1,120.0,5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.293931384931111,10121.409800104382,2,1,2_0,2_1_0,2_0_0,2_0_0_0
17406,2,74.0,2,0.0,0.0,0.0,483.27970552319215,1220.0,0.0,1287.1293174923771,31,0,0,0,0,0,0,0,0,2,,2,117425,2,1,0,1,1,11,0.0,3.0,1.0,1.0,1,1,987.336670909187,360.0,42031.882282804196,0,1,78.0,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.029025585668313463,42031.882282804196,9,5,9,9_0,9_4,9_0_1
17407,2,60.0,6,0.0,0.0,779.1247790624154,617.5240681685233,1138.0,140.40922362960634,0.0,70,0,0,0,0,0,0,0,0,1,,4,117426,2,1,1,0,1,42,1.0,6.0,2.0,1.5,2,2,546.677652249024,460.0,36657.87142271231,0,1,110.0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.031043810124090382,24438.580948474875,7,4,7,7_1,7_0,7_0_0
17408,2,34.0,9,0.0,0.0,566.636202954484,2416.3985276159606,2200.0,0.0,0.0,50,0,0,0,0,0,0,0,0,1,2009.0,6,117427,2,1,1,0,1,43,2.0,7.0,4.0,2.1,2,2,91.7053423380817,1800.0,47240.99778214522,1,2,150.0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.046569719169468775,22495.713229592962,6,3,6,6_1,6_0,6_0_0
17409,1,67.0,2,0.0,0.0,0.0,1073.954901162649,800.0,0.0,0.0,50,0,0,0,0,0,0,0,0,2,,2,117428,1,2,0,0,1,41,0.0,2.0,2.0,1.5,2,2,329.514425256236,800.0,18765.829844509157,2,3,60.0,3,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.042630675362010616,12510.55322967277,2,1,2_1,2_0_1,2_2_1,2_0_1_1
17410,2,47.0,7,0.0,0.0,0.0,1946.5432583573017,1540.0,98.72523536456696,0.0,50,0,0,0,0,0,0,0,0,1,,5,117429,2,1,2,0,1,42,1.0,5.0,9.0,3.599999999999999,3,2,1575.45010270719,1450.0,45503.395421537316,0,1,110.0,7,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03384362827726695,12639.832061538145,2,1,2_0,2_1_0,2_1_0,2_0_0_0
17411,2,39.0,9,0.0,0.0,0.0,416.15752420052655,2010.0,0.0,2544.3253950430712,20,1,2,2,2,1,2,2,2,1,2006.0,6,117430,2,1,1,0,1,12,1.0,6.0,1.0,1.0,1,1,1053.04411827068,310.0,57790.14032384803,1,2,149.0,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.03478101954306107,57790.14032384803,10,5,10,10_1,10_3,10_0_0
17412,2,88.0,1,0.0,0.0,0.0,671.2218132266557,2151.0,0.0,2470.988957185947,12,1,2,2,2,1,2,2,2,1,,1,117431,2,1,2,0,1,41,0.0,7.0,2.0,1.5,2,2,442.112476657308,500.0,33746.832570062346,0,1,130.0,3,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.06373931525378786,22497.888380041564,6,3,6,6_1,6_2,6_1_0
17413,2,72.0,2,0.0,0.0,0.0,402.73308793599347,390.0,0.0,134.69957973757434,50,0,0,0,0,0,0,0,0,2,,2,117432,2,1,0,1,1,41,0.0,4.0,2.0,1.5,2,2,274.227733108645,300.0,24707.190151474606,2,3,70.0,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.01578487871785467,16471.46010098307,4,2,4_0,4_0_0,4_3_0,4_0_1_0
