"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"3945",3965,NA,44,4,99,0,0,1197.49908116253,0,0,36125.96,33,2,15043,201703965,1,4,2,3,1.6,623.81969028,0,0,0,23553,3,110,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1197.49908116253,0.0331478826074804,0.0508427411014535,14720.625,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,0,2
"3955",3975,NA,36,4,99,0,0,1129.79595289893,0,352.986889255678,26861.76,50,2,15061,201703975,1,3,2,3,1.6,719.76135669,0,0,0,24994,3,65,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1482.78284215461,0.0552005096521823,0.0593255518186207,15621.25,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",1,0,0,1,1,2,2,2,2,1,2,2,2,1,1,4,1
"3987",4007,NA,39,3,8,0,0,460.640214969278,0,838.42121163865,20979.52,50,1,15099,201704007,1,4,2,3,1.8,537.40242261,0,0,0,26413,3,82,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1299.06142660793,0.0619204551204188,0.0491826534891125,14673.8888888889,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,1,1,0,1
"4007",4027,NA,59,4,4,0,0,232.729503406146,0,686.363395774928,7112.76,70,2,15119,201704027,1,4,1,2,1.5,2852.2502178,0,0,0,22769,3,55,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,919.092899181075,0.129217476644942,0.0403659756327056,15179.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4160",4182,NA,44,3,99,0,0,43.3723165438727,21.011124360457,0,16729.56,71,2,153,201704182,1,2,0,1,1,1907.0710272,0,0,0,14313,3,50,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,64.3834409043297,0.00384848381573273,0.0044982492073171,14313,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4213",4235,2,55,2,1,0,742.310183961416,720.403599179934,0,0,29627.2911913,71,1,15363,201704235,1,4,0,2,1.5,2499.820002,0,0,0,21602,1,100,7,0,0,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1462.71378314135,0.0493704866130615,0.067711961074963,14401.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4235",4257,NA,26,3,7,0,0,459.749228093129,0,836.799507167396,12869.96,41,2,15387,201704257,1,3,2,3,1.6,1554.4908153,0,0,0,23169,3,63,9,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1296.54873526052,0.100742250578908,0.0559604961483243,14480.625,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4240",4262,2,46,2,1,0,0,930.918013624585,0,1680.88994883656,34428.8,31,1,15393,201704262,2,5,2,4,2.3,2309.2948516,0,0,0,36167,2,110,4,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2611.80796246114,0.075861138420774,0.0722152227848908,15724.7826086957,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4292",4314,NA,57,3,5,0,0,899.182172251019,0,0,19701.251502734,33,2,15466,201704314,1,4,2,3,1.8,583.85137159,0,0,0,26586,3,85,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,899.182172251019,0.0456408656133463,0.0338216419262401,14770,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4299",4321,2,68,3,1,0,0,634.716827471308,0,1386.73420779016,26815.22,50,1,15475,201704321,0,4,0,2,1.5,1836.7086172,0,0,0,24490,1,159,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2021.45103526147,0.0753844658093974,0.0825418960907092,16326.6666666667,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"4303",4325,NA,27,2,9,0,0,1269.43365494262,0,0,28105.8,20,2,15482,201704325,2,2,1,3,1.8,3243.6929323,0,0,0,25344,3,43,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1269.43365494262,0.0451662523373331,0.050088133481006,14080,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4331",4354,NA,71,3,7,0,0,252.828869609404,0,0,18352.4,33,2,15522,201704354,1,3,1,2,1.5,5216.5736651,0,0,0,21290,3,70,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,252.828869609404,0.0137763382233062,0.011875475322189,14193.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4348",4371,NA,55,3,3,0,0,528.930689559423,0,350.185406007617,15129.02,60,2,15544,201704371,0,2,0,1,1,4227.2762322,0,0,0,14244,3,35,8,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,879.11609556704,0.0581079339948681,0.0617183442549171,14244,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4374",4397,2,85,3,2,0,0,648.638445836818,0,1180.60085507338,29281.32,70,1,1558,201704397,0,6,0,2,1.5,1500.5325488,0,0,0,21170,1,121,5,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1829.2393009102,0.0624712035150805,0.0864071469489937,14113.3333333333,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4407",4431,NA,49,4,6,0,0,424.202413026657,0,694.767845519111,33370.78,41,2,1562,201704431,1,3,2,3,1.8,576.40171784,0,0,0,26048,3,83,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1118.97025854577,0.0335314385383191,0.0429580105399942,14471.1111111111,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,1,1,2,2,2,1,1,2,2,2,1,3,3,2
"4441",4465,NA,26,4,1,0,0,1066.3242701518,0,0,20923.38616275,31,2,15659,201704465,1,2,0,1,1,3904.7178192,0,0,0,15355,3,28,9,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,1066.3242701518,0.0509632743886446,0.0694447587204036,15355,3,2,"3_0","3_0_0","3_3_0","3_1_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,1,2,0,1
"4476",4500,NA,51,4,3,0,0,507.773461977046,0,0,14776.02,71,2,15705,201704500,1,3,1,2,1.3,728.03609096,0,0,0,20394,3,50,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,507.773461977046,0.0343646977993429,0.0248981789730826,15687.6923076923,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4479",4503,2,83,3,5,0,0,368.135759933358,0,1340.50973419716,26928.48,71,1,15708,201704503,0,5,0,2,1.5,1340.0374158,0,0,0,22840,1,110,8,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1708.64549413051,0.0634512417385056,0.0748093473787441,15226.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,3,1
"4527",4553,NA,36,4,9,0,0,605.871075781643,0,1102.75904045316,22127.66,31,1,15769,201704553,2,4,2,4,2.1,1854.3537271,0,0,0,33190,3,82,8,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1708.6301162348,0.0772169364602854,0.0514802686422055,15804.7619047619,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4556",4582,2,69,3,8,61.0206884640699,0,1195.3833584043,22.4118659844875,0,28839.56,70,1,15803,201704582,0,4,0,2,1.5,2613.4853148,0,0,0,21153,1,85,8,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1278.81591285285,0.0443424210651221,0.0604555341016808,14102,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"4710",4737,NA,34,2,99,0,0,423.144551647538,0,0,16305.7,NA,2,16003,201704737,1,1,0,1,1,3386.2291628,0,0,0,15240,3,20,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,423.144551647538,0.0259507136551966,0.0277653905280537,15240,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"4738",4766,2,39,5,5,0,0,1375.2197928545,0,0,21525.98,50,1,16044,201704766,1,4,2,3,1.8,682.64450503,0,0,0,29240,2,85,2,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1375.2197928545,0.0638865126165917,0.0470321406584986,16244.4444444444,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4739",4767,NA,38,3,99,0,0,512.317453785948,0,932.48007097142,17421.71,31,2,16045,201704767,1,5,1,2,1.3,3341.369316,0,0,0,18629,3,90,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1444.79752475737,0.0829308675645139,0.0775563650629324,14330,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1
"4785",4813,2,64,3,5,0,0,626.253936438357,0,0,17989.78,71,2,16104,201704813,1,4,0,2,1.5,3551.0939746,0,0,0,21425,1,82,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,626.253936438357,0.0348116506393273,0.0292300553763527,14283.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4844",4872,2,69,2,4,0,0,222.746719037369,0,405.426117813661,20753.38,50,2,16172,201704872,0,3,0,1,1,5408.193501,0,0,0,14740,1,60,8,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,628.172836851029,0.0302684592510246,0.0426168817402327,14740,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"4856",4884,2,60,2,7,0,0,685.494173669012,0,902.07760587562,67959.46,50,1,16185,201704884,0,5,0,2,1.5,1927.3225247,0,0,0,23789,1,90,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1587.57177954463,0.0233605708395069,0.0667355407770244,15859.3333333333,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4874",4902,NA,28,3,9,0,0,211.572275823769,0,700.370812015233,19827.76,43,2,16202,201704902,1,1,0,1,1,3749.554041,0,0,0,14101,3,30,2,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,911.943087839002,0.0459932482458433,0.0646722280575138,14101,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4915",4943,2,63,3,6,0,0,105.786137911885,0,0,17818.4,50,2,16258,201704943,0,2,0,1,1,2502.2765177,0,0,0,15120,1,55,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,105.786137911885,0.00593690443091886,0.00699643769258496,15120,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"4931",4959,NA,67,2,5,0,0,538.451441971493,0,0,26386.84,71,2,16275,201704959,0,5,0,2,1.5,2693.820133,0,0,0,23322,3,86,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,538.451441971493,0.0204060600652254,0.0230877043980573,15548,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"5028",5057,NA,58,4,5,0,0,677.150025873601,0,1232.49539815353,21272.78,41,2,16402,201705057,2,2,0,2,1.5,2737.8774189,0,0,0,23580,3,58,2,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1909.64542402713,0.0897694341796008,0.080985811027444,15720,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
"5074",5103,2,45,3,4,0,0,253.886730988523,0,0,18372.875052883,50,2,1647,201705103,0,3,0,1,1,5125.3323423,0,0,0,15892,1,69,8,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,253.886730988523,0.0138185629770929,0.0159757570468489,15892,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5095",5124,NA,69,3,7,0,0,31.7358413735654,0,70.0370812015233,47721.4716935,50,2,16495,201705124,0,4,0,2,1.5,2607.4770648,0,0,0,24339,3,89,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,101.772922575089,0.00213264425767806,0.00418147510477377,16226,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5195",5224,NA,31,2,5,0,0,187.10724399139,0,340.557938963475,16692.78584675,71,2,1662,201705224,1,3,1,2,1.3,703.47839885,0,0,0,18670,3,75,3,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,527.665182954865,0.0316103727561807,0.0282627307420924,14361.5384615385,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"5210",5239,NA,77,3,1,0,0,601.416141400896,0,1094.65051809688,26623.08222229,70,2,16636,201705239,0,2,0,1,1,4640.0809537,0,0,0,15480,3,55,2,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1696.06665949778,0.0637066228972451,0.109565029683319,15480,3,2,"3_0","3_0_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"5254",5283,2,81,3,5,632.807139627392,0,634.716827471308,420.22248720914,0,22553.70584675,71,1,1669,201705283,1,5,1,3,2,2473.8095034,0,0,0,31014,1,95,8,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1687.74645430784,0.0748323342414721,0.0544188577515909,15507,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"5401",5430,NA,65,4,1,0,0,232.729503406146,1540.81578643351,1540.81578643351,23442.9413495,31,1,16898,201705430,0,4,0,1,1,1953.481918,0,0,0,15736,3,90,9,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,3314.36107627317,0.141379915892843,0.210622844196312,15736,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",1,0,0,1,1,2,2,2,1,1,2,2,2,2,1,1,2
"5432",5461,NA,49,4,4,0,0,267.296062844842,0,486.511341376393,8395.22,41,8,16937,201705461,1,3,1,2,1.3,2152.1431167,0,0,0,19030,3,64,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,753.807404221235,0.0897900715194164,0.0396115293862972,14638.4615384615,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
"5484",5513,2,55,2,9,0,0,1481.00593076638,0,0,56119.0420666,20,2,1719,201705513,2,6,3,5,3,1972.4213944,0,0,0,42603,1,112,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1481.00593076638,0.0263904349794279,0.0347629493408066,14201,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5509",5538,2,38,3,99,0,0,334.120078556053,0,608.139176720491,26888.44,31,1,1753,201705538,2,3,1,3,1.8,1744.8281118,0,0,0,28680,2,63,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,942.259255276544,0.0350432845965234,0.0328542278687777,15933.3333333333,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5601",5632,NA,42,3,7,339.003824800388,0,1148.83745772307,140.074162403047,0,76499.86,33,1,1870,201705632,2,4,1,3,1.8,2647.7122528,0,0,0,27601,3,110,8,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1627.9154449265,0.0212799794003087,0.0589803066891237,15333.8888888889,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"5738",5770,NA,50,3,9,0,0,558.550808174751,0,0,28171.189954157,50,2,2035,201705770,1,3,1,2,1.5,2665.1131734,0,0,0,22006,3,74,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,558.550808174751,0.0198270221841421,0.0253817508031787,14670.6666666667,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"5809",5842,NA,51,3,8,0,0,751.081579174381,0,0,11340.52,50,2,2129,201705842,0,1,0,1,1,4732.3850894,0,0,0,14230,3,25,3,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,751.081579174381,0.0662299064923285,0.0527815586208279,14230,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"5866",5899,NA,45,4,99,0,0,660.10550057016,0,0,23858.44,20,2,2208,201705899,1,3,1,2,1.3,1072.3852922,0,0,0,20909,3,49,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,660.10550057016,0.027667588516691,0.0315704003333569,16083.8461538462,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5883",5916,NA,35,5,2,0,0,597.852193896298,0,1088.16370021187,15836.02584675,44,1,2229,201705916,1,3,1,2,1.3,531.68787015,0,0,0,21246,3,80,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1686.01589410816,0.106467109262403,0.0793568621909142,16343.0769230769,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5899",5932,2,71,4,7,0,0,2856.22572362088,89.6474639379498,0,18101.28,44,1,2245,201705932,0,4,0,1,1,2553.9460439,0,0,0,15700,1,100,8,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2945.87318755883,0.162743915765009,0.187635234876359,15700,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"5991",6024,2,57,3,1,0,0,1123.36821083854,0,3025.65259573994,58565.71418235,71,1,2353,201706024,1,5,0,2,1.5,2447.4911581,0,0,0,24014,1,90,7,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,4149.02080657848,0.0708438523204908,0.172775081476575,16009.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"6008",6041,NA,75,3,5,0,0,178.197375229895,0,324.340894250928,16163.2,70,2,2374,201706041,0,3,0,2,1.5,2824.7220398,0,0,0,22016,3,67,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,502.538269480823,0.0310915084562972,0.0228260478506915,14677.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"6051",6085,NA,51,4,9,0,0,499.310570944095,0,1166.81777281738,29548.86,71,1,2419,201706085,2,4,1,2,1.5,1707.6600075,0,0,0,22144,3,83,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1666.12834376147,0.0563855371666275,0.0752406224603267,14762.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"6106",6141,2,80,3,1,0,0,740.502965383192,0,0,31581.42,50,1,25,201706141,0,5,0,2,1.5,1387.2404249,0,0,0,23627,1,139,8,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,740.502965383192,0.0234474246371187,0.0313413876236167,15751.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"6149",6186,2,65,3,2,0,0,621.463346114259,0,1131.13886870011,21324.6,20,1,2556,201706186,0,5,0,1,1,2161.8685873,0,0,0,14600,1,167,9,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1752.60221481437,0.0821868740709965,0.120041247590025,14600,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"6157",6194,2,82,4,1,0,0,423.144551647538,0,840.44497441828,12289.10584675,71,1,2567,201706194,1,3,1,2,1.5,2888.9303629,0,0,0,22010,1,80,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1263.58952606582,0.102821925518689,0.0574097921883607,14673.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"6247",6285,NA,37,5,6,0,0,623.690813304632,0,1135.19312987825,16185.18697445,50,2,268,201706285,0,3,1,2,1.3,821.71475618,0,0,0,19773,3,79,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1758.88394318288,0.108672451295092,0.0889538230507704,15210,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"6256",6294,NA,33,4,2,0,0,1142.49028944835,0,0,24494.8311913,50,8,2688,201706294,1,3,2,4,2.1,2933.7764055,0,0,0,31852,3,62,9,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1142.49028944835,0.0466420968785505,0.0358687143491258,15167.619047619,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"6259",6297,NA,79,3,4,0,0,248.597424092929,0,0,18887.090875302,70,2,2690,201706297,0,3,0,1,1,2764.7024425,0,0,0,14665,3,50,5,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,248.597424092929,0.0131622930039486,0.0169517507052798,14665,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"6293",6331,2,80,3,6,0,0,1307.51666459089,0,0,12803.92,70,1,2732,201706331,0,3,0,1,1,2283.2573914,0,0,0,14394,1,67,9,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1307.51666459089,0.102118465641061,0.09083761738161,14394,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"6418",6456,NA,33,3,9,0,0,444.301779229915,0,0,16837.69002433,50,2,2902,201706456,2,4,1,3,1.8,898.58515275,0,0,0,29020,3,80,3,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,444.301779229915,0.0263873357086341,0.0153101922546491,16122.2222222222,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"6448",6486,NA,83,3,99,0,0,456.996115779342,0,1025.3428687903,9071.5316935,71,1,2944,201706486,0,2,0,2,1.5,1755.6105405,0,0,0,21817,3,58,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1482.33898456964,0.163405589557911,0.0679442171045351,14544.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"6456",6494,2,57,3,1,0,0,2557.86298519589,0,419.661711403244,47218.98350589,44,1,2955,201706494,2,4,0,2,1.5,2078.0424721,0,0,0,22217,1,140,9,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,2977.52469659913,0.0630577889553196,0.134020106071888,14811.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"6475",6514,2,57,5,1,0,0,88.6531941768727,0,161.359594889837,21316.09506751,50,1,2982,201706514,1,4,0,2,1.5,1416.0539705,0,0,0,24240,1,90,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,250.01278906671,0.0117288268923035,0.0103140589548973,16160,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"6512",6552,NA,56,3,5,0,0,253.886730988523,32.2170573527007,386.604688232409,16314.7,50,2,3030,201706552,1,3,0,1,1,5027.0740522,0,0,0,15311,3,68,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,672.708476573632,0.0412332728504743,0.0439362861063048,15311,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",1,0,0,0,1,2,2,2,2,1,2,2,2,2,1,0,1
"6526",6566,2,33,3,99,0,0,792.978319773033,0,1443.31697941663,39338.66,50,1,3046,201706566,2,4,2,4,2.1,1916.4949955,0,0,0,32690,2,100,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2236.29529918966,0.0568472667647974,0.0684091556803201,15566.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,1,2,2,1,2,1,2,2,2,2,1,2,1
"6857",6898,2,56,2,1,0,0,2147.45859961126,0,0,26100.68,71,1,3472,201706898,1,4,0,2,1.5,2947.4554494,0,0,0,23885,1,80,3,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2147.45859961126,0.0822759636764735,0.0899082520247544,15923.3333333333,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"6915",6957,NA,42,2,7,0,0,445.359640609034,0,864.257582026798,20326.29581584,43,2,3543,201706957,1,3,1,2,1.5,2202.1101693,0,0,0,23092,3,74,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1309.61722263583,0.0644297039903978,0.0567130271364902,15394.6666666667,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
